,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
closeness,Piecewise Linear Fit,0.9999999927996227,0.11316256084120183,0.22290338054905273,0.9952861952861953,0.6826792963464141,1.011869775372542,0.22632512160588997,-0.29579686489804646,0.18364191960680398,glioma_mibitof:UCSF_TA5_R6C2_whole_cell.tiff,16760,1485,,,,,,,
clustering,Piecewise Linear Fit,0.9999976639656647,0.02086046143894086,0.1210028284074994,1.0,0.1447811447811448,1.0405047932082203,0.04172092287689233,-4.216806890055346,0.8149271934795356,glioma_mibitof:UCSF_TA5_R6C2_whole_cell.tiff,16760,1485,,,,,,,
degree,Michaelis-Menten Fit,0.9999749272486261,0.03172586082750693,-0.4030322330648774,1.0,1.0,1.1069337520362392,,,,glioma_mibitof:UCSF_TA6_R3C5_whole_cell.tiff,87268,4144,,,,,29.51027966211348,0.036357937783873924,20.368266229712553
pagerank,Piecewise Linear Fit,0.9999736503796322,0.014774175288646661,-0.13867288197650532,1.0,0.11196911196911197,1.082233103434249,0.029548352038670147,0.0020219528291904746,0.00018554563878698412,glioma_mibitof:UCSF_TA6_R3C5_whole_cell.tiff,87268,4144,,,,,,,
betweenness,Piecewise Linear Fit,0.9999986530515699,0.13043731470298223,-0.9084033473620315,1.0,0.7181467181467182,1.175855720506023,0.2608746313282714,0.013570914205596259,0.00017848910542389,glioma_mibitof:UCSF_TA6_R3C5_whole_cell.tiff,87268,4144,,,,,,,
closeness,Piecewise Linear Fit,0.999993003481429,0.005870841087760952,0.246049748447648,1.0,0.05912162162162162,1.0122102089399088,0.011741682175309335,-5.523674662242086,0.16422560581227574,glioma_mibitof:UCSF_TA6_R3C5_whole_cell.tiff,87268,4144,,,,,,,
clustering,Piecewise Linear Fit,0.99999720250491,0.018680591520639694,0.11961133655904249,1.0,0.13416988416988418,1.1036888859588603,0.03736118304041503,-4.322426680259267,0.7558109910699627,glioma_mibitof:UCSF_TA6_R3C5_whole_cell.tiff,87268,4144,,,,,,,
degree,Piecewise Linear Fit,0.999994126664268,0.01492712878426026,-0.19608679006441357,1.0,0.15637860082304528,1.030699573889954,0.029854257568544096,126.68817427544789,7.753060716952394,glioma_mibitof:UCSF_TA7_R2C4_whole_cell.tiff,8138,1458,,,,,,,
pagerank,Piecewise Linear Fit,0.9999879561928879,0.012307420711052727,-0.13154245965433536,1.0,0.13511659807956103,1.0586093352715749,0.024614841794270148,0.006613964170231431,0.0005374171018849408,glioma_mibitof:UCSF_TA7_R2C4_whole_cell.tiff,8138,1458,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999948976994,0.1546127184163414,-0.9198975446366748,1.0,0.8806584362139918,1.1517478099586336,0.3092254373740242,0.05712207085452278,0.0007690516373475804,glioma_mibitof:UCSF_TA7_R2C4_whole_cell.tiff,8138,1458,,,,,,,
closeness,Exponential Saturation Fit,0.9999999908090342,0.19984880094218285,-0.22569070082778006,1.0,1.0,1.7088820800718176,,,,glioma_mibitof:UCSF_TA7_R2C4_whole_cell.tiff,8138,1458,0.0691202589690886,1.4426487829979793,0.05939711942707149,,,,
clustering,Exponential Saturation Fit,0.9999999376292077,0.008035148480919106,0.12445290196007927,1.0,0.1748971193415638,1.0499971354561395,,,,glioma_mibitof:UCSF_TA7_R2C4_whole_cell.tiff,8138,1458,-0.16398090419077524,86.2643898635817,0.7407975252760921,,,,
degree,Michaelis-Menten Fit,0.6309297535714071,0.24091206769007342,0.4054450186391599,1.0,1.0,1.0278122571287602,,,,glioma_mibitof:UCSF_TA6_R1C5_whole_cell.tiff,6486,1155,,,,,-6977615.969794583,428151.0598174473,13.609752964082633
pagerank,Piecewise Linear Fit,0.9999942010457638,0.011158508832053047,-0.15544322943760744,1.0,0.1264069264069264,1.044724516243353,0.022317017873218253,0.010672271717824765,0.0006470234832841004,glioma_mibitof:UCSF_TA6_R1C5_whole_cell.tiff,6486,1155,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999469390066,0.16590908760394896,-0.6154022433986731,1.0,0.9021645021645022,1.0389538492782524,0.3318181758079901,0.05529453569554995,0.005733239167754669,glioma_mibitof:UCSF_TA6_R1C5_whole_cell.tiff,6486,1155,,,,,,,
closeness,Constant Fit,,0,0,0.9982683982683983,0.0,,,,,glioma_mibitof:UCSF_TA6_R1C5_whole_cell.tiff,6486,1155,,,,0.0689269663118398,,,
clustering,Piecewise Linear Fit,0.9999997258695072,0.019052888729364878,0.1032777523986532,1.0,0.19567099567099566,1.0199190821586286,0.03810577745767044,-3.597188260598543,0.7321533962772605,glioma_mibitof:UCSF_TA6_R1C5_whole_cell.tiff,6486,1155,,,,,,,
degree,Exponential Saturation Fit,0.9999967402050535,0.02945878387179791,-0.3457112354990773,1.0,0.42862104897533865,1.1514990031046566,,,,glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,31480,2879,12.279126914234404,23.529076929126592,11.619554313673822,,,,
pagerank,Piecewise Linear Fit,0.9999735725734359,0.012682399476685154,-0.1651295918750383,1.0,0.11392844737756165,1.137232871866032,0.02536479959313556,0.0039647040333400455,0.00025421799382398236,glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,31480,2879,,,,,,,
betweenness,Exponential Saturation Fit,0.9999998116468011,0.2057512036188836,-0.9653647798605014,1.0,1.0,1.2575442355532076,,,,glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,31480,2879,0.01930782042164194,1.3651848091268992,0.0001696391504683122,,,,
closeness,Piecewise Linear Fit,0.999999081327938,0.1901832578459599,-0.23791722500704568,1.0,0.9409517193469955,2.481349005884112,0.38036651604626937,0.10734213236398941,0.06539111773818561,glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,31480,2879,,,,,,,
clustering,Exponential Saturation Fit,0.9999933232923273,0.008802651183598057,0.14489666730686698,1.0,0.15178881556095866,1.208231493047956,,,,glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,31480,2879,-0.19325309760166975,78.74300215018626,0.7634917748239506,,,,
degree,Exponential Saturation Fit,0.9999884288552435,0.02522079854144955,-0.33128527148412107,1.0,0.3673191952147907,1.1493564282733577,,,,glioma_mibitof:UCSF_TA7_R2C2_whole_cell.tiff,52894,3678,15.386020430878906,27.48311024195549,15.528680381566515,,,,
pagerank,Piecewise Linear Fit,0.9999468167901172,0.013706733732847969,-0.1642862226643409,1.0,0.11772702555736814,1.1411431767736013,0.027413468426123633,0.0028542979321099066,0.00019901673764980178,glioma_mibitof:UCSF_TA7_R2C2_whole_cell.tiff,52894,3678,,,,,,,
betweenness,Piecewise Linear Fit,0.9999996638589985,0.18257464260468817,-0.9453314182306315,1.0,0.9235997824904839,1.3115216195990396,0.3651492874026827,0.0166483482993995,0.00017577827849711802,glioma_mibitof:UCSF_TA7_R2C2_whole_cell.tiff,52894,3678,,,,,,,
closeness,Piecewise Linear Fit,0.9999976232011797,0.19459598571630524,-0.23986556910566298,1.0,0.9469820554649266,2.935649993580302,0.3891919717867763,0.10988975295885456,0.06776626755382469,glioma_mibitof:UCSF_TA7_R2C2_whole_cell.tiff,52894,3678,,,,,,,
clustering,Piecewise Linear Fit,0.9999732870574828,0.0180891463350602,0.12989639151155252,1.0,0.14328439369222404,1.2402364588077293,0.03617829266936037,-4.759966714670132,0.7489684487150307,glioma_mibitof:UCSF_TA7_R2C2_whole_cell.tiff,52894,3678,,,,,,,
degree,Piecewise Linear Fit,0.9999993163804173,0.01954168274161187,-0.2890294168748076,1.0,0.1678138315306457,1.137908844801471,0.03908336548323812,271.59050238876114,13.055277932097606,glioma_mibitof:UCSF_TA7_R3C2_whole_cell.tiff,34520,3051,,,,,,,
pagerank,Piecewise Linear Fit,0.9999278800071502,0.012536341259538125,-0.1682289570883368,1.0,0.11569977056702721,1.1448152991870708,0.025072683170923767,0.003846402998391492,0.00023841224366411468,glioma_mibitof:UCSF_TA7_R3C2_whole_cell.tiff,34520,3051,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999991222642058,0.19713890629434422,-0.9684080048209567,1.0,1.0,1.2688972683469149,,,,glioma_mibitof:UCSF_TA7_R3C2_whole_cell.tiff,34520,3051,,,,,0.027154607306000528,0.9921198918940094,0.0001468446180468305
closeness,Piecewise Linear Fit,0.9999971693320897,0.19390295699481003,-0.24010486401065936,1.0,0.9505080301540478,3.057787825686876,0.38780591435734174,0.10546177810127928,0.06471906406353263,glioma_mibitof:UCSF_TA7_R3C2_whole_cell.tiff,34520,3051,,,,,,,
clustering,Piecewise Linear Fit,0.9999764848123517,0.017376407083611465,0.1316697177762991,1.0,0.15306456899377252,1.2310167529013074,0.03475281416652621,-4.987997932637095,0.7449378433522428,glioma_mibitof:UCSF_TA7_R3C2_whole_cell.tiff,34520,3051,,,,,,,
degree,Exponential Saturation Fit,0.9999990515449009,0.015105063936747985,-0.31839133042168355,1.0,0.2552274197025221,1.0776585673570016,,,,glioma_mibitof:UCSF_TA7_R4C2_whole_cell.tiff,86259,4639,18.92680762010375,45.88839764844073,20.259151124870783,,,,
pagerank,Piecewise Linear Fit,0.9999697616924734,0.012726381261622538,-0.14512263666491867,1.0,0.12481138176331105,1.0967298783755595,0.025452763686394136,0.0021882631610604768,0.00016404878702842442,glioma_mibitof:UCSF_TA7_R4C2_whole_cell.tiff,86259,4639,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999998408528107,0.20911084002694205,-0.9727677224338422,1.0,1.0,1.2486015967829291,,,,glioma_mibitof:UCSF_TA7_R4C2_whole_cell.tiff,86259,4639,,,,,0.021712096768799545,1.3081236773311824,8.377224499525212e-05
closeness,Piecewise Linear Fit,0.9999996255939292,0.1857143908128106,-0.2268701080176075,1.0,0.9374865272688079,2.559822193412252,0.37142878197265594,0.10702927078861309,0.06773658722948771,glioma_mibitof:UCSF_TA7_R4C2_whole_cell.tiff,86259,4639,,,,,,,
clustering,Piecewise Linear Fit,0.9999280638272753,0.016070604947710412,0.12653841125576942,1.0,0.14679887906876482,1.2295044011609246,0.03214120989481958,-5.346011050885358,0.7648666134638081,glioma_mibitof:UCSF_TA7_R4C2_whole_cell.tiff,86259,4639,,,,,,,
degree,Piecewise Linear Fit,0.99999558387639,0.01688693097992253,-0.26777476157361496,1.0,0.15547856214811606,1.0520032420201866,0.033773861959857335,275.1786250313384,12.706925318381174,glioma_mibitof:UCSF_TA6_R98C2_whole_cell.tiff,24452,2309,,,,,,,
pagerank,Piecewise Linear Fit,0.9999868277813841,0.013986381418430324,-0.15052282749059867,1.0,0.13165872672152448,1.0546377175529547,0.02797276351343814,0.0041344506778441875,0.0003263416251997935,glioma_mibitof:UCSF_TA6_R98C2_whole_cell.tiff,24452,2309,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999999503786691,0.04111250958631727,-0.5623166754215192,1.0,1.0,1.0067636754373561,,,,glioma_mibitof:UCSF_TA6_R98C2_whole_cell.tiff,24452,2309,,,,,0.006644417883929719,0.049343973307166236,0.0023505541683264447
closeness,Piecewise Linear Fit,0.9999999800748346,0.22489054229410876,-0.22062994681808704,0.9995669120831528,0.983102253032929,1.873836814229766,0.44978108527456584,0.0655324623324978,0.052060331890662497,glioma_mibitof:UCSF_TA6_R98C2_whole_cell.tiff,24452,2309,,,,,,,
clustering,Piecewise Linear Fit,0.9999961758766507,0.015875690248191344,0.08577208636043099,1.0,0.14595062797747943,1.0343365330286753,0.03175138049557246,-3.918803628997091,0.7875512342541842,glioma_mibitof:UCSF_TA6_R98C2_whole_cell.tiff,24452,2309,,,,,,,
degree,Exponential Saturation Fit,0.9999992361454931,0.01816397627106066,-0.31494212242773056,1.0,0.28853984874927285,1.0243579962060507,,,,glioma_mibitof:UCSF_TA8_R3C1_whole_cell.tiff,13960,1719,8.254527013665724,38.16054173379101,8.977568130247315,,,,
pagerank,Exponential Saturation Fit,0.9999990906937694,0.006709582981301205,-0.17080511683744992,1.0,0.13263525305410123,1.0426821903000134,,,,glioma_mibitof:UCSF_TA8_R3C1_whole_cell.tiff,13960,1719,0.00017281684141143714,103.30695720506846,0.0004194804763329749,,,,
betweenness,Piecewise Linear Fit,0.9999995947143048,0.15940254502137025,-0.9179297817521315,1.0,0.8708551483420593,1.0891507274303394,0.31880509074367225,0.045483046099482546,0.0006482177050870974,glioma_mibitof:UCSF_TA8_R3C1_whole_cell.tiff,13960,1719,,,,,,,
closeness,Piecewise Linear Fit,0.9999996744081562,0.18909227089568184,-0.22176011138233806,1.0,0.9377545084351367,1.8894072154396306,0.37818454221664205,0.08892636512559196,0.05901119022024936,glioma_mibitof:UCSF_TA8_R3C1_whole_cell.tiff,13960,1719,,,,,,,
clustering,Piecewise Linear Fit,0.9999929481466457,0.02105778638892451,0.08851760918552314,1.0,0.17975567190226877,1.0289965936179057,0.04211557277635091,-2.8111779997665503,0.7279588746899328,glioma_mibitof:UCSF_TA8_R3C1_whole_cell.tiff,13960,1719,,,,,,,
degree,Michaelis-Menten Fit,0.9998476684877012,0.020012262432545714,-0.31563191048431793,1.0,0.9616135328562134,1.1619525450045283,,,,glioma_mibitof:UCSF_TA7_R5C6_whole_cell.tiff,34869,3074,,,,,12.486006514355385,0.02176577156664108,12.968226725373247
pagerank,Piecewise Linear Fit,0.9999460395893822,0.011535028446484755,-0.1541917999043601,1.0,0.11678594664931685,1.1314054087343515,0.023070057493217833,0.0038434187822948486,0.0002431906722708783,glioma_mibitof:UCSF_TA7_R5C6_whole_cell.tiff,34869,3074,,,,,,,
betweenness,Piecewise Linear Fit,0.999999290792062,0.15172515290737135,-0.89833916107533,1.0,0.8334417696811971,1.2519445412079102,0.3034503072257248,0.021506318277070214,0.00036926398559718773,glioma_mibitof:UCSF_TA7_R5C6_whole_cell.tiff,34869,3074,,,,,,,
closeness,Piecewise Linear Fit,0.9999955662489326,0.19730616130302547,-0.2459871502362513,1.0,0.9472999349381913,3.131583696889388,0.3946123229727919,0.10759975468927598,0.06507561099548788,glioma_mibitof:UCSF_TA7_R5C6_whole_cell.tiff,34869,3074,,,,,,,
clustering,Piecewise Linear Fit,0.999980455735198,0.017548899529732445,0.12494639591469968,1.0,0.15972674040338322,1.2368313596123401,0.035097799058708065,-4.637381168778059,0.7327077360605627,glioma_mibitof:UCSF_TA7_R5C6_whole_cell.tiff,34869,3074,,,,,,,
degree,Michaelis-Menten Fit,0.9999995511844181,0.013816131304085271,-0.3838497362934213,1.0,0.800951335528723,1.17098004684032,,,,glioma_mibitof:UCSF_TA8_R2C5_whole_cell.tiff,27339,2733,,,,,12.468555871074285,0.014643523539067024,9.716243072771675
pagerank,Piecewise Linear Fit,0.9999506061030085,0.012028536971198886,-0.17228599538914374,1.0,0.11855104281009879,1.136976955720163,0.024057074468971474,0.004568605398662562,0.00026401384997880864,glioma_mibitof:UCSF_TA8_R2C5_whole_cell.tiff,27339,2733,,,,,,,
betweenness,Exponential Saturation Fit,0.99999980594101,0.18584388450865885,-0.9725559611979131,1.0,1.0,1.2454286642570573,,,,glioma_mibitof:UCSF_TA8_R2C5_whole_cell.tiff,27339,2733,0.015388535917689043,2.0424559540201472,0.00013715489824925537,,,,
closeness,Piecewise Linear Fit,0.9999945928023007,0.19265741964050861,-0.23970081449337516,1.0,0.9462129527991219,3.1290017402811587,0.38531483964783947,0.10504124824754106,0.06418900280283374,glioma_mibitof:UCSF_TA8_R2C5_whole_cell.tiff,27339,2733,,,,,,,
clustering,Piecewise Linear Fit,0.9999816209068147,0.015618911933796864,0.12461232522074395,1.0,0.1394072447859495,1.1681306829495741,0.031237823866995636,-5.222983895037865,0.7362262563683779,glioma_mibitof:UCSF_TA8_R2C5_whole_cell.tiff,27339,2733,,,,,,,
degree,Michaelis-Menten Fit,0.9999822477234135,0.013515532784103269,-0.3967484214559221,1.0,0.764137264378927,1.0737761735848639,,,,glioma_mibitof:UCSF_TA6_R3C6_whole_cell.tiff,85823,4138,,,,,26.28265311315881,0.014293202216211434,19.422467320758233
pagerank,Piecewise Linear Fit,0.9999789387293901,0.011420680046357438,-0.1534532047392371,1.0,0.09980666988883519,1.0939944076868913,0.02284136089082887,0.0028619169619169146,0.00018031169478247962,glioma_mibitof:UCSF_TA6_R3C6_whole_cell.tiff,85823,4138,,,,,,,
betweenness,Piecewise Linear Fit,0.9999994696777664,0.14016445370833694,-0.8651926891808666,1.0,0.7793620106331561,1.191839645740653,0.2803289095324798,0.013249273310797385,0.0002893546594833437,glioma_mibitof:UCSF_TA6_R3C6_whole_cell.tiff,85823,4138,,,,,,,
closeness,Piecewise Linear Fit,0.9999996817414643,0.17350364772120122,-0.18745220280254488,0.999758337361044,0.882040125694948,1.1104741529023894,0.3470072957758139,0.10407778651294758,0.07827535143189242,glioma_mibitof:UCSF_TA6_R3C6_whole_cell.tiff,85823,4138,,,,,,,
clustering,Piecewise Linear Fit,0.9999895377701564,0.0186669758176164,0.12534847170176897,1.0,0.14765587240212663,1.140487555910806,0.03733395163440563,-4.513542335163338,0.756413841580215,glioma_mibitof:UCSF_TA6_R3C6_whole_cell.tiff,85823,4138,,,,,,,
degree,Michaelis-Menten Fit,0.9999949360971014,0.015822859178791726,-0.3349760236833288,1.0,0.864032697547684,1.132017969195079,,,,glioma_mibitof:UCSF_TA7_R7C3_whole_cell.tiff,50231,3670,,,,,15.472317773061704,0.01691384678749992,14.846666122088651
pagerank,Piecewise Linear Fit,0.9999625752217955,0.012510629552789594,-0.1447143131966147,1.0,0.12070844686648502,1.1199921270793318,0.025021259997119606,0.0028065198879465673,0.0002075137677888872,glioma_mibitof:UCSF_TA7_R7C3_whole_cell.tiff,50231,3670,,,,,,,
