,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
betweenness,Piecewise Linear Fit,0.9999987418676003,0.19749767849572694,-0.8842530029407665,1.0,0.9553656220322887,1.1126710409544875,0.39499535763238675,0.061628196736929125,0.001593215898594523,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point6_R8C9_segmentation_labels.tiff,4485,1053,,,,,,,
closeness,Piecewise Linear Fit,0.9999973179320045,0.015600163377148805,0.29562787187473294,0.9981006647673314,0.12559467174119887,1.0232896641661695,0.031200326752765694,-2.036677901686937,0.1392471780927852,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point6_R8C9_segmentation_labels.tiff,4485,1053,,,,,,,
clustering,Exponential Saturation Fit,0.9999998776397436,0.008774929086113364,0.12382546553353985,1.0,0.144349477682811,1.0166285732309939,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point6_R8C9_segmentation_labels.tiff,4485,1053,-0.15556604389197082,78.99177012150321,0.7059496240632658,,,,
degree,Michaelis-Menten Fit,0.9999853297634481,0.03220657406287463,-0.3677068423113317,1.0,1.0,1.1347940672847414,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point7_R2C11_segmentation_labels.tiff,18871,2020,,,,,12.157141162330744,0.03704648355045554,9.721959492942144
pagerank,Piecewise Linear Fit,0.9999777604415907,0.01235429186331382,-0.18465118526866015,1.0,0.09752475247524753,1.111379532626108,0.02470858411495322,0.006362852516059239,0.00034710510634699437,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point7_R2C11_segmentation_labels.tiff,18871,2020,,,,,,,
betweenness,Exponential Saturation Fit,0.9999994708644598,0.14023920049292,-0.976845266001725,1.0,1.0,1.1808890388240212,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point7_R2C11_segmentation_labels.tiff,18871,2020,0.010616420348985611,4.023704821934142,0.00010851806554472336,,,,
closeness,Piecewise Linear Fit,0.9999999959537642,0.20178376589856806,-0.21130896539760996,0.997029702970297,0.9503475670307845,1.0718461615658368,0.4035675322085302,0.09809751787008147,0.07388107777190366,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point7_R2C11_segmentation_labels.tiff,18871,2020,,,,,,,
clustering,Piecewise Linear Fit,0.9999920204784951,0.017631682862665584,0.13908970743296098,1.0,0.12326732673267327,1.1095825195270603,0.03526336572463229,-5.045447389287771,0.7285449995370924,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point7_R2C11_segmentation_labels.tiff,18871,2020,,,,,,,
degree,Michaelis-Menten Fit,0.9999687805412719,0.016936322013195643,-0.36817356902320847,1.0,0.8997271487039563,1.3084043332391024,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point12_R1C7_segmentation_labels.tiff,31802,2932,,,,,13.21985017029299,0.01818679939715975,10.93950604514289
pagerank,Piecewise Linear Fit,0.9997289092279192,0.01227802672342799,-0.18284542561608,1.0,0.10538881309686221,1.247308214370965,0.02455605400757979,0.004379349237217088,0.000240302445372251,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point12_R1C7_segmentation_labels.tiff,31802,2932,,,,,,,
betweenness,Exponential Saturation Fit,0.9999992665141836,0.18470122220764137,-0.9980446783988492,1.0,1.0,1.3275822056849442,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point12_R1C7_segmentation_labels.tiff,31802,2932,0.013458769412590133,2.1211773505511706,8.547064684759158e-06,,,,
closeness,Piecewise Linear Fit,0.9999976279788968,0.1967653515352881,-0.246802247438675,1.0,0.9529331514324693,3.135889029495838,0.393530703428873,0.1098337032478254,0.06595445835111037,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point12_R1C7_segmentation_labels.tiff,31802,2932,,,,,,,
clustering,Exponential Saturation Fit,0.9999635131250744,0.011544917224554668,0.16626108143999935,1.0,0.19304229195088676,1.4307384944695842,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point12_R1C7_segmentation_labels.tiff,31802,2932,-0.2186021208709948,60.03916420838533,0.7667072283763147,,,,
degree,Michaelis-Menten Fit,0.9999565695920658,0.24169860648363956,0.3031845306575849,1.0,1.0,1.0204342015522418,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point6_R7C10_segmentation_labels.tiff,1787,641,,,,,-879099.1805241348,139035.42916603922,6.568779177546047
pagerank,Piecewise Linear Fit,0.9999950814987982,0.013500804530029158,-0.15421871970618048,1.0,0.13416536661466458,1.030985181969416,0.027001609230910082,0.01580411513204615,0.0011701749414442127,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point6_R7C10_segmentation_labels.tiff,1787,641,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999997715651,0.21983719938694232,-1.063269211826308,1.0,0.9906396255850234,1.1007585985151218,0.43967439904802263,0.16038434223279155,-0.002098033152089968,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point6_R7C10_segmentation_labels.tiff,1787,641,,,,,,,
closeness,Michaelis-Menten Fit,0.9999929669766143,0.0007881994965796563,0.7016978285529445,0.9875195007800313,0.09320695102685624,1.059541835634443,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point6_R7C10_segmentation_labels.tiff,1787,641,,,,,-0.39756774191663913,0.0007907782862411689,0.4812863946953111
clustering,Constant Fit,,0,0,1.0,0.0,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point6_R7C10_segmentation_labels.tiff,1787,641,,,,0.5207111808255049,,,
degree,Michaelis-Menten Fit,0.9995951125985368,0.019823353952868113,-0.409695726779611,1.0,0.9598715890850722,1.2230520508585205,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point1_R1C5_segmentation_labels.tiff,23128,2492,,,,,12.484345969054848,0.021543421392332677,8.619970034616033
pagerank,Piecewise Linear Fit,0.9998113151417809,0.013743171035271005,-0.1936468674733521,1.0,0.11396468699839486,1.2097323674219167,0.027486342638214162,0.004841939453480057,0.0002770901181613081,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point1_R1C5_segmentation_labels.tiff,23128,2492,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999994648284937,0.18689384810628817,-0.9913591904608686,1.0,1.0,1.3102092531355503,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point1_R1C5_segmentation_labels.tiff,23128,2492,,,,,0.02586149851825003,0.7558790970530445,4.468528089459744e-05
closeness,Piecewise Linear Fit,0.9999994737578001,0.19823382919854984,-0.25054619887821333,1.0,0.9498394863563403,2.8641442993850124,0.3964676587575567,0.10999030015844115,0.06522126317066358,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point1_R1C5_segmentation_labels.tiff,23128,2492,,,,,,,
clustering,Piecewise Linear Fit,0.9999813990029315,0.016488037573191158,0.14475353609105285,1.0,0.1276083467094703,1.314740043723299,0.03297607514579251,-5.591231754068841,0.729053290504228,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point1_R1C5_segmentation_labels.tiff,23128,2492,,,,,,,
degree,Piecewise Linear Fit,0.9999959603534814,0.01396745406981365,-0.28130886169557,1.0,0.12767336357744652,1.0728856988894913,0.027934908139641963,190.40926426033272,6.794604827680361,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point14_R3C4_segmentation_labels.tiff,9026,1543,,,,,,,
pagerank,Piecewise Linear Fit,0.999976278242641,0.011757901805115531,-0.15309508658762727,1.0,0.11341542449773169,1.0761794543814502,0.023515803925620433,0.007456117884028428,0.00048497120743114735,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point14_R3C4_segmentation_labels.tiff,9026,1543,,,,,,,
betweenness,Piecewise Linear Fit,0.9999997060592767,0.18002337903014226,-0.9109830580461635,1.0,0.9228775113415425,1.2506570215290977,0.3600467588662638,0.0446719616767748,0.0007858257883041309,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point14_R3C4_segmentation_labels.tiff,9026,1543,,,,,,,
closeness,Piecewise Linear Fit,0.9999986005107308,0.1908949073593226,-0.2349332816498858,1.0,0.9436163318211277,2.8994787619014546,0.3817898151061873,0.09851568772149441,0.061242724205120856,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point14_R3C4_segmentation_labels.tiff,9026,1543,,,,,,,
clustering,Piecewise Linear Fit,0.9999920311209782,0.019772806238869817,0.13752715090977413,1.0,0.1743357096565133,1.103501397249572,0.03954561247683132,-4.3537596509979055,0.7120427782509209,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point14_R3C4_segmentation_labels.tiff,9026,1543,,,,,,,
degree,Exponential Saturation Fit,0.9999996913857779,0.015576409557054312,-0.3107930874140895,1.0,0.257190635451505,1.1949981761103337,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point2_R6C11_segmentation_labels.tiff,32714,2990,10.915189951805672,44.499804511063026,12.102624977031889,,,,
pagerank,Piecewise Linear Fit,0.999898527636781,0.012492433217568719,-0.16630394633289047,1.0,0.11605351170568562,1.1693496538919952,0.024984867076541246,0.003895341156351212,0.00024394821731823843,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point2_R6C11_segmentation_labels.tiff,32714,2990,,,,,,,
betweenness,Exponential Saturation Fit,0.9999993892429747,0.1903473273439797,-0.9849360401678594,1.0,1.0,1.3320822335008256,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point2_R6C11_segmentation_labels.tiff,32714,2990,0.014567685998132246,1.9307006732163132,6.852072044251279e-05,,,,
closeness,Piecewise Linear Fit,0.999995228080675,0.1945706362173551,-0.23908686621634065,1.0,0.9498327759197325,3.1690465528139367,0.38914127280133376,0.10614192419869682,0.0657269706656696,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point2_R6C11_segmentation_labels.tiff,32714,2990,,,,,,,
clustering,Piecewise Linear Fit,0.9999565992750183,0.017565767098234094,0.133404568898906,1.0,0.1505016722408027,1.3267289173454926,0.03513153419575104,-4.899002393825961,0.7311206107323284,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point2_R6C11_segmentation_labels.tiff,32714,2990,,,,,,,
degree,Exponential Saturation Fit,0.9999911823223516,0.006862893652760432,-0.2157487925990374,1.0,0.14735099337748345,1.0098919435600078,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point11_R7C10_segmentation_labels.tiff,1422,604,1.7162758922631018,100.99926001663711,3.1193487215022597,,,,
pagerank,Piecewise Linear Fit,0.9999988226374996,0.015010247910379656,-0.15059024921709274,1.0,0.14735099337748345,1.026183286317165,0.030020496023587858,0.014800922684506723,0.0012531326077240136,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point11_R7C10_segmentation_labels.tiff,1422,604,,,,,,,
betweenness,Piecewise Linear Fit,0.9999995786210332,0.1232809427205858,-0.6899458464399172,1.0,0.793046357615894,1.0225574985992643,0.246561885759494,0.07745665133637103,0.004291184709767797,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point11_R7C10_segmentation_labels.tiff,1422,604,,,,,,,
closeness,Michaelis-Menten Fit,0.9999817847717054,0.2372298055411969,-0.4228907223008563,0.9801324503311258,1.0,1.0105489168086195,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point11_R7C10_segmentation_labels.tiff,1422,604,,,,,250249.35795285378,988473.5285961167,0.08196094850571312
clustering,Constant Fit,,0,0,1.0,0.0,,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point11_R7C10_segmentation_labels.tiff,1422,604,,,,0.5221344972172786,,,
degree,Michaelis-Menten Fit,0.9997871713477237,0.01624725036589403,-0.3927010634784221,1.0,0.8732876712328768,1.121523072265024,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point2_R3C3_segmentation_labels.tiff,7654,1460,,,,,6.716572482340793,0.017387641524173027,5.017391454834353
pagerank,Piecewise Linear Fit,0.9999508543827448,0.014773440712366498,-0.1832296852675443,1.0,0.13150684931506848,1.1047068239052718,0.029546881826727715,0.0073500671554644435,0.00048403529551972334,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point2_R3C3_segmentation_labels.tiff,7654,1460,,,,,,,
betweenness,Exponential Saturation Fit,0.9999989861276543,0.15128909360938697,-1.0192838784391118,1.0,1.0,1.1882847832229495,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point2_R3C3_segmentation_labels.tiff,7654,1460,0.0214355531698045,3.513423824988683,-0.00016720524378943433,,,,
closeness,Piecewise Linear Fit,0.9999957547201355,0.1903803825543122,-0.2463657045824932,1.0,0.9363013698630137,3.057365438272072,0.38076076547713605,0.10332390733195593,0.0601732430358352,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point2_R3C3_segmentation_labels.tiff,7654,1460,,,,,,,
clustering,Piecewise Linear Fit,0.9999982331294539,0.01372549012135623,0.15629361461233884,1.0,0.12123287671232877,1.0972555994868818,0.027450980242329566,-7.16910122778375,0.7279800306897688,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point2_R3C3_segmentation_labels.tiff,7654,1460,,,,,,,
degree,Exponential Saturation Fit,0.9999935765579948,0.018743658860306846,-0.4025384591854914,1.0,0.28100911002102313,1.2096968530870948,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point13_R1C9_segmentation_labels.tiff,30643,2854,13.09652209395158,36.980355326865975,9.719155980698838,,,,
pagerank,Piecewise Linear Fit,0.9997452479770957,0.015822282247421837,-0.213562368907328,1.0,0.1145760336370007,1.2786889642788317,0.03164456528796635,0.0039898701320123095,0.00023247023872601988,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point13_R1C9_segmentation_labels.tiff,30643,2854,,,,,,,
betweenness,Exponential Saturation Fit,0.999999940841528,0.18346587737365294,-1.0414541587424506,1.0,1.0,1.3059593850086573,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point13_R1C9_segmentation_labels.tiff,30643,2854,0.014716826464373773,2.099881152656344,-0.0001872911865829415,,,,
closeness,Piecewise Linear Fit,0.9999991595290418,0.19441724415735936,-0.23889183232882816,1.0,0.9498948843728101,2.629325711226468,0.3888344886771638,0.10728094442760837,0.06645114245150982,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point13_R1C9_segmentation_labels.tiff,30643,2854,,,,,,,
clustering,Piecewise Linear Fit,0.9999003795134723,0.01782198194585322,0.14802393995876856,1.0,0.1278906797477225,1.3719672398711353,0.03564396389104237,-5.367474068006475,0.7418992621563993,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point13_R1C9_segmentation_labels.tiff,30643,2854,,,,,,,
degree,Piecewise Linear Fit,0.9999776889323285,0.022611565102896535,-0.3107573236682619,1.0,0.17636229749631813,1.152042537004428,0.04522313020581322,224.42681899710692,11.255276420236514,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point5_R1C9_segmentation_labels.tiff,27757,2716,,,,,,,
pagerank,Piecewise Linear Fit,0.9997928931257756,0.014352916830458704,-0.1945632593196684,1.0,0.11450662739322533,1.2276582308980166,0.028705834332966966,0.004271386541137615,0.00025379296018100786,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point5_R1C9_segmentation_labels.tiff,27757,2716,,,,,,,
betweenness,Piecewise Linear Fit,0.9999997949031912,0.18389713458236642,-0.9554004743097063,1.0,0.9381443298969072,1.2739411319774316,0.36779427063923853,0.0249435652186122,0.00021413032592040214,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point5_R1C9_segmentation_labels.tiff,27757,2716,,,,,,,
closeness,Piecewise Linear Fit,0.9999999296899175,0.18849165689469757,-0.22830450031586774,1.0,0.9484536082474226,2.7079332803413476,0.37698331415624714,0.10276163331838699,0.06547185197034357,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point5_R1C9_segmentation_labels.tiff,27757,2716,,,,,,,
clustering,Piecewise Linear Fit,0.9999303209962924,0.01854056434924064,0.14238800894992285,1.0,0.14359351988217967,1.3531953010768458,0.03708112869772724,-4.917586098471964,0.7315013641986481,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point5_R1C9_segmentation_labels.tiff,27757,2716,,,,,,,
degree,Piecewise Linear Fit,0.9999448185115754,0.02149116572596372,-0.3117306985398665,1.0,0.16970052847915443,1.371623047603216,0.04298233145194241,286.8421526695165,13.610741096180648,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point5_R1C8_segmentation_labels.tiff,42159,3406,,,,,,,
pagerank,Piecewise Linear Fit,0.9994201938048282,0.014293441289138908,-0.19336464054987126,1.0,0.12184380504991192,1.3695333460293357,0.02858688341749304,0.003406382719383839,0.0002031095502283008,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point5_R1C8_segmentation_labels.tiff,42159,3406,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999988909118458,0.2020627347062881,-0.9991101976652232,1.0,1.0,1.3791808084172095,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point5_R1C8_segmentation_labels.tiff,42159,3406,,,,,0.026898850990133377,1.1094604892551414,3.690780671720867e-06
closeness,Piecewise Linear Fit,0.999997674140694,0.19093722059229043,-0.2351367198124692,1.0,0.94920728126835,3.057862262755561,0.381874441541241,0.10706955695940579,0.06649974168764469,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point5_R1C8_segmentation_labels.tiff,42159,3406,,,,,,,
clustering,Piecewise Linear Fit,0.9998689428994816,0.017723851101709116,0.14249887180680043,1.0,0.1450381679389313,1.5963098639122941,0.03544770220273184,-5.164347179597062,0.7338678756654868,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point5_R1C8_segmentation_labels.tiff,42159,3406,,,,,,,
degree,Piecewise Linear Fit,0.9998961145084342,0.019405768970765472,-0.28635050424890734,1.0,0.16166575741043826,1.4086382980677574,0.03881153794153488,985.4308670760377,47.658901667731755,glioma_mibitof:CHOP_907_R99C2_whole_cell.tiff,453962,10998,,,,,,,
pagerank,Piecewise Linear Fit,0.9986069512920989,0.01435796729561596,-0.18035369393109782,1.0,0.12465902891434806,1.5387233553895021,0.02871593749702997,0.0009882288498725702,6.448395102586445e-05,glioma_mibitof:CHOP_907_R99C2_whole_cell.tiff,453962,10998,,,,,,,
betweenness,Exponential Saturation Fit,0.9999929584141103,0.18998419541113262,-1.0217514996321717,1.0,1.0,1.7100487172481638,,,,glioma_mibitof:CHOP_907_R99C2_whole_cell.tiff,453962,10998,0.003761253863979018,1.9817974641761025,-2.512223322035835e-05,,,,
closeness,Piecewise Linear Fit,0.9999928115557969,0.19493475884192746,-0.23871592834011715,1.0,0.9532642298599745,3.124014222000726,0.38986951802706254,0.11359580255052723,0.07061824400907263,glioma_mibitof:CHOP_907_R99C2_whole_cell.tiff,453962,10998,,,,,,,
clustering,Piecewise Linear Fit,0.9987449791018554,0.020039299992366737,0.13812196112730205,1.0,0.16639388979814512,2.157725643749206,0.040078599983866994,-4.6254455330042115,0.7637692784889648,glioma_mibitof:CHOP_907_R99C2_whole_cell.tiff,453962,10998,,,,,,,
degree,Michaelis-Menten Fit,0.9999639503550719,0.018827169930414105,-0.41233662969273993,1.0,0.9475866153390583,1.2714410661660405,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point4_R1C10_segmentation_labels.tiff,42423,3377,,,,,16.887581235847662,0.020377425451116038,11.558253686116089
pagerank,Piecewise Linear Fit,0.9995185456501158,0.01438445549782629,-0.19194507631738655,1.0,0.11430263547527392,1.3801478532094111,0.028768911844923393,0.0033874837683287888,0.00020513249457104667,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point4_R1C10_segmentation_labels.tiff,42423,3377,,,,,,,
betweenness,Exponential Saturation Fit,0.9999995998932633,0.19726536540861628,-0.9965178872811682,1.0,1.0,1.4572785461299078,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point4_R1C10_segmentation_labels.tiff,42423,3377,0.013635983172981763,1.6864585334174844,1.3484333169670397e-05,,,,
closeness,Piecewise Linear Fit,0.9999974842559325,0.1924718839808531,-0.24034081175777447,1.0,0.9455137696180042,2.631242888643252,0.3849437683083579,0.11104624459377282,0.06755576943962815,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point4_R1C10_segmentation_labels.tiff,42423,3377,,,,,,,
clustering,Piecewise Linear Fit,0.9997782175799538,0.01794880017953251,0.14042235305220485,1.0,0.13828842167604383,1.553211304067509,0.035897600358348915,-5.012889968830086,0.7307234920463651,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point4_R1C10_segmentation_labels.tiff,42423,3377,,,,,,,
degree,Piecewise Linear Fit,0.9999596389315067,0.018297073733985997,-0.26381902867066004,1.0,0.16118151153250068,1.2827093961278415,0.036594147467975784,968.891093538431,49.469221122435826,glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,448577,10969,,,,,,,
pagerank,Piecewise Linear Fit,0.9985597478321029,0.01313253310491715,-0.1663161703162655,1.0,0.12289178594220075,1.5260019380363072,0.026265068811961494,0.0010093690394207121,6.644542775844782e-05,glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,448577,10969,,,,,,,
betweenness,Exponential Saturation Fit,0.9999958818414365,0.18836428322400442,-1.0132468906089973,1.0,1.0,1.7621216659480852,,,,glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,448577,10969,0.003686354912537182,2.0280923901203654,-1.5302647389273517e-05,,,,
closeness,Piecewise Linear Fit,0.9999969092725216,0.195388257074049,-0.23600985548382736,1.0,0.9524113410520558,2.9759616350918265,0.3907765144961101,0.11228822378852837,0.07102157322247052,glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,448577,10969,,,,,,,
clustering,Piecewise Linear Fit,0.9979702824690804,0.019740965469301347,0.1407756988702251,1.0,0.1724860971829702,2.4100228637832193,0.03948193093777734,-4.783796270982135,0.7652681415777005,glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,448577,10969,,,,,,,
degree,Exponential Saturation Fit,0.9999997991316696,0.01041039563047985,-0.3539308051050176,1.0,0.18599791013584116,1.0346266571814287,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point12_R6C7_segmentation_labels.tiff,4205,957,4.797967007480863,66.58221312066965,4.379130944395566,,,,
pagerank,Piecewise Linear Fit,0.9999950134812646,0.010871317520117461,-0.15167169152535387,1.0,0.10031347962382445,1.0329850198000157,0.021742635208965057,0.012886041415173615,0.0007835398843271829,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point12_R6C7_segmentation_labels.tiff,4205,957,,,,,,,
betweenness,Piecewise Linear Fit,0.9999992543533853,0.12598035039501027,-0.8273048731460526,1.0,0.7513061650992685,1.0626522415395534,0.25196070124745323,0.05508147794506689,0.0014485146191749127,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point12_R6C7_segmentation_labels.tiff,4205,957,,,,,,,
closeness,Michaelis-Menten Fit,0.9999986591771229,9.999959447094003e-07,0.26278954361025303,0.9895506792058516,0.025343189017951427,1.0018530573098174,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point12_R6C7_segmentation_labels.tiff,4205,957,,,,,-0.08498075089748008,1.0000000089050145e-06,0.20417970963397708
clustering,Michaelis-Menten Fit,0.9999984823884459,0.021844339504244036,0.13656814303728654,1.0,0.9926854754440961,1.020156900719806,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point12_R6C7_segmentation_labels.tiff,4205,957,,,,,-0.17980563863421273,0.02397398285653753,0.7134263007123404
degree,Michaelis-Menten Fit,0.9999439256947992,0.019331691401663183,-0.42627322903993936,1.0,0.9558286283626702,1.3361688771414486,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point9_R1C3_segmentation_labels.tiff,33386,3011,,,,,15.342124001766923,0.020992369706246877,9.899383168470235
pagerank,Piecewise Linear Fit,0.9996727900553206,0.014273028577560543,-0.20268969990210484,1.0,0.11225506476253737,1.2880998924196432,0.028546057867018068,0.004009857829530809,0.00022513380917667223,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point9_R1C3_segmentation_labels.tiff,33386,3011,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999970681585372,0.1880216195865897,-1.0119620549328512,1.0,1.0,1.3783364230302224,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point9_R1C3_segmentation_labels.tiff,33386,3011,,,,,0.02325759278436189,0.8154196879457903,-5.151367859119546e-05
closeness,Piecewise Linear Fit,0.9999961223675311,0.19714490040235302,-0.2468850709301644,1.0,0.9528395881766855,3.285776636209763,0.3942898011637733,0.10980943424567659,0.06603765290965923,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point9_R1C3_segmentation_labels.tiff,33386,3011,,,,,,,
clustering,Piecewise Linear Fit,0.9998861121724434,0.01708457614820847,0.14639425363849173,1.0,0.1315177681833278,1.455252382943496,0.034169152295796965,-5.511448650829823,0.7373606289961281,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point9_R1C3_segmentation_labels.tiff,33386,3011,,,,,,,
degree,Exponential Saturation Fit,0.9999741604986107,0.010771743926951453,-0.3327669231400732,1.0,0.23095823095823095,1.0345948653339352,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point7_R4C1_segmentation_labels.tiff,3279,814,4.235237517643172,64.34865006415762,4.246050859607581,,,,
pagerank,Piecewise Linear Fit,0.999998374022772,0.010805275339158118,-0.1249398189108372,1.0,0.12530712530712532,1.0279289868369623,0.021610550846366292,0.012859591465210582,0.0009731953849544955,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point7_R4C1_segmentation_labels.tiff,3279,814,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999999339,0.22648951699119133,-0.8391682577549717,1.0,0.9987714987714987,1.0686203028133896,0.4529790350244765,0.04346816050815162,0.0018868704180581219,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point7_R4C1_segmentation_labels.tiff,3279,814,,,,,,,
closeness,Piecewise Linear Fit,0.9999999362113934,0.1045203575101068,0.44192606721480143,0.9926289926289926,0.6918316831683168,1.046146121565999,0.20904071498520652,-0.5971389182968454,0.20364307074868584,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point7_R4C1_segmentation_labels.tiff,3279,814,,,,,,,
clustering,Piecewise Linear Fit,0.9999988670636942,0.026663219908903846,0.06544699235384015,1.0,0.25552825552825553,1.0055186728379242,0.053326439814308416,-1.5239245613047834,0.6614822848592337,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4a_Point7_R4C1_segmentation_labels.tiff,3279,814,,,,,,,
degree,Michaelis-Menten Fit,0.9995283431009918,0.013164232774281302,-0.3724561629008192,1.0,0.7656621728786678,1.1641731419031218,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point4_R1C2_segmentation_labels.tiff,23302,2522,,,,,11.160422048568918,0.013909067691298146,9.143319005864402
