,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
degree,Exponential Saturation Fit,0.999999941560878,0.21729803160772532,0.06069381651385416,1.0,1.0,1.0011835694863318,,,,,TNBC_mibitof:p34_labeledcellData.tiff,32748,3343,-7.301314217105601,0.8037304420880286,20.44749441199268,,,
pagerank,Piecewise Linear Fit,0.999989297758627,0.009391712843539323,-0.13403789446930905,1.0,0.107986838169309,1.0404084994798122,0.018783426178618463,0.00382134377108791,0.00023186335866838475,,TNBC_mibitof:p34_labeledcellData.tiff,32748,3343,,,,,,
betweenness,Piecewise Linear Fit,0.99999985223186,0.13532131274609646,-0.8538037435173393,1.0,0.7885133113969488,1.0770535441611202,0.2706426264405109,0.02853922768080128,0.000661281822141126,,TNBC_mibitof:p34_labeledcellData.tiff,32748,3343,,,,,,
closeness,Exponential Saturation Fit,0.9999999998177759,0.18561659826258284,-0.24763999743185844,1.0,1.0,1.0663313603470161,,,,,TNBC_mibitof:p34_labeledcellData.tiff,32748,3343,0.05141677162445631,1.9643269888126185,0.04772752167057273,,,
clustering,Piecewise Linear Fit,0.999982065392012,0.015387181737653265,0.117180263233421,1.0,0.15285671552497757,1.082368164671587,0.030774363474715002,-5.202514651899372,0.7632049536602394,,TNBC_mibitof:p34_labeledcellData.tiff,32748,3343,,,,,,
degree,Piecewise Linear Fit,0.9949010433147556,0.017568834034707555,-0.2956492355960215,1.0,0.14855717848236552,3.0998929505411774,0.03513766806943205,207.42954230213624,8.682119899542107,,sq_visium:V1_Adult_Mouse_Brain_Coronal_Section_2,21614,2807,,,,,,
pagerank,Piecewise Linear Fit,0.9963718628341568,0.012649914380316223,-0.18520677313332795,1.0,0.10758817242607767,1.8862655056696604,0.025299829324623786,0.00448585419994367,0.0002496451928977084,,sq_visium:V1_Adult_Mouse_Brain_Coronal_Section_2,21614,2807,,,,,,
betweenness,Exponential Saturation Fit,0.9995672373393756,0.16974344290992294,-1.0562105386763843,1.0,1.0,6.406959989689108,,,,,sq_visium:V1_Adult_Mouse_Brain_Coronal_Section_2,21614,2807,0.01882219845996192,2.331618867924529,-0.0003273988452514623,,,
closeness,Piecewise Linear Fit,0.9999965538832567,0.19051947624015253,-0.2493362907900788,1.0,0.964018525115782,2.8926960915846722,0.3810389528931785,0.09228948090618738,0.05293604711586247,,sq_visium:V1_Adult_Mouse_Brain_Coronal_Section_2,21614,2807,,,,,,
clustering,Piecewise Linear Fit,0.9977042430512231,0.01671040479195289,0.15471503863126185,1.0,0.13181332383327396,2.6554689674570517,0.03342080958329643,-5.48463887999548,0.6840333877000226,,sq_visium:V1_Adult_Mouse_Brain_Coronal_Section_2,21614,2807,,,,,,
degree,Exponential Saturation Fit,0.9999867198976928,0.005371558378362909,-0.2590644039042526,1.0,0.12682038834951456,1.0150169909783873,,,,,tuberculosis_mibitof:segmentationmask_SampleID36.tif,6963,1648,3.5612042486612294,129.04023966749017,5.092600436433977,,,
pagerank,Piecewise Linear Fit,0.9999938869010003,0.008385060602627382,-0.13715935212795277,1.0,0.10194174757281553,1.032066796727443,0.016770121394509094,0.008861155998338081,0.0004674140015511207,,tuberculosis_mibitof:segmentationmask_SampleID36.tif,6963,1648,,,,,,
betweenness,Piecewise Linear Fit,0.99999999244685,0.17760416623965505,-0.7831050059845938,1.0,0.9089805825242718,1.1063606172595706,0.3552083331486554,0.05306802818355845,0.0026104514542253255,,tuberculosis_mibitof:segmentationmask_SampleID36.tif,6963,1648,,,,,,
closeness,Piecewise Linear Fit,0.999999418708785,0.21224929695261172,-0.2380043098248009,0.9981796116504854,0.9714285714285714,2.0718105774939066,0.4244985945555189,0.06527779366197253,0.04435876243994243,,tuberculosis_mibitof:segmentationmask_SampleID36.tif,6963,1648,,,,,,
clustering,Michaelis-Menten Fit,0.9999996078862878,0.005012883641653425,0.19050160440937516,1.0,0.3950242718446602,1.0396778536781377,,,,,tuberculosis_mibitof:segmentationmask_SampleID36.tif,6963,1648,,,,-0.24679382943958492,0.005117116624098026,0.7632095767057007
degree,Piecewise Linear Fit,0.9999993499085561,0.016401984455797318,-0.3055504231266166,1.0,0.13444676409185805,1.0808087936433926,0.032803968911603955,351.7291380590133,13.11180772233875,,TNBC_mibitof:p8_labeledcellData.tiff,56925,4790,,,,,,
pagerank,Piecewise Linear Fit,0.999960588360931,0.010733141709550644,-0.1721653965706413,1.0,0.09478079331941545,1.0875821225812985,0.0214662841579956,0.00290518999452672,0.00014993360453307677,,TNBC_mibitof:p8_labeledcellData.tiff,56925,4790,,,,,,
betweenness,Exponential Saturation Fit,0.9999997749401958,0.157695587657829,-1.0297611427075501,1.0,1.0,1.2202844293892805,,,,,TNBC_mibitof:p8_labeledcellData.tiff,56925,4790,0.008190918669954061,3.239628148911108,-9.469742020764936e-05,,,
closeness,Piecewise Linear Fit,0.9999939429248346,0.20040815300578874,-0.24768282785505955,1.0,0.9576200417536535,3.246327471052064,0.40081630647481736,0.08652454902375355,0.0526695742163187,,TNBC_mibitof:p8_labeledcellData.tiff,56925,4790,,,,,,
clustering,Exponential Saturation Fit,0.9999904281913475,0.008880809562968136,0.1432696926441963,1.0,0.155741127348643,1.1467703208353386,,,,,TNBC_mibitof:p8_labeledcellData.tiff,56925,4790,-0.19463565552185375,78.04999940141303,0.7765810128607072,,,
degree,Piecewise Linear Fit,0.9992239136614943,0.018911806792079836,-0.3245989018989178,1.0,0.14513274336283186,1.989398978760629,0.037823613584176026,231.13086700469023,9.095062479785621,,sq_visium:V1_Mouse_Brain_Sagittal_Anterior_Section_2,24299,2825,,,,,,
pagerank,Piecewise Linear Fit,0.9979765431851435,0.013386184957580734,-0.20818089530331854,1.0,0.10300884955752213,1.5482015250062446,0.02677237049231109,0.00463872259361049,0.00023617843710863369,,sq_visium:V1_Mouse_Brain_Sagittal_Anterior_Section_2,24299,2825,,,,,,
betweenness,Exponential Saturation Fit,0.9998787595749451,0.12879262736836647,-1.1175005183161402,1.0,1.0,4.5530568869660195,,,,,sq_visium:V1_Mouse_Brain_Sagittal_Anterior_Section_2,24299,2825,0.01474231323314658,3.855717578682846,-0.0006067006525371329,,,
closeness,Piecewise Linear Fit,0.9999999633963363,0.17103944080545774,-0.25788196046989004,1.0,0.9745132743362832,2.0034281060995633,0.3420788819323334,0.10642812335457841,0.052384728546066135,,sq_visium:V1_Mouse_Brain_Sagittal_Anterior_Section_2,24299,2825,,,,,,
clustering,Exponential Saturation Fit,0.9996330244110231,0.012210010932700471,0.1780678565238828,1.0,0.20460176991150442,1.8627109521221057,,,,,sq_visium:V1_Mouse_Brain_Sagittal_Anterior_Section_2,24299,2825,-0.22980368726522885,56.76876004806016,0.7601718313968515,,,
degree,Piecewise Linear Fit,0.9979549952272804,0.024238117852992742,-0.29726625942804863,1.0,0.17105263157894737,2.3397717939933322,0.04847623570601401,169.90915934033913,9.735558518179946,,sq_visium:Targeted_Visium_Human_SpinalCord_Neuroscience,24313,2812,,,,,,
pagerank,Piecewise Linear Fit,0.99819119027678,0.016766257190653146,-0.18723540264202176,1.0,0.11593172119487909,1.5716738379830117,0.033532515366038414,0.0034052422692260422,0.00024783399287403596,,sq_visium:Targeted_Visium_Human_SpinalCord_Neuroscience,24313,2812,,,,,,
betweenness,Exponential Saturation Fit,0.9995111860585691,0.17729394202088705,-1.0886459360711043,1.0,1.0,8.08886011567434,,,,,sq_visium:Targeted_Visium_Human_SpinalCord_Neuroscience,24313,2812,0.020615485940534424,1.9506299893076975,-0.0004907944167788285,,,
closeness,Piecewise Linear Fit,0.9999999231499599,0.1861719489090483,-0.2500153044445585,1.0,0.9530583214793741,3.3089232459460747,0.3723438981967606,0.09833089930653478,0.054914883043833976,,sq_visium:Targeted_Visium_Human_SpinalCord_Neuroscience,24313,2812,,,,,,
clustering,Exponential Saturation Fit,0.9989839767434754,0.014518406794676267,0.174471082121911,1.0,0.2240398293029872,2.193527501072915,,,,,sq_visium:Targeted_Visium_Human_SpinalCord_Neuroscience,24313,2812,-0.22320559982218358,47.74264768548701,0.751266396224017,,,
degree,Piecewise Linear Fit,0.990694177548777,0.01707266101699117,-0.3076406833229076,1.0,0.13586060748763834,3.28342395362848,0.03414532203399613,247.66356753197863,9.515927294564804,,sq_visium:V1_Human_Heart,36931,4247,,,,,,
pagerank,Piecewise Linear Fit,0.9950353999106663,0.012363310208875168,-0.19009035963979107,1.0,0.09865787614786908,1.892861939117154,0.024726621217267708,0.003092693336060752,0.00016291008927301324,,sq_visium:V1_Human_Heart,36931,4247,,,,,,
betweenness,Michaelis-Menten Fit,0.9999993975252978,0.23577112292793145,-0.970507139446027,1.0,1.0,3.7722473304705493,,,,,sq_visium:V1_Human_Heart,36931,4247,,,,0.17014035569696742,5.74415289423959,0.0002038545171059239
closeness,Piecewise Linear Fit,0.9999926763556273,0.19702016491794525,-0.24839298614208394,1.0,0.9571462208617848,3.328825197545207,0.39404033035308883,0.07618748024921906,0.04541985928561478,,sq_visium:V1_Human_Heart,36931,4247,,,,,,
clustering,Piecewise Linear Fit,0.9962311849971744,0.015493465975867449,0.15266584464969335,1.0,0.11937838474217094,2.636214444472034,0.030986931951232026,-6.16205734789085,0.7208349877218275,,sq_visium:V1_Human_Heart,36931,4247,,,,,,
degree,Exponential Saturation Fit,0.9997847802842595,0.015377596292399673,-0.32609862819358915,1.0,0.23046092184368738,1.750537412998539,,,,,sq_visium:Targeted_Visium_Human_OvarianCancer_Pan_Cancer,30154,3493,8.830077940235068,45.07513181965003,9.123929264048126,,,
pagerank,Piecewise Linear Fit,0.9991566029140292,0.013834080025087452,-0.17976672334411503,1.0,0.08789006584597767,1.4223442522096024,0.027668160914512005,0.00320108438379253,0.00020205769501791473,,sq_visium:Targeted_Visium_Human_OvarianCancer_Pan_Cancer,30154,3493,,,,,,
betweenness,Exponential Saturation Fit,0.9998904631372685,0.1826252200175341,-1.0717064997697856,1.0,1.0,3.9621863389649494,,,,,sq_visium:Targeted_Visium_Human_OvarianCancer_Pan_Cancer,30154,3493,0.018099642436307337,1.9752239579295747,-0.00036673412798903876,,,
closeness,Piecewise Linear Fit,0.9999943041792212,0.1869653403619292,-0.25404166254911037,1.0,0.9438877755511023,3.25529206655141,0.3739306811476895,0.08822633330311705,0.04843607699369079,,sq_visium:Targeted_Visium_Human_OvarianCancer_Pan_Cancer,30154,3493,,,,,,
clustering,Exponential Saturation Fit,0.9998221795911331,0.013403387484177475,0.16446850167167903,1.0,0.19667907243057545,1.6684301720927008,,,,,sq_visium:Targeted_Visium_Human_OvarianCancer_Pan_Cancer,30154,3493,-0.2087691170413302,51.71432832415936,0.7390626728603199,,,
degree,Exponential Saturation Fit,0.9999999873129984,0.0108770918033951,-0.3443240155850535,1.0,0.18438018051206484,1.0601072016540054,,,,,TNBC_mibitof:p29_labeledcellData.tiff,75392,5429,14.751814366873456,63.72541420830824,14.045506512865416,,,
pagerank,Piecewise Linear Fit,0.999973721279231,0.010626347053469407,-0.17565891839096112,1.0,0.0928347762018788,1.0779119155245276,0.021252694914901685,0.0026304047928764787,0.000131172614042476,,TNBC_mibitof:p29_labeledcellData.tiff,75392,5429,,,,,,
betweenness,Exponential Saturation Fit,0.999999623529291,0.18848543302018583,-0.987846635345243,1.0,1.0,1.220497556954166,,,,,TNBC_mibitof:p29_labeledcellData.tiff,75392,5429,0.009523293087925185,2.0085965248878046,3.6927049888888614e-05,,,
closeness,Piecewise Linear Fit,0.9999948337708001,0.19433782676165404,-0.24341734483786587,1.0,0.9521090440228404,2.82441045007645,0.38867565396243453,0.0885110849191035,0.05346380521824827,,TNBC_mibitof:p29_labeledcellData.tiff,75392,5429,,,,,,
clustering,Piecewise Linear Fit,0.999991114318435,0.0171776802713062,0.1291287848722774,1.0,0.14054153619451096,1.1675765609505917,0.03435536054193576,-5.077368195785745,0.7626470381829432,,TNBC_mibitof:p29_labeledcellData.tiff,75392,5429,,,,,,
degree,Piecewise Linear Fit,0.9979549952272804,0.024238117852992742,-0.29726625942804863,1.0,0.17105263157894737,2.3397717939933322,0.04847623570601401,169.90915934033913,9.735558518179946,,sq_visium:Parent_Visium_Human_SpinalCord,24313,2812,,,,,,
pagerank,Piecewise Linear Fit,0.99819119027678,0.016766257190653146,-0.18723540264202176,1.0,0.11593172119487909,1.5716738379830117,0.033532515366038414,0.0034052422692260422,0.00024783399287403596,,sq_visium:Parent_Visium_Human_SpinalCord,24313,2812,,,,,,
betweenness,Exponential Saturation Fit,0.9995111860585694,0.17729394186790556,-1.088645936533862,1.0,1.0,8.088860115674306,,,,,sq_visium:Parent_Visium_Human_SpinalCord,24313,2812,0.020615485893678197,1.9506299959249125,-0.000490794419055918,,,
closeness,Piecewise Linear Fit,0.9999999231499599,0.1861719489090483,-0.2500153044445585,1.0,0.9530583214793741,3.3089232459460747,0.3723438981967606,0.09833089930653478,0.054914883043833976,,sq_visium:Parent_Visium_Human_SpinalCord,24313,2812,,,,,,
clustering,Exponential Saturation Fit,0.9989839767434754,0.014518406794676267,0.174471082121911,1.0,0.2240398293029872,2.193527501072915,,,,,sq_visium:Parent_Visium_Human_SpinalCord,24313,2812,-0.22320559982218358,47.74264768548701,0.751266396224017,,,
degree,Piecewise Linear Fit,0.9999812014165416,0.012859303725866491,-0.33259648307107786,1.0,0.10638743455497382,1.0597698273283491,0.025718607451738117,500.69048867498964,12.919854828171145,,TNBC_mibitof:p38_labeledcellData.tiff,59697,4775,,,,,,
pagerank,Piecewise Linear Fit,0.9999533539054907,0.011441970766492067,-0.19985472543733046,1.0,0.09780104712041884,1.0925680616045146,0.02288394226945545,0.003107241415427163,0.0001423410337376024,,TNBC_mibitof:p38_labeledcellData.tiff,59697,4775,,,,,,
betweenness,Exponential Saturation Fit,0.9999999958306022,0.19217273054013162,-1.0210691693694238,1.0,1.0,1.1621631281254734,,,,,TNBC_mibitof:p38_labeledcellData.tiff,59697,4775,0.014160043421770033,1.7727989948775298,-8.435835265281057e-05,,,
closeness,Piecewise Linear Fit,0.9999984747209527,0.1954204469291349,-0.22313540340717605,1.0,0.9581151832460733,2.9677793402389514,0.3908408943712871,0.07618473152802378,0.05183400801982152,,TNBC_mibitof:p38_labeledcellData.tiff,59697,4775,,,,,,
clustering,Piecewise Linear Fit,0.9999878159459245,0.014162359539585787,0.10636917050196876,1.0,0.11706806282722514,1.0747550320164605,0.028324719078616643,-5.104179978394875,0.75187542152616,,TNBC_mibitof:p38_labeledcellData.tiff,59697,4775,,,,,,
degree,Exponential Saturation Fit,0.9999266409592097,0.015091122987909935,-0.31977047001327347,1.0,0.24528301886792453,1.794388660480344,,,,,sq_visium:Visium_FFPE_Mouse_Brain_IF,20953,2438,8.696217252949651,45.93078542426286,9.249483677787547,,,
pagerank,Piecewise Linear Fit,0.9991797487418514,0.013744351400822434,-0.18051024269075114,1.0,0.10131255127153405,1.4691891019951822,0.027488703393471533,0.004644721888703871,0.0002898181495411977,,sq_visium:Visium_FFPE_Mouse_Brain_IF,20953,2438,,,,,,
betweenness,Exponential Saturation Fit,0.9999765505693702,0.15258424756237432,-1.0893828360642626,1.0,1.0,4.916093848973934,,,,,sq_visium:Visium_FFPE_Mouse_Brain_IF,20953,2438,0.02584706851049001,1.8624829777630123,-0.0005246108702411237,,,
closeness,Exponential Saturation Fit,0.9999999206256376,0.17316638431357467,-0.2650344717022959,1.0,1.0,2.1460800750395217,,,,,sq_visium:Visium_FFPE_Mouse_Brain_IF,20953,2438,0.2057646807977815,0.6031256389595494,0.056588097164005556,,,
clustering,Exponential Saturation Fit,0.999963355575255,0.014064533373381741,0.15171197316307777,1.0,0.22600492206726824,1.5781640990428807,,,,,sq_visium:Visium_FFPE_Mouse_Brain_IF,20953,2438,-0.18976005906612609,49.28333904947575,0.720275810680263,,,
degree,Exponential Saturation Fit,0.9997201914474875,0.01538342824088722,-0.341005106535052,1.0,0.24381625441696114,2.0507078876884206,,,,,sq_visium:Visium_FFPE_Mouse_Brain,19450,2264,9.142197405100427,45.05804311270613,8.83368202327537,,,
pagerank,Piecewise Linear Fit,0.998653287366185,0.01415330122203041,-0.19566053880654186,1.0,0.10379858657243816,1.612379171808089,0.02830660298784801,0.005205455961800937,0.00030286744500000653,,sq_visium:Visium_FFPE_Mouse_Brain,19450,2264,,,,,,
betweenness,Exponential Saturation Fit,0.9999468577610309,0.16808359788982222,-1.0853114095666019,1.0,1.0,7.360140639610955,,,,,sq_visium:Visium_FFPE_Mouse_Brain,19450,2264,0.025128341743905887,1.872836199082245,-0.0005334294756116727,,,
closeness,Piecewise Linear Fit,0.9999999976921656,0.17637895201484563,-0.24808371901555232,1.0,0.958922261484099,2.4233811014197553,0.352757904345542,0.11168499308614348,0.059705288923978125,,sq_visium:Visium_FFPE_Mouse_Brain,19450,2264,,,,,,
clustering,Exponential Saturation Fit,0.9998804878834623,0.013972967722904163,0.157789314782449,1.0,0.22040636042402828,1.7459032869018827,,,,,sq_visium:Visium_FFPE_Mouse_Brain,19450,2264,-0.19862499514481657,49.60629650403033,0.7287118809722966,,,
degree,Michaelis-Menten Fit,0.9998634430738318,0.017043374336206,-0.3802999232622255,1.0,0.8981202340840575,1.3156211816112122,,,,,glioma_mibitof:UCLA_R98C3_whole_cell.tiff,309911,11278,,,,34.24613468765447,0.018293416689515014,26.915059683727264
pagerank,Piecewise Linear Fit,0.999348577070709,0.011154841011188622,-0.18481409507624183,1.0,0.09035289945025714,1.3893207151013964,0.022309683793213478,0.001259838813257005,6.19868581781026e-05,,glioma_mibitof:UCLA_R98C3_whole_cell.tiff,309911,11278,,,,,,
betweenness,Exponential Saturation Fit,0.9999986812104501,0.18601204940846164,-1.0134445470293645,1.0,1.0,1.5101928342730706,,,,,glioma_mibitof:UCLA_R98C3_whole_cell.tiff,309911,11278,0.00416231741266822,2.1319389852014456,-1.8077036571434788e-05,,,
closeness,Piecewise Linear Fit,0.9999939815842757,0.19798181102662507,-0.2491395935164542,1.0,0.9530058521014364,3.1835035019166074,0.3959636224725774,0.09442830111495587,0.056343512998963945,,glioma_mibitof:UCLA_R98C3_whole_cell.tiff,309911,11278,,,,,,
clustering,Piecewise Linear Fit,0.9993027028044063,0.015335573155943347,0.13947396602704196,1.0,0.11872672459655967,1.886815646560726,0.030671146311379245,-6.044449053867708,0.7573000580507285,,glioma_mibitof:UCLA_R98C3_whole_cell.tiff,309911,11278,,,,,,
degree,Michaelis-Menten Fit,0.9999803268445998,0.008261990303460656,-0.35612040712573,1.0,0.5267038660821044,1.0631201681657652,,,,,TNBC_mibitof:p23_labeledcellData.tiff,64521,5018,,,,14.547300240491424,0.00854633447643822,12.92856882254916
pagerank,Piecewise Linear Fit,0.9999778620775146,0.009172130511953518,-0.16774649305884576,1.0,0.09127142287764049,1.063010540727735,0.018344261602967774,0.0031679338779561504,0.00014416119760155216,,TNBC_mibitof:p23_labeledcellData.tiff,64521,5018,,,,,,
betweenness,Exponential Saturation Fit,0.9999999612234621,0.16233204550836167,-0.9717248098652446,1.0,1.0,1.1538059964509768,,,,,TNBC_mibitof:p23_labeledcellData.tiff,64521,5018,0.007709562295060705,3.0403845070844797,8.73876641151851e-05,,,
closeness,Piecewise Linear Fit,0.9999900250214528,0.19389296075970586,-0.241298403566381,1.0,0.9445994420087684,3.0980288886408207,0.3877859219707811,0.08591318773073084,0.05237673533922673,,TNBC_mibitof:p23_labeledcellData.tiff,64521,5018,,,,,,
clustering,Piecewise Linear Fit,0.9999843576363752,0.01392783374939378,0.11196887313656773,1.0,0.12893583100836986,1.0991921748875708,0.02785566749827994,-5.487605020703779,0.759034894507695,,TNBC_mibitof:p23_labeledcellData.tiff,64521,5018,,,,,,
degree,Piecewise Linear Fit,0.9999499735130777,0.017033764539912483,-0.3056021074952211,1.0,0.14058776806989676,1.3759877341789484,0.03406752907983956,233.69478841260783,9.045065500852504,,sq_visium:Visium_FFPE_Human_Breast_Cancer,20662,2518,,,,,,
pagerank,Piecewise Linear Fit,0.9992961787039616,0.011923264577929218,-0.20169299485081968,1.0,0.09849086576648133,1.3623037641634936,0.02384652957456701,0.005695256922882054,0.00026877418529214317,,sq_visium:Visium_FFPE_Human_Breast_Cancer,20662,2518,,,,,,
betweenness,Michaelis-Menten Fit,0.9999300554271394,0.15748966141446008,-1.092763632994626,1.0,1.0,1.9726333293888425,,,,,sq_visium:Visium_FFPE_Human_Breast_Cancer,20662,2518,,,,0.023510899922427293,0.44957075970226723,-0.0005177748395969624
closeness,Piecewise Linear Fit,0.9999436164377704,0.19295047852846312,-0.2482936010769067,1.0,0.9479745830023828,5.308354686550965,0.385900957454267,0.0971208613519322,0.05673369968769437,,sq_visium:Visium_FFPE_Human_Breast_Cancer,20662,2518,,,,,,
clustering,Piecewise Linear Fit,0.9997383944855238,0.015938287280384534,0.15828524078566336,1.0,0.1358220810166799,1.7202440042671494,0.031876574560264756,-6.32087558234187,0.737214712283775,,sq_visium:Visium_FFPE_Human_Breast_Cancer,20662,2518,,,,,,
degree,Michaelis-Menten Fit,0.9999054079965398,0.009514188013668877,-0.3940935768726859,1.0,0.5755564232721593,1.0787025353284925,,,,,glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,171304,7683,,,,27.33656231868558,0.00989431123942582,20.602972054714154
pagerank,Piecewise Linear Fit,0.9998221216339956,0.010832818289031449,-0.1821986537395985,1.0,0.08668488871534556,1.2055984576660514,0.021665637729958435,0.0018808681636711532,9.145390557212606e-05,,glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,171304,7683,,,,,,
betweenness,Exponential Saturation Fit,0.9999995152845546,0.12277802561454804,-1.1115689621832778,1.0,1.0,1.1851345397891224,,,,,glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,171304,7683,0.003615540505335723,4.982936567193497,-0.00016606908767001927,,,
closeness,Exponential Saturation Fit,0.999999953639604,0.20534900026251876,-0.27250972263156065,1.0,1.0,1.9235833097463193,,,,,glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,171304,7683,0.08497360978097773,1.406956022481395,0.05692123171059537,,,
clustering,Piecewise Linear Fit,0.9999349138018795,0.016081712871642225,0.14019160539591197,1.0,0.12325914356371209,1.3419916902864122,0.032163425742730456,-5.805774590708829,0.7593610275991947,,glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,171304,7683,,,,,,
degree,Michaelis-Menten Fit,0.9999699992930436,0.011780322409111935,-0.3959627384131519,1.0,0.7159025513140226,1.0620476850985174,,,,,TNBC_mibitof:p10_labeledcellData.tiff,72742,5213,,,,17.471194419943203,0.012374875660832074,12.998061308025239
pagerank,Piecewise Linear Fit,0.9999752412927619,0.01079079384653184,-0.17679805867750178,1.0,0.09150201419528103,1.0624682286199474,0.0215815884885101,0.0027131415881743916,0.00013631843915198766,,TNBC_mibitof:p10_labeledcellData.tiff,72742,5213,,,,,,
betweenness,Michaelis-Menten Fit,0.99999997804868,0.19054445531383762,-0.9764713910304293,1.0,1.0,1.1839304161894892,,,,,TNBC_mibitof:p10_labeledcellData.tiff,72742,5213,,,,0.01731345212029548,0.8549261556955525,7.603343342483391e-05
closeness,Piecewise Linear Fit,0.9999997026656129,0.19640527863722676,-0.24657188512128214,1.0,0.9478227508152696,3.121862207291421,0.3928105577203306,0.08809836271330994,0.052871211242518826,,TNBC_mibitof:p10_labeledcellData.tiff,72742,5213,,,,,,
clustering,Exponential Saturation Fit,0.9999969041135696,0.010108096118448267,0.13729339779542843,1.0,0.17130251294839824,1.12689184979734,,,,,TNBC_mibitof:p10_labeledcellData.tiff,72742,5213,-0.18977759194161412,68.57346556309585,0.7860276088169244,,,
degree,Exponential Saturation Fit,0.9999975824690424,0.013225629150591368,-0.406686784504625,1.0,0.20704596834966088,1.0810058915551735,,,,,TNBC_mibitof:p24_labeledcellData.tiff,74241,5308,16.92970175166393,52.4093918449318,12.349326516476541,,,
pagerank,Piecewise Linear Fit,0.9999697560762495,0.011922496463104098,-0.19798249376920077,1.0,0.09400904295403165,1.0907807698033238,0.023844993823390587,0.002657764269757346,0.00012836320904640894,,TNBC_mibitof:p24_labeledcellData.tiff,74241,5308,,,,,,
betweenness,Piecewise Linear Fit,0.9999999731087663,0.16490432863262913,-0.9460689127255828,1.0,0.8758477769404672,1.1662833311308152,0.3298086593382027,0.015910154855537196,0.00014956250273079078,,TNBC_mibitof:p24_labeledcellData.tiff,74241,5308,,,,,,
closeness,Piecewise Linear Fit,0.9999992331516119,0.19804774042286405,-0.24498132295507966,1.0,0.9527128862094951,2.965183607315731,0.3960954813046032,0.08631880798793894,0.052686584505962246,,TNBC_mibitof:p24_labeledcellData.tiff,74241,5308,,,,,,
clustering,Piecewise Linear Fit,0.9999840967306171,0.0140425318542632,0.12533409087731492,1.0,0.10908063300678221,1.1224958534814253,0.02808506370806615,-6.1017580952039845,0.7693299929448908,,TNBC_mibitof:p24_labeledcellData.tiff,74241,5308,,,,,,
degree,Exponential Saturation Fit,0.9999005358561118,0.014716997091020277,-0.30033634515953095,1.0,0.24285244824186658,1.6690353915362919,,,,,sq_visium:Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma,26141,3043,8.256257679139015,47.098411125098316,9.616890380106742,,,
pagerank,Piecewise Linear Fit,0.9994364494380344,0.013986000873252876,-0.1657677404159953,1.0,0.10285902070325337,1.3892779672276676,0.02797200257037226,0.003395210416698414,0.00023897206141040614,,sq_visium:Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma,26141,3043,,,,,,
betweenness,Exponential Saturation Fit,0.9999206013360057,0.17029177861230935,-1.072482456438049,1.0,1.0,4.764120028215277,,,,,sq_visium:Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma,26141,3043,0.019126056217744332,2.1198467602714075,-0.00039168181140676454,,,
closeness,Piecewise Linear Fit,0.9999938702111313,0.1790858238418363,-0.2545202805987044,0.9996713769306605,0.9543063773833005,3.824396930049512,0.35817164804248675,0.09982093357536766,0.05235959470029167,,sq_visium:Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma,26141,3043,,,,,,
clustering,Exponential Saturation Fit,0.9998750300236542,0.01417325085526417,0.14429635350927417,1.0,0.23266513309234307,1.5883961049921735,,,,,sq_visium:Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma,26141,3043,-0.17880044490110625,48.905306745279304,0.7089600396017823,,,
degree,Exponential Saturation Fit,0.9999958008803845,0.015546286210736783,-0.3259795033124279,1.0,0.22847031065670467,1.3540696049786343,,,,,sq_visium:Visium_FFPE_Human_Normal_Prostate,21302,2543,8.563363344670245,44.58602970299481,8.853137000799213,,,
pagerank,Piecewise Linear Fit,0.9997574677315472,0.014433196729921575,-0.1811897855705864,1.0,0.09280377506881636,1.2480822807272562,0.02886639414003106,0.004243885095671405,0.00027680607706770475,,sq_visium:Visium_FFPE_Human_Normal_Prostate,21302,2543,,,,,,
betweenness,Exponential Saturation Fit,0.9999769548147425,0.17558398202715125,-1.072138271007094,1.0,1.0,3.248443127137814,,,,,sq_visium:Visium_FFPE_Human_Normal_Prostate,21302,2543,0.021548362634612444,2.0403378071206566,-0.0004365591205082102,,,
closeness,Exponential Saturation Fit,0.9999999867777222,0.19632487946806287,-0.28956529566862355,1.0,1.0,2.68123427759306,,,,,sq_visium:Visium_FFPE_Human_Normal_Prostate,21302,2543,0.10447222378040828,1.1725096602269869,0.05270392636571094,,,
