,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,constant_c
pagerank,Piecewise Linear Fit,0.9999754524877918,0.01421568651186916,-0.06957188875236968,1.0,0.17596034696406443,1.0899716957122332,0.028431373517671957,0.005756112153484998,0.001094324449044667,,,,glioma_mibitof:CHOP_907_R10C11_whole_cell.tiff,8070,807,,,,
betweenness,Piecewise Linear Fit,0.9999999998872415,0.23669836577784853,-0.8814212150290258,1.0,0.9962825278810409,1.222670323786817,0.4733967323565382,0.059112446812486764,0.0018823383112690037,,,,glioma_mibitof:CHOP_907_R10C11_whole_cell.tiff,8070,807,,,,
closeness,Exponential Saturation Fit,0.9999999890275663,0.22241734525840487,-0.2515089095389164,1.0,1.0,2.904053123540707,,,,0.24693761871637043,0.5707697497385775,0.08761431361510136,glioma_mibitof:CHOP_907_R10C11_whole_cell.tiff,8070,807,,,,
clustering,Piecewise Linear Fit,0.9999871750771533,0.03127563683274997,0.13812851322961142,1.0,0.3023543990086741,1.257483082843836,0.06255127366325132,-2.781790202232235,0.7168668555162792,,,,glioma_mibitof:CHOP_907_R10C11_whole_cell.tiff,8070,807,,,,
degree,Exponential Saturation Fit,0.9999515785977786,0.003956133814595016,-0.10774172601263886,1.0,0.09940174873446847,1.0283596982910599,,,,3.927890158075978,175.2082242459344,16.264323129717248,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,21730,2173,,,,
pagerank,Piecewise Linear Fit,0.9999967328609497,0.005667732782870233,-0.07693782047379555,1.0,0.07547169811320754,1.0287799883214284,0.011335465759740324,0.005843027698404595,0.00039731809265386664,,,,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,21730,2173,,,,
betweenness,Piecewise Linear Fit,0.9999998578442142,0.02199762738449271,0.49104431630118384,1.0,0.21491026231017027,1.0039386918590096,0.04399525476674271,-1.9616921936138123,0.13103175805252434,,,,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,21730,2173,,,,
closeness,Piecewise Linear Fit,0.9999949240964051,0.11269462035007645,-0.10898787962580377,1.0,0.7275655775425679,1.0432597675060598,0.22538924108237457,0.058968191273667335,0.054328335625584985,,,,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,21730,2173,,,,
clustering,Piecewise Linear Fit,0.9999991622095314,0.013990798885476245,0.09359457413156363,1.0,0.14450069028992177,1.0403679899112013,0.02798159777035961,-4.719674097878348,0.7715431127389157,,,,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,21730,2173,,,,
degree,Piecewise Linear Fit,0.9999013439575981,0.01913443753411108,-0.14958048310352026,1.0,0.2734375,1.2003917084679425,0.03826887506824891,142.94983627023734,15.550975951041814,,,,glioma_mibitof:CHOP_907_R11C7_whole_cell.tiff,1280,128,,,,
pagerank,Piecewise Linear Fit,0.9999137946494352,0.019909970799854477,-0.12145414764743445,1.0,0.28125,1.2166176332825989,0.03981994168955218,0.04432160436828633,0.006383195937538712,,,,glioma_mibitof:CHOP_907_R11C7_whole_cell.tiff,1280,128,,,,
betweenness,Piecewise Linear Fit,0.9999999999999137,0.21504414026466714,-0.9442817826998895,1.0,0.9921875,1.2169449653639044,0.43008828076897465,0.17947241742184644,0.002277303521922526,,,,glioma_mibitof:CHOP_907_R11C7_whole_cell.tiff,1280,128,,,,
closeness,Michaelis-Menten Fit,0.9999909853340833,0.2013802312224504,-0.16563429718021733,1.0,1.0,1.3183998252966371,,,,,,,glioma_mibitof:CHOP_907_R11C7_whole_cell.tiff,1280,128,0.7510451455788857,3.1693447531466163,0.2260298167635428,
clustering,Exponential Saturation Fit,0.9999627074224393,0.01659397010490115,0.17250399913015987,1.0,0.40625,1.377042444126903,,,,-0.2640065316218303,41.77102651071679,0.8972218348139134,glioma_mibitof:CHOP_907_R11C7_whole_cell.tiff,1280,128,,,,
degree,Exponential Saturation Fit,0.9998736139575851,0.006116468188702859,-0.0902759384995713,1.0,0.14963503649635038,1.0568694029330703,,,,3.3565323139106398,113.32474217889315,16.91213771858873,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,8220,822,,,,
pagerank,Piecewise Linear Fit,0.9999917791283666,0.010261938466990307,-0.06589215770945442,1.0,0.13260340632603407,1.060875431971209,0.02052387721096125,0.007409860986379542,0.0010779602372686101,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,8220,822,,,,
betweenness,Piecewise Linear Fit,0.9999986516649255,0.10617835216302544,-0.7826511201490908,1.0,0.648418491484185,1.125166491105025,0.2123567046600734,0.06357556943688199,0.0018746294009724775,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,8220,822,,,,
closeness,Exponential Saturation Fit,0.9999998916057026,0.004674459783505321,0.33841491120622225,1.0,0.13138686131386862,1.0277551961848779,,,,-0.11249664635856736,148.28391162862417,0.22245944833885595,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,8220,822,,,,
clustering,Michaelis-Menten Fit,0.9999847312521537,0.02360801743181104,0.18571327169656743,1.0,1.0,1.2528022518576354,,,,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,8220,822,-0.25119373299250836,0.026118958969099913,0.7614002301659925,
degree,Exponential Saturation Fit,0.9999994843043694,0.003052604336625164,-0.11341129917289264,1.0,0.044383346425765906,1.0256946615281153,,,,4.093253992131367,227.06748209033543,15.999432003223106,glioma_mibitof:CHOP_1101_R3C3_whole_cell.tiff,25460,2546,,,,
pagerank,Exponential Saturation Fit,0.99999935823696,0.0029519230088361965,-0.08808301698811359,1.0,0.04359780047132757,1.0258031387676148,,,,6.382190342977187e-05,234.8115488204107,0.0003303716812135631,glioma_mibitof:CHOP_1101_R3C3_whole_cell.tiff,25460,2546,,,,
betweenness,Piecewise Linear Fit,0.9999973942539155,0.07958263429035409,-0.902690908471263,1.0,0.4481539670070699,1.027639967544787,0.15916526891517244,0.047588122061467515,0.0004082546828154425,,,,glioma_mibitof:CHOP_1101_R3C3_whole_cell.tiff,25460,2546,,,,
closeness,Exponential Saturation Fit,0.9998933885864936,0.1442989306491687,-0.2366090890850997,1.0,1.0,2.0155625056612743,,,,0.034698219356810965,3.5448963175984503,0.04482680465632909,glioma_mibitof:CHOP_1101_R3C3_whole_cell.tiff,25460,2546,,,,
clustering,Michaelis-Menten Fit,0.9999971125281953,0.008311968850599587,0.17840457949629118,1.0,0.45640219952867245,1.0880930259819719,,,,,,,glioma_mibitof:CHOP_1101_R3C3_whole_cell.tiff,25460,2546,-0.23714100188550483,0.008627027913764134,0.7686193179695282,
degree,Piecewise Linear Fit,0.9999832782377771,0.00806893947529768,-0.08344015631924653,1.0,0.10910005027652087,1.0569498363930627,0.016137878950603732,192.88855253748338,17.096555833866557,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,19890,1989,,,,
pagerank,Piecewise Linear Fit,0.9999829878233196,0.007733369957731904,-0.06522955220017661,1.0,0.10507792860734037,1.0559351836470632,0.015466740300854561,0.00401326159404015,0.00044476109913962983,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,19890,1989,,,,
betweenness,Exponential Saturation Fit,0.9999999995648805,0.22628544238355436,-0.8789196777735032,1.0,1.0,1.1010232528216195,,,,0.058672613023929024,0.699509552189953,0.001183290485228378,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,19890,1989,,,,
closeness,Piecewise Linear Fit,0.9999966800848821,0.20142698954697277,-0.23170437532598634,1.0,0.9693313222724987,2.7548372106099506,0.40285397956766433,0.0850407133404947,0.05679873740980862,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,19890,1989,,,,
clustering,Exponential Saturation Fit,0.9999918279904,0.011935277219364467,0.14407135860328676,1.0,0.25087983911513323,1.184674227730964,,,,-0.17725939656849862,58.07549907589635,0.7038088646101723,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,19890,1989,,,,
degree,Piecewise Linear Fit,0.9999844358128372,0.013725490184591224,-0.08831056212037124,1.0,0.15370705244122965,1.0761040875731176,0.02745098036920528,120.17877977332658,17.02903068039172,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,11060,1106,,,,
pagerank,Piecewise Linear Fit,0.9999859524872986,0.013261973469564895,-0.06726267940189284,1.0,0.1518987341772152,1.0696840255730957,0.026523947548840632,0.004350250120159968,0.0008000323638972237,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,11060,1106,,,,
betweenness,Piecewise Linear Fit,0.9999995838668165,0.20411149530418554,-0.7576360223599873,1.0,0.9647377938517179,1.1636859547079,0.408222991600705,0.04113766709346019,0.002686052969234712,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,11060,1106,,,,
closeness,Piecewise Linear Fit,0.9999927597106286,0.20237146731040911,-0.21419024719237567,1.0,0.9638336347197106,2.8008437365091563,0.40474293502209296,0.10086424952582088,0.07488662614229175,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,11060,1106,,,,
clustering,Exponential Saturation Fit,0.9999997690630072,0.01949589939022537,0.15824061328550929,1.0,0.325497287522604,1.2391999167529817,,,,-0.20296791851278728,35.55348419096093,0.7428108195395383,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,11060,1106,,,,
degree,Piecewise Linear Fit,0.9999954989406596,0.009596348750781303,-0.06455692699602153,1.0,0.12884238064094178,1.033627773431418,0.019192697501577632,127.69509953228666,17.756393787151968,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,15290,1529,,,,
pagerank,Piecewise Linear Fit,0.9999956466858434,0.009387765529957053,-0.0499283350970686,1.0,0.12557226945716154,1.0321580928442131,0.01877553162213677,0.003339518637383212,0.0005965616944709775,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,15290,1529,,,,
betweenness,Piecewise Linear Fit,0.9999972624829849,0.1880665271293582,-0.8355401098316215,1.0,0.9417920209287116,1.1545485937519406,0.37613305517729767,0.04094717313311057,0.001515751858389193,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,15290,1529,,,,
closeness,Piecewise Linear Fit,0.9999807347469177,0.19387656055009891,-0.22470440309950723,1.0,0.9483322432962721,3.0600634327578704,0.38775312150569796,0.09562344789487418,0.06396544722036654,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,15290,1529,,,,
clustering,Exponential Saturation Fit,0.9999974856595484,0.01703680315318736,0.13472095646209356,1.0,0.30477436232831917,1.164064623262438,,,,-0.17068021395380334,40.68528422555746,0.7187983970828818,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,15290,1529,,,,
degree,Piecewise Linear Fit,0.9999951263876938,0.007554723645924942,-0.07965709088373384,1.0,0.07013118062563067,1.033537147128072,0.015109447291857555,196.6772236089741,17.167137284148644,,,,glioma_mibitof:CHOP_1101_R6C2_whole_cell.tiff,19820,1982,,,,
pagerank,Piecewise Linear Fit,0.9999961534282912,0.007447886830229063,-0.05748072314395203,1.0,0.06962663975782038,1.0282208347577984,0.0148957740629477,0.0037009090196595037,0.0004519698446143103,,,,glioma_mibitof:CHOP_1101_R6C2_whole_cell.tiff,19820,1982,,,,
betweenness,Piecewise Linear Fit,0.99999999809529,0.18527959452639706,-0.8859438295241145,1.0,0.9889001009081736,1.0897403162040373,0.3705591899217312,0.0426451157994358,0.001017207297963606,,,,glioma_mibitof:CHOP_1101_R6C2_whole_cell.tiff,19820,1982,,,,
closeness,Exponential Saturation Fit,0.9999999161799639,0.18611325518714342,-0.26771917656416266,1.0,1.0,2.082737689214929,,,,0.1434595334833574,0.7041422576248455,0.04819687158679977,glioma_mibitof:CHOP_1101_R6C2_whole_cell.tiff,19820,1982,,,,
clustering,Michaelis-Menten Fit,0.9999971016521343,0.011002235886741653,0.16727702535258693,1.0,0.7098890010090817,1.116169847645469,,,,,,,glioma_mibitof:CHOP_1101_R6C2_whole_cell.tiff,19820,1982,-0.21955876984249914,0.011642125682702507,0.7444050325992131,
degree,Piecewise Linear Fit,0.9999943055831929,0.012230919842834325,-0.08099329780935266,1.0,0.16379310344827586,1.0678814304290505,0.02446183968568828,124.67412713929336,17.30234838870791,,,,glioma_mibitof:CHOP_907_R12C14_whole_cell.tiff,8120,812,,,,
pagerank,Piecewise Linear Fit,0.9999936971179628,0.011818772869736784,-0.059479664347890635,1.0,0.1625615763546798,1.0592701168887306,0.023637546138378568,0.005925608406008005,0.0011074012339950701,,,,glioma_mibitof:CHOP_907_R12C14_whole_cell.tiff,8120,812,,,,
betweenness,Piecewise Linear Fit,0.9999951802266892,0.14328575009154595,-0.7430721011455208,1.0,0.833743842364532,1.0981334334942048,0.2865715006821827,0.05741871918859127,0.002844702174185028,,,,glioma_mibitof:CHOP_907_R12C14_whole_cell.tiff,8120,812,,,,
closeness,Piecewise Linear Fit,0.9999982863738255,0.18827137585045356,-0.19686222151018407,1.0,0.9495073891625616,2.0949761079721028,0.3765427520253321,0.11606466503906715,0.08914807960971467,,,,glioma_mibitof:CHOP_907_R12C14_whole_cell.tiff,8120,812,,,,
clustering,Piecewise Linear Fit,0.9999909405995792,0.023824903352994486,0.10302873314759842,1.0,0.24261083743842365,1.1069934671678925,0.04764980670424651,-2.7346488087388248,0.6975272431354111,,,,glioma_mibitof:CHOP_907_R12C14_whole_cell.tiff,8120,812,,,,
degree,Piecewise Linear Fit,0.9999940106521034,0.012287941022598385,-0.09073372339844138,1.0,0.18664047151277013,1.0864390782556739,0.024575882045214537,138.38686589775716,17.041049692597046,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,5090,509,,,,
pagerank,Piecewise Linear Fit,0.9999938205917865,0.012029080455185411,-0.0718463070477936,1.0,0.18664047151277013,1.083714368368838,0.02405816112633366,0.011139952453892318,0.0017311360691076212,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,5090,509,,,,
betweenness,Piecewise Linear Fit,0.999999999999917,0.23976752911619617,-0.8788897640153656,1.0,0.9980353634577603,1.2024330879833602,0.4795350588964627,0.0722114769447125,0.0023858494234001502,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,5090,509,,,,
closeness,Piecewise Linear Fit,0.9999997576958204,0.21896957562602978,-0.2374434126209557,1.0,0.9882121807465619,2.927455081780746,0.43793915153183705,0.15653114293016315,0.11007697459074592,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,5090,509,,,,
clustering,Exponential Saturation Fit,0.9999975698070166,0.027608889245997876,0.16144410665905767,1.0,0.4793713163064833,1.2862025413372913,,,,-0.21011192806321552,25.105728308415735,0.755778032692171,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,5090,509,,,,
degree,Exponential Saturation Fit,0.9999980265040974,0.005454075028252056,-0.07432998909031739,1.0,0.14850615114235502,1.0387730511279079,,,,2.7970784336104666,127.087943772995,17.416736204561637,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,11380,1138,,,,
pagerank,Piecewise Linear Fit,0.9999977820637623,0.006856025310551719,-0.053116653204546296,1.0,0.10720562390158173,1.0352237372135114,0.013712050831623657,0.006513412805186339,0.0007960617751916991,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,11380,1138,,,,
betweenness,Piecewise Linear Fit,0.99999560762457,0.12756027338412257,-0.8319672197115023,1.0,0.7530755711775043,1.0934860016372567,0.2551205472369439,0.05443167195772625,0.0014023450942006954,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,11380,1138,,,,
closeness,Piecewise Linear Fit,0.999963170607606,0.18219334997633216,-0.2020088789969,1.0,0.9156414762741653,2.360166091963243,0.36438670031303066,0.10111556965026473,0.07277431977301015,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,11380,1138,,,,
clustering,Piecewise Linear Fit,0.9999986806486396,0.03332424623068596,0.14516901642706254,1.0,0.27943760984182775,1.208365456496059,0.06664849245893871,-2.7391356639411977,0.7200614028067561,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,11380,1138,,,,
degree,Piecewise Linear Fit,0.9999861954731358,0.013458341289450325,-0.07702079171765133,1.0,0.18327183271832717,1.0621820069583525,0.02691668257892556,108.16944172455561,17.445365184435282,,,,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,8130,813,,,,
pagerank,Piecewise Linear Fit,0.9999861064909403,0.012520690551477094,-0.06178368404325403,1.0,0.18081180811808117,1.0616302125504073,0.025041381534995223,0.005796065891747773,0.0011020232680425054,,,,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,8130,813,,,,
betweenness,Piecewise Linear Fit,0.9999906627072274,0.1640007076332212,-0.8704690818709088,1.0,0.8892988929889298,1.2179971595712389,0.32800141578490444,0.06326429790447947,0.0015439189404509786,,,,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,8130,813,,,,
closeness,Piecewise Linear Fit,0.9999933136667251,0.1926644743627092,-0.21445407952896728,1.0,0.942189421894219,2.942318295243956,0.3853289490344914,0.12467248215312408,0.08798517730402283,,,,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,8130,813,,,,
clustering,Piecewise Linear Fit,0.9999921974059535,0.03379117619772258,0.1339753118188725,1.0,0.3173431734317343,1.230684477571239,0.06758235239272946,-2.488508823943602,0.7117399063513469,,,,glioma_mibitof:CHOP_907_R12C7_whole_cell.tiff,8130,813,,,,
degree,Piecewise Linear Fit,0.9999772860681723,0.016242749791414837,-0.0811946459458879,1.0,0.22444889779559118,1.1054528531644494,0.03248549958286402,94.69064026054171,17.404547329019646,,,,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,4990,499,,,,
pagerank,Piecewise Linear Fit,0.9999797937706593,0.0149931040819781,-0.06196421475456715,1.0,0.22244488977955912,1.0944968619146618,0.029986208541686547,0.007938522828221613,0.001801812948048064,,,,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,4990,499,,,,
betweenness,Piecewise Linear Fit,0.9999992008541716,0.1339923996459359,-0.7827491338009569,1.0,0.7915831663326653,1.203226113436669,0.26798479964477273,0.0759376783192476,0.0028240760900311674,,,,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,4990,499,,,,
closeness,Piecewise Linear Fit,0.9999998810732144,0.20886064992429262,-0.20703313909943213,1.0,0.9739478957915831,2.693896671804715,0.41772130014263137,0.14205982474806636,0.11364309963500567,,,,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,4990,499,,,,
clustering,Exponential Saturation Fit,0.9999900928240797,0.030586803235810894,0.16950359203450352,1.0,0.5190380761523046,1.3916753191402937,,,,-0.21171628054848826,22.661062858414027,0.7303637712082967,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,4990,499,,,,
degree,Exponential Saturation Fit,0.9999846134137292,0.005292448533902724,-0.06594506915413464,1.0,0.13720022308979365,1.0297851186599078,,,,2.497588646144092,130.96909229814878,17.68809268132123,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,17930,1793,,,,
pagerank,Piecewise Linear Fit,0.9999929568128397,0.008350847603300933,-0.048355469257127914,1.0,0.11823759063022866,1.0321451898700584,0.016701695744714605,0.003103753856694699,0.0005100901716076075,,,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,17930,1793,,,,
betweenness,Piecewise Linear Fit,0.9999988355595784,0.1617709791735379,-0.8356389781039617,1.0,0.8728388176240937,1.1363027260358225,0.323541959174792,0.039088515534086724,0.0012437409076670655,,,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,17930,1793,,,,
closeness,Piecewise Linear Fit,0.999998100497312,0.20124896356796737,-0.22618554538739086,1.0,0.9626324595649749,3.065491126555919,0.40249792760279596,0.08621362533055812,0.059358313181845514,,,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,17930,1793,,,,
clustering,Exponential Saturation Fit,0.9999974446275675,0.015086292372644744,0.1244931432309806,1.0,0.2822085889570552,1.1451001383417163,,,,-0.15523211402888654,45.945495678971106,0.7010725380517729,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,17930,1793,,,,
