,data_source,#nodes in ROI,node density in ROI,% new edges,P_MWU,P_fisher,border_size,k,img_size,P_MWU_adj,P_fisher_adj
glioma_mibitof:CHOP_907_R7C6_whole_cell.tiff,glioma_mibitof,197,0.00018916479422327208,11.878172588832488,5.941062068363227e-145,4.8540501118385824e-111,0.125,15,"(1021, 1020)",8.98931048425308e-145,7.818049767546102e-111
glioma_mibitof:CHOP_907_R7C7_whole_cell.tiff,glioma_mibitof,364,0.00034986577265068495,10.604395604395604,2.4877428595851197e-300,6.997434165723482e-151,0.125,15,"(1021, 1019)",6.49057723515817e-300,1.3598622837308299e-150
glioma_mibitof:CHOP_907_R7C8_whole_cell.tiff,glioma_mibitof,432,0.0004148190255977907,8.564814814814815,2.298779762036526e-279,2.4804034234501725e-166,0.125,15,"(1022, 1019)",5.565185423907031e-279,5.205846701233124e-166
glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,glioma_mibitof,362,0.0003469220728689689,11.012891344383057,8.53049872875384e-279,2.0342701689336788e-168,0.125,15,"(1022, 1021)",2.06197736299522e-278,4.301303816912578e-168
glioma_mibitof:CHOP_907_R8C10_whole_cell.tiff,glioma_mibitof,670,0.0006439837024064806,8.45771144278607,0.0,2.0689760378523718e-259,0.125,15,"(1021, 1019)",0.0,6.794334559635076e-259
glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,glioma_mibitof,584,0.000560772790996908,7.031963470319634,0.0,6.95411018025377e-256,0.125,15,"(1021, 1020)",0.0,2.2343298449519054e-255
glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,glioma_mibitof,375,0.00036043829296424453,9.795555555555556,7.59022534942651e-280,9.831767355689744e-196,0.125,15,"(1020, 1020)",1.8418239134622367e-279,2.4310854672857535e-195
glioma_mibitof:CHOP_907_R8C13_whole_cell.tiff,glioma_mibitof,332,0.0003191083420879874,9.939759036144578,5.558324536340553e-250,3.840696383487335e-170,0.125,15,"(1021, 1019)",1.1996300986172458e-249,8.176206411473039e-170
glioma_mibitof:CHOP_907_R8C14_whole_cell.tiff,glioma_mibitof,499,0.0004786846245347454,9.031396125584502,0.0,5.791826508752661e-227,0.125,15,"(1022, 1020)",0.0,1.6579169740453311e-226
glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,glioma_mibitof,575,0.0005532144162866325,8.834782608695651,2.080513189326339e-296,9.153050432986472e-230,0.125,15,"(1020, 1019)",5.347689457009183e-296,2.639425346465074e-229
glioma_mibitof:CHOP_907_R8C2_whole_cell.tiff,glioma_mibitof,992,0.0009525455627892685,6.189516129032258,0.0,0.0,0.125,15,"(1021, 1020)",0.0,0.0
glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,glioma_mibitof,226,0.00021743731840135466,13.805309734513274,2.4884055946057124e-211,2.442734917785534e-136,0.125,15,"(1020, 1019)",4.659047165439832e-211,4.44560672974605e-136
glioma_mibitof:CHOP_907_R8C4_whole_cell.tiff,glioma_mibitof,507,0.0004873130404777398,9.441157133464825,0.0,4.40944009853131e-258,0.125,15,"(1021, 1019)",0.0,1.4374406500744552e-257
glioma_mibitof:CHOP_907_R8C5_whole_cell.tiff,glioma_mibitof,548,0.000526720492118416,8.05352798053528,0.0,2.302169947838661e-268,0.125,15,"(1020, 1020)",0.0,7.857570215409987e-268
glioma_mibitof:CHOP_907_R8C6_whole_cell.tiff,glioma_mibitof,237,0.00022914380465732367,11.673699015471167,2.1279355644312342e-193,2.0394284898755007e-191,0.125,15,"(1019, 1015)",3.733450993100418e-193,4.933489677677141e-191
glioma_mibitof:CHOP_907_R8C7_whole_cell.tiff,glioma_mibitof,638,0.0006144304480141762,10.156739811912226,0.0,2.84100051227963e-268,0.125,15,"(1020, 1018)",0.0,9.686074890665159e-268
glioma_mibitof:CHOP_907_R8C8_whole_cell.tiff,glioma_mibitof,539,0.0005180699730872741,7.891156462585033,0.0,2.1791339745738497e-241,0.125,15,"(1020, 1020)",0.0,6.639449173262568e-241
glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,glioma_mibitof,225,0.00021732957015108752,11.22962962962963,3.3638846416581e-191,1.0713187120122918e-138,0.125,15,"(1021, 1014)",5.86894510385377e-191,1.9738810251412316e-138
glioma_mibitof:CHOP_907_R98C2_whole_cell.tiff,glioma_mibitof,1354,0.000324559675114327,5.238798621368783,0.0,3.708735777102044e-238,0.125,15,"(2043, 2042)",0.0,1.1136905607586235e-237
glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,glioma_mibitof,6097,0.0014614780560160544,2.503963697993549,0.0,0.0,0.125,15,"(2044, 2041)",0.0,0.0
glioma_mibitof:CHOP_907_R99C1_whole_cell.tiff,glioma_mibitof,4756,0.0011394760901690718,2.8231006447995517,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:CHOP_907_R99C2_whole_cell.tiff,glioma_mibitof,6169,0.0014780136780354804,2.490949370508456,0.0,0.0,0.125,15,"(2045, 2041)",0.0,0.0
glioma_mibitof:CHOP_907_R99C3_whole_cell.tiff,glioma_mibitof,5143,0.0012334034332406902,2.836217512476505,0.0,0.0,0.125,15,"(2043, 2041)",0.0,0.0
glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,glioma_mibitof,635,0.0006091477686965197,7.674540682414698,0.0,1.4265505323893214e-301,0.125,15,"(1020, 1022)",0.0,5.785866639807598e-301
glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,glioma_mibitof,382,0.0003660890382208456,9.214659685863873,1.5590124622484236e-238,3.021379979086818e-176,0.125,15,"(1022, 1021)",3.2307869406780536e-238,6.612312315829105e-176
glioma_mibitof:CHOP_907_R9C12_whole_cell.tiff,glioma_mibitof,398,0.00038179655423813363,8.609715242881071,2.5829599902338384e-257,1.5776122977662228e-177,0.125,15,"(1022, 1020)",5.6927198655612406e-257,3.47698179670001e-177
glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,glioma_mibitof,272,0.0002619515389652914,7.671568627450981,8.663986692305066e-123,2.4409299806012406e-101,0.125,15,"(1018, 1020)",1.2079299303602108e-122,3.7644564589716907e-101
glioma_mibitof:CHOP_907_R9C14_whole_cell.tiff,glioma_mibitof,356,0.00034184160442780903,10.97378277153558,8.781332878141216e-247,5.013563010784783e-189,0.125,15,"(1022, 1019)",1.869400312095093e-246,1.1915797018783011e-188
glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,glioma_mibitof,795,0.0007648805343195642,6.012578616352202,0.0,5.717286715834159e-209,0.125,15,"(1021, 1018)",0.0,1.496654351512999e-208
glioma_mibitof:CHOP_907_R9C2_whole_cell.tiff,glioma_mibitof,225,0.00021605116091490465,11.703703703703704,3.664916552455044e-200,2.2584823629997525e-118,0.125,15,"(1021, 1020)",6.600654206065225e-200,3.749729090722077e-118
glioma_mibitof:CHOP_907_R9C3_whole_cell.tiff,glioma_mibitof,304,0.0002921953094963476,9.583333333333334,3.065170846273269e-209,2.8102512685515574e-178,0.125,15,"(1020, 1020)",5.691158473788002e-209,6.228825203468072e-178
glioma_mibitof:CHOP_907_R9C4_whole_cell.tiff,glioma_mibitof,533,0.000511801194522863,8.855534709193245,0.0,5.945913488365701e-272,0.125,15,"(1020, 1021)",0.0,2.0586571867146434e-271
glioma_mibitof:CHOP_907_R9C5_whole_cell.tiff,glioma_mibitof,263,0.0002636432896266891,3.67553865652725,6.786276311310518e-79,1.2829708786993376e-56,0.125,15,"(1020, 978)",8.033942729424847e-79,1.6084777415407593e-56
glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,glioma_mibitof,131,0.00012665754603421688,14.30025445292621,6.928372484683737e-144,7.491179073627177e-87,0.125,15,"(1019, 1015)",1.043264574236611e-143,1.0805982562095922e-86
glioma_mibitof:CHOP_907_R9C7_whole_cell.tiff,glioma_mibitof,859,0.0008272660734234755,6.3329452852153665,0.0,0.0,0.125,15,"(1020, 1018)",0.0,0.0
glioma_mibitof:CHOP_907_R9C8_whole_cell.tiff,glioma_mibitof,671,0.0006449442522106881,7.292598112270243,0.0,4.3149e-319,0.125,15,"(1020, 1020)",0.0,1.94452e-318
glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,glioma_mibitof,228,0.00021914648212226066,12.192982456140351,1.1867511330989156e-181,9.143475417154771e-103,0.125,15,"(1020, 1020)",2.0186404077711946e-181,1.4220654246899576e-102
glioma_mibitof:CHOP_941_R1C1_whole_cell.tiff,glioma_mibitof,324,0.00040504303582255613,7.818930041152264,8.498874755473528e-190,4.224707285408065e-127,0.125,15,"(785, 1019)",1.4770164641816267e-189,7.354381746003002e-127
glioma_mibitof:CHOP_941_R1C2_whole_cell.tiff,glioma_mibitof,122,0.00011818956831744556,12.076502732240439,1.4234732830417605e-109,1.100678084347078e-74,0.125,15,"(1020, 1012)",1.897356834374485e-109,1.5116172635953936e-74
glioma_mibitof:CHOP_941_R1C3_whole_cell.tiff,glioma_mibitof,318,0.0003065532997859911,10.335429769392034,1.3018110084294655e-261,1.903115558438545e-211,0.125,15,"(1020, 1017)",2.9227575696083543e-261,5.041077089909733e-211
glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,glioma_mibitof,1248,0.0011995386389850057,6.041666666666667,0.0,0.0,0.125,15,"(1020, 1020)",0.0,0.0
glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,glioma_mibitof,481,0.00046232218377547095,8.995148995148995,5.7048045996284876e-298,2.980044543083977e-195,0.125,15,"(1020, 1020)",1.4736232228817012e-297,7.351247320735592e-195
glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,glioma_mibitof,426,0.0004086566133302636,10.469483568075118,0.0,6.53049101118361e-201,0.125,15,"(1022, 1020)",0.0,1.648724610179985e-200
glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,glioma_mibitof,329,0.0003162248329727345,10.151975683890578,1.2282997130560272e-239,2.108443024895164e-137,0.125,15,"(1021, 1019)",2.5539147828721523e-239,3.8574502441403616e-137
glioma_mibitof:CHOP_941_R2C1_whole_cell.tiff,glioma_mibitof,476,0.00045886594559160933,7.927170868347338,7.369015471073198e-229,6.657343889292035e-151,0.125,15,"(1020, 1017)",1.4723886958516698e-228,1.295382240888413e-150
glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,glioma_mibitof,160,0.00015424035660370448,16.0,2.71296498725438e-144,3.979799298075274e-107,0.125,15,"(1019, 1018)",4.091062122257571e-144,6.302694324487364e-107
glioma_mibitof:CHOP_941_R2C3_whole_cell.tiff,glioma_mibitof,240,0.00023113371085172773,10.75,9.985010086549466e-196,4.778053692827413e-150,0.125,15,"(1020, 1018)",1.7687570334823584e-195,9.239542837585147e-150
glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,glioma_mibitof,1431,0.001375432525951557,5.138597717214069,0.0,0.0,0.125,15,"(1020, 1020)",0.0,0.0
glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,glioma_mibitof,710,0.0006824298346789696,6.882629107981221,0.0,5.097771963836208e-299,0.125,15,"(1020, 1020)",0.0,2.0358493405448183e-298
glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,glioma_mibitof,404,0.00038793186226498434,8.498349834983498,1.2810669743888766e-229,4.102558625724305e-184,0.125,15,"(1021, 1020)",2.5728438334511006e-229,9.41387993250331e-184
glioma_mibitof:CHOP_941_R3C1_whole_cell.tiff,glioma_mibitof,1093,0.001048500586603942,5.776151265629765,0.0,0.0,0.125,15,"(1021, 1021)",0.0,0.0
glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,glioma_mibitof,569,0.0005469050365244137,8.037492677211482,0.0,7.875271695221215e-265,0.125,15,"(1020, 1020)",0.0,2.65026654139826e-264
glioma_mibitof:CHOP_941_R3C3_whole_cell.tiff,glioma_mibitof,646,0.0006203068886712373,7.244582043343653,0.0,1.1171282e-316,0.125,15,"(1020, 1021)",0.0,4.9416307e-316
glioma_mibitof:CHOP_941_R3C4_whole_cell.tiff,glioma_mibitof,355,0.0003405468510927717,10.610328638497652,2.3217151098805988e-253,2.7468931089069773e-179,0.125,15,"(1021, 1021)",5.0492453260147006e-253,6.110076338402059e-179
glioma_mibitof:CHOP_941_R3C5_whole_cell.tiff,glioma_mibitof,545,0.000522299805838641,8.55045871559633,0.0,7.983297639025068e-282,0.125,15,"(1022, 1021)",0.0,2.9194190312266144e-281
glioma_mibitof:CHOP_941_R3C6_whole_cell.tiff,glioma_mibitof,392,0.00037604082728982005,11.360544217687076,1.0095258220816461e-228,3.357233524284914e-140,0.125,15,"(1022, 1020)",2.0158242598215993e-228,6.240857319251064e-140
glioma_mibitof:CHOP_941_R3C7_whole_cell.tiff,glioma_mibitof,599,0.0005740506122887081,7.590428491930997,0.0,3.226125535400173e-242,0.125,15,"(1022, 1021)",0.0,9.887330762565986e-242
glioma_mibitof:CHOP_941_R4C1_whole_cell.tiff,glioma_mibitof,994,0.0009582200628530665,4.533869885982562,0.0,2.3120919360222556e-218,0.125,15,"(1020, 1017)",0.0,6.378677664485428e-218
glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,glioma_mibitof,241,0.00023186899882622332,10.318118948824342,1.883201678957765e-171,4.889749053770715e-122,0.125,15,"(1020, 1019)",3.110121017125912e-171,8.294777998330223e-122
glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,glioma_mibitof,692,0.0006651294359183352,6.955684007707129,0.0,6.004197e-318,0.125,15,"(1021, 1019)",0.0,2.686405e-317
glioma_mibitof:CHOP_941_R4C4_whole_cell.tiff,glioma_mibitof,455,0.00043733179546328335,9.992673992673993,0.0,4.7509195354938005e-226,0.125,15,"(1020, 1020)",0.0,1.3525179315722095e-225
glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,glioma_mibitof,539,0.0005180704710404374,8.658008658008658,0.0,7.374239648497666e-235,0.125,15,"(1021, 1019)",0.0,2.1726179643639822e-234
glioma_mibitof:CHOP_941_R4C6_whole_cell.tiff,glioma_mibitof,263,0.0002522926979010782,11.609632446134349,7.679356008870993e-179,1.4847031868035552e-138,0.125,15,"(1022, 1020)",1.2970594275664744e-178,2.729092438132726e-138
glioma_mibitof:CHOP_941_R4C7_whole_cell.tiff,glioma_mibitof,398,0.0003832996902784412,8.30820770519263,2.1957780081274813e-248,1.2284653672010717e-191,0.125,15,"(1022, 1016)",4.7065303496102435e-248,2.985601044178169e-191
glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,glioma_mibitof,334,0.000321662010271997,8.802395209580837,1.0994624676621615e-178,5.09918186210162e-175,0.125,15,"(1021, 1017)",1.8560115062210433e-178,1.1112871566883014e-174
glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,glioma_mibitof,505,0.00048586657430391193,6.34983498349835,5.663390844725385e-262,1.1554295926383961e-172,0.125,15,"(1020, 1019)",1.2724294682070055e-261,2.4885562881446282e-172
glioma_mibitof:CHOP_941_R5C3_whole_cell.tiff,glioma_mibitof,345,0.00033095429952803037,10.55072463768116,9.38101254173912e-221,1.6262910574430307e-157,0.125,15,"(1022, 1020)",1.8196833644628124e-220,3.259888942486896e-157
glioma_mibitof:CHOP_941_R5C4_whole_cell.tiff,glioma_mibitof,320,0.0003078764414871202,8.229166666666666,1.6219661002879255e-192,6.3665926464260195e-142,0.125,15,"(1021, 1018)",2.840942305776327e-192,1.193449509891264e-141
glioma_mibitof:CHOP_941_R5C5_whole_cell.tiff,glioma_mibitof,404,0.00038831256085405697,7.673267326732673,2.5183882667152617e-187,1.1273880931533222e-133,0.125,15,"(1021, 1019)",4.354887351579049e-187,2.0281296168881484e-133
glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,glioma_mibitof,355,0.000341550427274774,9.408450704225352,1.2126344883125098e-242,1.7785868713477466e-166,0.125,15,"(1021, 1018)",2.543356284083256e-242,3.7353912570403584e-166
glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,glioma_mibitof,291,0.00027942670474295626,11.844215349369987,7.83788039115722e-271,2.117713047603131e-186,0.125,15,"(1022, 1019)",1.81990338004342e-270,4.9466102076773205e-186
glioma_mibitof:CHOP_941_R6C2_whole_cell.tiff,glioma_mibitof,664,0.0006375909815444298,7.349397590361447,0.0,4.19803942477899e-288,0.125,15,"(1021, 1020)",0.0,1.5930105860977866e-287
glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,glioma_mibitof,248,0.00023837008686090625,14.24731182795699,5.73605828053526e-230,2.620494847560027e-159,0.125,15,"(1021, 1019)",1.1549780793108716e-229,5.303827225489283e-159
glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,glioma_mibitof,231,0.00022511701699487298,10.909090909090908,5.334224588673471e-187,1.7623043585563494e-128,0.125,15,"(1019, 1007)",9.208835483928829e-187,3.091953096500831e-128
glioma_mibitof:CHOP_941_R6C5_whole_cell.tiff,glioma_mibitof,529,0.0005084582852748942,7.687460617517328,0.0,1.3065151229535112e-232,0.125,15,"(1020, 1020)",0.0,3.809754182057717e-232
glioma_mibitof:CHOP_941_R6C6_whole_cell.tiff,glioma_mibitof,541,0.0005199923106497501,8.37954405422058,0.0,3.265096105978217e-286,0.125,15,"(1020, 1020)",0.0,1.2197242989198531e-285
glioma_mibitof:CHOP_941_R6C7_whole_cell.tiff,glioma_mibitof,814,0.0007823921399386197,6.388206388206388,0.0,0.0,0.125,15,"(1021, 1019)",0.0,0.0
glioma_mibitof:CHOP_941_R7C2_whole_cell.tiff,glioma_mibitof,86,8.282291305520244e-05,19.92248062015504,1.552751727294963e-122,4.6139842025332165e-116,0.125,15,"(1020, 1018)",2.1619454499965086e-122,7.564027645412722e-116
glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,glioma_mibitof,310,0.00029825645051733063,11.161290322580646,2.4102049534807014e-254,1.6264358267516529e-186,0.125,15,"(1022, 1017)",5.256333847569993e-254,3.804763361007799e-186
glioma_mibitof:CHOP_941_R7C4_whole_cell.tiff,glioma_mibitof,242,0.000232375026406253,10.9366391184573,2.587452382746943e-206,5.917141304676526e-121,0.125,15,"(1021, 1020)",4.7589009371723815e-206,9.977987200056583e-121
glioma_mibitof:CHOP_941_R7C5_whole_cell.tiff,glioma_mibitof,433,0.00041537122964273277,10.223248652809854,5.580412164906593e-293,6.853294537161923e-158,0.125,15,"(1021, 1021)",1.4215030335239225e-292,1.3772740565995295e-157
glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,glioma_mibitof,442,0.0004248370096472603,9.306184012066366,0.0,3.723219287891789e-235,0.125,15,"(1021, 1019)",0.0,1.100058073423468e-234
glioma_mibitof:CHOP_941_R7C7_whole_cell.tiff,glioma_mibitof,957,0.0009189376044247278,6.34622082897945,0.0,0.0,0.125,15,"(1021, 1020)",0.0,0.0
glioma_mibitof:CHOP_941_R8C2_whole_cell.tiff,glioma_mibitof,1480,0.0014239258019203755,5.117117117117117,0.0,0.0,0.125,15,"(1020, 1019)",0.0,0.0
glioma_mibitof:CHOP_941_R8C3_whole_cell.tiff,glioma_mibitof,317,0.00030379640082724623,10.38906414300736,3.83038219629948e-242,4.652740933867961e-164,0.125,15,"(1022, 1021)",8.001527490998848e-242,9.648412972423402e-164
glioma_mibitof:CHOP_941_R8C4_whole_cell.tiff,glioma_mibitof,592,0.0005690119184928873,8.704954954954955,0.0,5.597442893595673e-272,0.125,15,"(1020, 1020)",0.0,1.9401569541286668e-271
glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,glioma_mibitof,271,0.00026098848183674257,12.177121771217712,8.214561930909036e-257,2.7330656042456823e-186,0.125,15,"(1020, 1018)",1.807898302341714e-256,6.374431577340751e-186
glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,glioma_mibitof,674,0.00064719325536287,6.646884272997032,0.0,1.0620916582738472e-241,0.125,15,"(1021, 1020)",0.0,3.245511006643077e-241
glioma_mibitof:CHOP_941_R8C7_whole_cell.tiff,glioma_mibitof,215,0.0002070572826380061,10.108527131782946,1.722025501757938e-162,1.78078320976125e-108,0.125,15,"(1020, 1018)",2.773535658581764e-162,2.8345494210419893e-108
glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,glioma_mibitof,1504,0.00036016274375043404,4.259751773049645,0.0,4.197450141304197e-303,0.125,15,"(2045, 2042)",0.0,1.7180388979414162e-302
glioma_mibitof:CHOP_941_R98C3_whole_cell.tiff,glioma_mibitof,6186,0.001482811041548912,2.550921435499515,0.0,0.0,0.125,15,"(2043, 2042)",0.0,0.0
glioma_mibitof:CHOP_941_R99C1_whole_cell.tiff,glioma_mibitof,5858,0.0014028140574516774,2.4672812108797086,0.0,0.0,0.125,15,"(2044, 2043)",0.0,0.0
glioma_mibitof:CHOP_941_R99C2_whole_cell.tiff,glioma_mibitof,7166,0.0017168809213943584,2.3425434924178994,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:CHOP_941_R99C3_whole_cell.tiff,glioma_mibitof,5171,0.0012407257489822979,2.8904789531360797,0.0,0.0,0.125,15,"(2042, 2041)",0.0,0.0
glioma_mibitof:CHOP_941_R9C2_whole_cell.tiff,glioma_mibitof,1332,0.0012802768166089965,5.595595595595595,0.0,0.0,0.125,15,"(1020, 1020)",0.0,0.0
glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,glioma_mibitof,609,0.0005847784755430086,7.531472359058567,0.0,1.5759697343111645e-270,0.125,15,"(1021, 1020)",0.0,5.414470275306674e-270
glioma_mibitof:CHOP_941_R9C4_whole_cell.tiff,glioma_mibitof,511,0.0004901956081926939,9.876060013046315,0.0,1.2303552108723209e-247,0.125,15,"(1021, 1021)",0.0,3.827090959715396e-247
glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,glioma_mibitof,368,0.00035371011149557864,10.344202898550725,2.226097271392647e-265,1.156034603768015e-194,0.125,15,"(1020, 1020)",5.045066602728039e-265,2.8472366463466174e-194
glioma_mibitof:CHOP_941_R9C6_whole_cell.tiff,glioma_mibitof,600,0.0005772672169947468,9.3,0.0,1.1056715875505917e-249,0.125,15,"(1020, 1019)",0.0,3.484371713340563e-249
glioma_mibitof:CHOP_941_R9C7_whole_cell.tiff,glioma_mibitof,233,0.0002237329799696568,10.844062947067238,5.312119266462339e-187,1.2859116380605813e-130,0.125,15,"(1021, 1020)",9.175745834713431e-187,2.2830597189671377e-130
glioma_mibitof:CoH_C001_R1C1_whole_cell.tiff,glioma_mibitof,397,9.530263628216974e-05,6.985726280436608,1.213251376386286e-191,4.4892179398736254e-142,0.125,15,"(2043, 2039)",2.1203044479319366e-191,8.420316892627827e-142
glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,glioma_mibitof,1016,0.00024342063493014234,6.003937007874016,0.0,2.447289225061743e-290,0.125,15,"(2045, 2041)",0.0,9.412419026930817e-290
glioma_mibitof:CoH_C001_R2C2_whole_cell.tiff,glioma_mibitof,950,0.00022783063981558668,5.571929824561404,0.0,4.7676555769355943e-256,0.125,15,"(2042, 2042)",0.0,1.5334076587816541e-255
glioma_mibitof:CoH_C001_R3C1_whole_cell.tiff,glioma_mibitof,403,9.688524747809865e-05,10.851943755169561,2.972618739102743e-301,1.1730717536136022e-203,0.125,15,"(2040, 2039)",7.794700522433136e-301,3.002871382405967e-203
glioma_mibitof:CoH_C001_R3C2_whole_cell.tiff,glioma_mibitof,2599,0.0006229918759366452,3.426959086828267,0.0,0.0,0.125,15,"(2044, 2041)",0.0,0.0
glioma_mibitof:CoH_C001_R4C1_whole_cell.tiff,glioma_mibitof,1301,0.0003115503521405018,5.0627722264924415,0.0,8.4e-323,0.125,15,"(2045, 2042)",0.0,3.85e-322
glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,glioma_mibitof,238,0.00022898310335604563,11.65266106442577,2.2404290979552061e-215,1.3647333423426486e-152,0.125,15,"(1021, 1018)",4.253410378671191e-215,2.678857465830353e-152
glioma_mibitof:CoH_C001_R5C2_whole_cell.tiff,glioma_mibitof,1943,0.0004655175594517195,4.031566306399039,0.0,0.0,0.125,15,"(2043, 2043)",0.0,0.0
glioma_mibitof:CoH_C001_R6C1_whole_cell.tiff,glioma_mibitof,1883,0.00045180556668606976,4.291024960169942,0.0,0.0,0.125,15,"(2041, 2042)",0.0,0.0
glioma_mibitof:CoH_C001_R6C2_whole_cell.tiff,glioma_mibitof,2609,0.0006253889204766092,3.0995272773731952,0.0,0.0,0.125,15,"(2044, 2041)",0.0,0.0
glioma_mibitof:CoH_C001_R6C3_whole_cell.tiff,glioma_mibitof,533,0.00012795029863071574,8.818011257035648,0.0,1.5429868809755168e-242,0.125,15,"(2042, 2040)",0.0,4.742862233549743e-242
glioma_mibitof:CoH_C001_R98C2_whole_cell.tiff,glioma_mibitof,1371,0.00032847379001971563,5.110624848042791,0.0,5.24265873864394e-278,0.125,15,"(2043, 2043)",0.0,1.8928119353508698e-277
glioma_mibitof:CoH_C001_R98C3_whole_cell.tiff,glioma_mibitof,5601,0.001342584003187109,2.755460334464084,0.0,0.0,0.125,15,"(2042, 2043)",0.0,0.0
glioma_mibitof:CoH_C001_R99C1_whole_cell.tiff,glioma_mibitof,5461,0.0013083849723324855,2.640542025270097,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:CoH_C001_R99C2_whole_cell.tiff,glioma_mibitof,6810,0.0016396173937161965,2.5384238864415076,0.0,0.0,0.125,15,"(2044, 2032)",0.0,0.0
glioma_mibitof:CoH_C001_R99C3_whole_cell.tiff,glioma_mibitof,5349,0.0012809239319407685,2.71951143515922,0.0,0.0,0.125,15,"(2043, 2044)",0.0,0.0
glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,glioma_mibitof,359,8.618038683230906e-05,9.15506035283194,5.061445326099558e-250,1.2374795920673938e-216,0.125,15,"(2041, 2041)",1.0931461793505478e-249,3.37523909696635e-216
glioma_mibitof:Stanford_TA550_R10C2_whole_cell.tiff,glioma_mibitof,3706,0.0008883442806304991,3.049109552077712,0.0,0.0,0.125,15,"(2043, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA550_R10C3_whole_cell.tiff,glioma_mibitof,2799,0.0006696204288058795,2.71049184232464,0.0,0.0,0.125,15,"(2045, 2044)",0.0,0.0
glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,glioma_mibitof,1131,0.00027070783276718455,5.181255526083112,0.0,6.876111196849239e-297,0.125,15,"(2044, 2044)",0.0,2.707956528090816e-296
glioma_mibitof:Stanford_TA550_R10C5_whole_cell.tiff,glioma_mibitof,2497,0.0005982489060454525,4.063542918168469,0.0,0.0,0.125,15,"(2044, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA550_R11C1_whole_cell.tiff,glioma_mibitof,1896,0.0004544794268956898,3.709563994374121,0.0,0.0,0.125,15,"(2042, 2043)",0.0,0.0
glioma_mibitof:Stanford_TA550_R11C2_whole_cell.tiff,glioma_mibitof,1281,0.0003070614055693892,4.460057246942493,0.0,1.3926830088698975e-271,0.125,15,"(2044, 2041)",0.0,4.805910537790818e-271
glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,glioma_mibitof,1104,0.00026463371721202627,2.7657004830917877,7.661499756071762e-220,8.315181269105673e-148,0.125,15,"(2044, 2041)",1.477879168512175e-219,1.5921711283517482e-147
glioma_mibitof:Stanford_TA550_R11C4_whole_cell.tiff,glioma_mibitof,1503,0.00035992310145952053,4.054113994233754,0.0,1.901525127956173e-300,0.125,15,"(2043, 2044)",0.0,7.642809491128865e-300
glioma_mibitof:Stanford_TA550_R11C5_whole_cell.tiff,glioma_mibitof,5594,0.0013376298175237636,2.675485639375521,0.0,0.0,0.125,15,"(2044, 2046)",0.0,0.0
