,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c
clustering,Piecewise Linear Fit,0.9999999999979515,0.2340455425286257,-0.2851508372402257,1.0,0.9963898916967509,1.0041731957371376,0.4680910852089814,0.3085022254830228,0.18100827824954607,,,,,glioma_mibitof:UCSF_TA1_R3C5_whole_cell.tiff,1516,1662,,,
degree,Piecewise Linear Fit,0.9999999167100352,0.007086862311770651,-0.23021310680348336,1.0,0.07541362062331666,1.0081041239585942,0.01417372462355846,82.579246375689,1.9568853262204953,,,,,glioma_mibitof:UCSF_TA4_R2C3_whole_cell.tiff,3993,2599,,,
pagerank,Piecewise Linear Fit,0.9999997959190293,0.005990513778582969,-0.12167139321694923,1.0,0.06656406310119277,1.0065374394705782,0.01198102772756032,0.007031350792396341,0.0003040684205485601,,,,,glioma_mibitof:UCSF_TA4_R2C3_whole_cell.tiff,3993,2599,,,
betweenness,Piecewise Linear Fit,0.9999998181523498,0.1358110489552164,-0.678009366723847,1.0,0.7849172758753367,1.0106648973481773,0.2716221107229822,0.0021199691681944547,0.00013673259448641846,,,,,glioma_mibitof:UCSF_TA4_R2C3_whole_cell.tiff,3993,2599,,,
closeness,Michaelis-Menten Fit,0.999998872590756,0.05785268994350974,0.40762200914301405,0.9676798768757214,1.0,1.0216815565162423,,,,,-0.24536910285138533,0.07552877378662534,0.36751610575648946,glioma_mibitof:UCSF_TA4_R2C3_whole_cell.tiff,3993,2599,,,
clustering,Piecewise Linear Fit,0.99999999926787,0.209847330404141,-0.07942042743058537,1.0,0.9707579838399384,1.000568347376611,0.41969466109295867,0.14742864964958066,0.3586034391629427,,,,,glioma_mibitof:UCSF_TA4_R2C3_whole_cell.tiff,3993,2599,,,
degree,Piecewise Linear Fit,0.99999997852618,0.020910267180467595,-0.14037696693884602,1.0,0.17306556408741877,1.0033856337672096,0.041820534361262186,12.788778424050943,1.637573621638433,,,,,glioma_mibitof:UCSF_TA4_R5C3_whole_cell.tiff,1793,1693,,,
pagerank,Exponential Saturation Fit,0.9999995642266254,0.0009073805798615613,-0.12656693783918335,1.0,0.040756054341405785,1.0011249600446581,,,,,,,,glioma_mibitof:UCSF_TA4_R5C3_whole_cell.tiff,1793,1693,0.0001333601302126721,763.8982430252624,0.00046015624709640684
betweenness,Piecewise Linear Fit,0.9999999680251543,0.08218342107681664,-0.6386213412564266,1.0,0.5440047253396337,1.0021278926949115,0.1643669866338446,0.0001137642592600044,5.290605885198132e-06,,,,,glioma_mibitof:UCSF_TA4_R5C3_whole_cell.tiff,1793,1693,,,
closeness,Piecewise Linear Fit,0.9999995327295799,0.02234384032800607,0.1212139921758078,0.8836385115180153,0.17780748663101603,1.0059227773171107,0.04468768065465232,-3.286239751541037,0.6791924003346783,,,,,glioma_mibitof:UCSF_TA4_R5C3_whole_cell.tiff,1793,1693,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.3451438697156358,,,,glioma_mibitof:UCSF_TA4_R5C3_whole_cell.tiff,1793,1693,,,
degree,Piecewise Linear Fit,0.9999996212409068,0.13767760566092535,-0.12386531689788559,1.0,0.8066429418742586,1.0061069246477043,0.2753552113360666,1.93698689694055,1.886301639746415,,,,,glioma_mibitof:UCSF_TA4_R6C3_whole_cell.tiff,1832,1686,,,
pagerank,Michaelis-Menten Fit,0.9999990002650582,0.0003454158416870482,-0.17709296904707542,1.0,0.06287069988137604,1.0028709447523587,,,,,0.00017990364943772414,0.0003459078964806597,0.000417686461345306,glioma_mibitof:UCSF_TA4_R6C3_whole_cell.tiff,1832,1686,,,
betweenness,Piecewise Linear Fit,0.9999998548082949,0.058526866706781346,-0.5101694879967953,1.0,0.4199288256227758,1.0048623263008083,0.11705405413954323,3.6496492494828974e-05,2.050823842955111e-06,,,,,glioma_mibitof:UCSF_TA4_R6C3_whole_cell.tiff,1832,1686,,,
closeness,Piecewise Linear Fit,0.9999997916698725,0.050589866260938234,0.1030949852871645,0.896797153024911,0.36177248677248675,1.0096565020782493,0.1011797325139868,-1.282452083256413,0.6941927088096551,,,,,glioma_mibitof:UCSF_TA4_R6C3_whole_cell.tiff,1832,1686,,,
clustering,Piecewise Linear Fit,0.9999999759832976,0.13406032858796496,-0.08343019703872497,1.0,0.7900355871886121,1.000037451994629,0.26812065730185897,0.21291432255340523,0.31357933329996296,,,,,glioma_mibitof:UCSF_TA4_R6C3_whole_cell.tiff,1832,1686,,,
degree,Exponential Saturation Fit,0.9999996116992598,0.003247040589032124,-0.14507798344322048,1.0,0.08630245447347586,1.0022129761921985,,,,,,,,glioma_mibitof:UCSF_TA4_R2C4_whole_cell.tiff,3797,2526,0.7699184900591187,213.4704391350629,2.268505022158631
pagerank,Piecewise Linear Fit,0.9999998622726416,0.0030396260011588383,-0.10005427074411294,1.0,0.051860649247822646,1.0034978008759567,0.006079252053315907,0.011920516214110242,0.000325908614549786,,,,,glioma_mibitof:UCSF_TA4_R2C4_whole_cell.tiff,3797,2526,,,
betweenness,Piecewise Linear Fit,0.9999999952628134,0.02337406301135685,-0.5592375031897999,1.0,0.2007125890736342,1.0018419794207698,0.04674812714052316,0.0041821193230635436,7.704397920327444e-05,,,,,glioma_mibitof:UCSF_TA4_R2C4_whole_cell.tiff,3797,2526,,,
closeness,Piecewise Linear Fit,0.999999984524141,0.024062821890237143,0.08276934459340717,0.9631828978622328,0.20674064940402795,1.0004110260239654,0.04812564377586336,-1.0437343279417564,0.3285511253489501,,,,,glioma_mibitof:UCSF_TA4_R2C4_whole_cell.tiff,3797,2526,,,
clustering,Piecewise Linear Fit,0.9999999922942648,0.05879766655734175,-0.08268039015564363,1.0,0.43705463182897863,1.0010871445002232,0.1175953331364579,0.5400634038404858,0.352308402111953,,,,,glioma_mibitof:UCSF_TA4_R2C4_whole_cell.tiff,3797,2526,,,
degree,Exponential Saturation Fit,0.9999999463637766,0.0031892487486319876,-0.12166860123534275,1.0,0.09485396383866482,1.0026971935880857,,,,,,,,glioma_mibitof:UCSF_TA4_R5C2_whole_cell.tiff,7604,3595,0.9283374088479052,217.33870108110807,3.350855876322487
pagerank,Exponential Saturation Fit,0.9999997655106925,0.0019750319730828013,-0.05097171932619704,1.0,0.07816411682892907,1.0013275954813725,,,,,,,,glioma_mibitof:UCSF_TA4_R5C2_whole_cell.tiff,7604,3595,2.7091792192444285e-05,350.9530472783275,0.0002522072259624686
betweenness,Piecewise Linear Fit,0.9999979530022182,0.1603034739152725,-0.8851751880276193,1.0,0.8773296244784423,1.0376607645585765,0.3206069484921179,0.04846132237089242,0.0010077311540140645,,,,,glioma_mibitof:UCSF_TA4_R5C2_whole_cell.tiff,7604,3595,,,
closeness,Exponential Saturation Fit,0.999999999425411,0.012548605095454368,0.17751252938224454,0.99221140472879,0.22960470984020184,1.000652726895106,,,,,,,,glioma_mibitof:UCSF_TA4_R5C2_whole_cell.tiff,7604,3595,-0.032729124685176025,55.23699075245556,0.10855277232772693
clustering,Exponential Saturation Fit,0.9999999681608115,0.002275418207401201,0.07013511632824646,1.0,0.08400556328233658,1.000408242799411,,,,,,,,glioma_mibitof:UCSF_TA4_R5C2_whole_cell.tiff,7604,3595,-0.07352458985029098,304.62408170306907,0.560926178101496
degree,Exponential Saturation Fit,0.9999967194172374,0.002219089287416732,-0.20232356568311374,1.0,0.07370336669699727,1.0054450197499414,,,,,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,4685,2198,1.4522310021955025,312.35659800691775,2.862766983431522
pagerank,Piecewise Linear Fit,0.999999870943395,0.004251628751649483,-0.12084761518060812,1.0,0.06505914467697907,1.009237981182669,0.00850325757632501,0.011644143301249486,0.0003601545405466393,,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,4685,2198,,,
betweenness,Michaelis-Menten Fit,0.9999951318447856,0.23611397205654372,1.118360913981459,1.0,1.0,1.0083578395587445,,,,,-17.65583743047013,35327.88010490094,0.00022351537648309576,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,4685,2198,,,
closeness,Piecewise Linear Fit,0.9999999983022816,0.18583484349431253,-0.1359231674516383,0.9858962693357598,0.9372404245500692,1.0042630694778945,0.3716696871933618,0.18153533517043055,0.21446043986211843,,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,4685,2198,,,
clustering,Exponential Saturation Fit,0.9999999708290417,0.002649361395418099,0.10747821794220697,1.0,0.07961783439490445,1.0016465955466622,,,,,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,4685,2198,-0.1275651684674839,261.62802196129684,0.6572291955523731
degree,Exponential Saturation Fit,0.6309295862458076,0.02284924285472794,-0.2860534090041894,1.0,0.3133116883116883,1.0155085978883618,,,,,,,,glioma_mibitof:Stanford_TA552_R7C1_whole_cell.tiff,7541,3080,2.2831205669448607,30.335639198372196,2.849161731924654
pagerank,Exponential Saturation Fit,0.9999935028845978,0.00253359297378906,-0.17867370444159242,1.0,0.04318181818181818,1.008701732354092,,,,,,,,glioma_mibitof:Stanford_TA552_R7C1_whole_cell.tiff,7541,3080,9.910151922284243e-05,273.58229149909033,0.00022777460750175626
betweenness,Piecewise Linear Fit,0.9999966951301963,0.16958656606008482,-1.4586171930128524,1.0,0.9116883116883117,1.0674019186341603,0.33917313254122994,0.08055214250074519,-0.004295142248094313,,,,,glioma_mibitof:Stanford_TA552_R7C1_whole_cell.tiff,7541,3080,,,
closeness,Michaelis-Menten Fit,0.9999998300884669,0.03735464899723204,0.7038742494819177,0.9788961038961039,1.0,1.0265332764266966,,,,,-0.22312808659687863,0.044540892007258116,0.24636618976216387,glioma_mibitof:Stanford_TA552_R7C1_whole_cell.tiff,7541,3080,,,
clustering,Piecewise Linear Fit,0.9999999999999832,0.23152694953240924,0.07894805994979162,1.0,0.9996753246753247,1.001503723015853,0.4630538987857358,-0.16591981337126763,0.5249994836389157,,,,,glioma_mibitof:Stanford_TA552_R7C1_whole_cell.tiff,7541,3080,,,
degree,Michaelis-Menten Fit,0.9999974866498306,0.005051773595924969,-0.41279704434974707,1.0,0.2778119237861094,1.025502619728311,,,,,5.015596020491885,0.005157120374479236,3.5305257906042784,glioma_mibitof:UCSF_TA3_R3C4_whole_cell.tiff,19983,4881,,,
pagerank,Exponential Saturation Fit,0.9999919700474629,0.002436009150740064,-0.13540569410197106,1.0,0.04179471419791026,1.0105575653838044,,,,,,,,glioma_mibitof:UCSF_TA3_R3C4_whole_cell.tiff,19983,4881,4.911201578397631e-05,284.5412728412775,0.0001567953103414302
betweenness,Piecewise Linear Fit,0.9999996504304326,0.13620766161834483,-1.1596286132670248,1.0,0.7492317148125384,1.0499797392869632,0.2724153239885029,0.03623444084352044,-0.0006793834328460795,,,,,glioma_mibitof:UCSF_TA3_R3C4_whole_cell.tiff,19983,4881,,,
closeness,Michaelis-Menten Fit,0.999998948883329,0.004714040575513148,0.7318706666150817,0.9977463634501127,0.25667351129363447,1.0364374443611721,,,,,-0.23524736667315124,0.004805644708398923,0.27566181493875647,glioma_mibitof:UCSF_TA3_R3C4_whole_cell.tiff,19983,4881,,,
clustering,Piecewise Linear Fit,0.9999999999988878,0.21634861334971914,0.020559109263290055,1.0,0.9803318992009834,1.0002286870704886,0.432697225832088,-0.049887223669171456,0.5357686764440482,,,,,glioma_mibitof:UCSF_TA3_R3C4_whole_cell.tiff,19983,4881,,,
degree,Piecewise Linear Fit,0.9999992776627996,0.034795904895383284,-0.34474418854769096,1.0,0.2706681766704417,1.0145320471754895,0.06959180979143591,10.3971583111498,0.6876330138856573,,,,,glioma_mibitof:UCSF_TA5_R1C2_whole_cell.tiff,572,883,,,
pagerank,Piecewise Linear Fit,0.9999999561173143,0.033706131902406206,-0.11524786444475206,1.0,0.26613816534541335,1.0044734739246575,0.06741226568364497,0.003587986781472565,0.0009284285181931764,,,,,glioma_mibitof:UCSF_TA5_R1C2_whole_cell.tiff,572,883,,,
betweenness,Piecewise Linear Fit,0.999999790466025,0.05072245378171591,-1.2982182242507405,1.0,0.3941109852774632,1.0015705357162576,0.1014449475563332,0.0002536572842497045,-2.9555723179002643e-06,,,,,glioma_mibitof:UCSF_TA5_R1C2_whole_cell.tiff,572,883,,,
closeness,Exponential Saturation Fit,0.9999999381352351,0.012343216660128232,0.11914995570027034,0.7225368063420159,0.18808777429467086,1.0061031500047712,,,,,,,,glioma_mibitof:UCSF_TA5_R1C2_whole_cell.tiff,572,883,-0.1862858615849015,56.15612203685499,0.8748715536755476
clustering,Michaelis-Menten Fit,0.9999993345675414,0.10714549301466988,-0.7041402151572972,1.0,1.0,1.0133133994653065,,,,,0.2719860435990158,0.19495188457270016,0.040532217081130986,glioma_mibitof:UCSF_TA5_R1C2_whole_cell.tiff,572,883,,,
degree,Piecewise Linear Fit,0.9999999958661155,0.18696521234994248,-0.190469054132803,1.0,0.9251893939393939,1.0514845991634743,0.37393042470554394,6.607677770449926,5.250717987208713,,,,,glioma_mibitof:UCSF_TA2_R6C1_whole_cell.tiff,16842,5280,,,
pagerank,Piecewise Linear Fit,0.9999991263577069,0.004214455778185714,-0.10235795824912465,1.0,0.05246212121212121,1.0105632390662904,0.008428911757063362,0.004199925441130338,0.00015522602020287096,,,,,glioma_mibitof:UCSF_TA2_R6C1_whole_cell.tiff,16842,5280,,,
betweenness,Exponential Saturation Fit,0.9999999237584976,0.15431294572211496,-0.9630869210660452,1.0,1.0,1.1111471305684433,,,,,,,,glioma_mibitof:UCSF_TA2_R6C1_whole_cell.tiff,16842,5280,0.015911151635744608,3.3665342654507278,0.00024709642969433044
closeness,Piecewise Linear Fit,0.9999923988621379,0.19533260458561852,-0.2561444014652024,0.9986742424242424,0.9468992983121562,2.938956428595573,0.3906652101758104,0.0388886713092394,0.02205980221453751,,,,,glioma_mibitof:UCSF_TA2_R6C1_whole_cell.tiff,16842,5280,,,
clustering,Piecewise Linear Fit,0.9999999999999885,0.24693777526450642,-0.03747093076734861,1.0,0.999810606060606,1.001022210444354,0.4938755512003527,0.07356566402925349,0.4666401086903591,,,,,glioma_mibitof:UCSF_TA2_R6C1_whole_cell.tiff,16842,5280,,,
degree,Michaelis-Menten Fit,0.9999769731614168,0.2233633940701922,0.22849357809655949,1.0,1.0,1.0158422166572951,,,,,-714082.9415115078,151915.11908501384,5.644921589394929,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,6439,2632,,,
pagerank,Michaelis-Menten Fit,0.9999999048542829,0.00019587072159995344,-0.2700267736077339,1.0,0.023936170212765957,1.010316651601504,,,,,0.0001625849683313532,0.00019604287534618654,0.0002196644895301666,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,6439,2632,,,
betweenness,Piecewise Linear Fit,0.9999999999649369,0.21911407781776335,-1.1243688192199666,1.0,0.9984802431610942,1.0431298425445892,0.43822815675466303,0.03915770746527933,-0.0009490525942804873,,,,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,6439,2632,,,
closeness,Piecewise Linear Fit,0.999998677505843,0.04412768345796877,0.4044207893584418,0.9791033434650456,0.29220023282887075,1.01070978571691,0.08825536690784445,-1.0905031443180848,0.1671097649108912,,,,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,6439,2632,,,
clustering,Piecewise Linear Fit,0.9999999498044913,0.09262129288397777,0.07439271121798907,1.0,0.6367781155015197,1.003315309665339,0.18524258572242452,-0.40684710130854596,0.544220292670234,,,,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,6439,2632,,,
degree,Piecewise Linear Fit,0.9999987241618074,0.006685503412122662,-0.27071668392418213,1.0,0.06451612903225806,1.0371573201015725,0.013371006824248306,447.80641339816225,8.065024306471159,,,,,glioma_mibitof:Brainiaqc_R2C4_whole_cell.tiff,76061,11005,,,
pagerank,Piecewise Linear Fit,0.9999885038747305,0.004768308054145643,-0.15263546749672355,1.0,0.049977283053157656,1.0469991555109868,0.009536616483112072,0.0025443135256914226,6.735183727767773e-05,,,,,glioma_mibitof:Brainiaqc_R2C4_whole_cell.tiff,76061,11005,,,
betweenness,Piecewise Linear Fit,0.9999989160074158,0.14840578008367236,-0.9642264173535711,1.0,0.8378009995456611,1.122898451352766,0.29681156184410395,0.01770150150700946,9.746397330488193e-05,,,,,glioma_mibitof:Brainiaqc_R2C4_whole_cell.tiff,76061,11005,,,
closeness,Piecewise Linear Fit,0.9999891724939796,0.19886357958442588,-0.24074938276156974,0.9998182644252612,0.9546487321639553,3.0362285904544657,0.3977271601455598,0.04072119827159634,0.025538522803025255,,,,,glioma_mibitof:Brainiaqc_R2C4_whole_cell.tiff,76061,11005,,,
clustering,Piecewise Linear Fit,0.9999930308267991,0.006868886388505514,0.13152306160815272,1.0,0.06551567469332122,1.0842094225742969,0.013737772776892792,-11.618629632701044,0.6865983271429196,,,,,glioma_mibitof:Brainiaqc_R2C4_whole_cell.tiff,76061,11005,,,
degree,Exponential Saturation Fit,0.9999990240360768,0.05946592479081568,0.32363446363361453,1.0,0.7973455844818785,1.0405697985037998,,,,,,,,glioma_mibitof:UCSF_TA5_R1C4_whole_cell.tiff,2728,1959,-2.007194659232977,11.598643810111284,4.09054392400879
pagerank,Exponential Saturation Fit,0.9999999945345884,0.2251284276771904,0.036549652004968416,1.0,1.0,1.0001079341310875,,,,,,,,glioma_mibitof:UCSF_TA5_R1C4_whole_cell.tiff,2728,1959,-0.0001343095417223422,0.6554458421856553,0.0005225553751313209
betweenness,Piecewise Linear Fit,0.9999982400359757,0.058606309566161724,0.8909568627090394,1.0,0.4849412965798877,1.041374687258784,0.11721261224479468,-0.0017018095058701735,0.00021168015073668635,,,,,glioma_mibitof:UCSF_TA5_R1C4_whole_cell.tiff,2728,1959,,,
closeness,Piecewise Linear Fit,0.9999997272016484,0.0927715361396038,-0.20408951646123288,0.9045431342521695,0.6743792325056434,1.0191368646152066,0.1855430722995253,0.9132089115937071,0.3303911588013022,,,,,glioma_mibitof:UCSF_TA5_R1C4_whole_cell.tiff,2728,1959,,,
clustering,Exponential Saturation Fit,0.9999999836180377,0.10846632733643646,0.1382164167055701,1.0,1.0,1.0022340130999066,,,,,,,,glioma_mibitof:UCSF_TA5_R1C4_whole_cell.tiff,2728,1959,-0.10611379829701542,5.887299807772641,0.41241805982772284
degree,Piecewise Linear Fit,0.9999983496375107,0.003708291183801265,-0.1881355938937158,1.0,0.06060606060606061,1.003688106608903,0.007416582367610245,96.14909395874211,1.5386206521074,,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,2236,2013,,,
pagerank,Michaelis-Menten Fit,0.9999986144035858,0.001403092242993959,-0.1295562229907471,1.0,0.12816691505216096,1.0027197735577922,,,,,0.00011549181920602365,0.0014110687890376988,0.0003868755352928354,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,2236,2013,,,
betweenness,Piecewise Linear Fit,0.9999999826792959,0.15580621511887668,0.6194348894915574,1.0,0.8643815201192251,1.005989691227436,0.31161208549602804,-9.039011159281457e-05,3.681903980066698e-05,,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,2236,2013,,,
closeness,Piecewise Linear Fit,0.9999999094107009,0.13026444434785722,-0.08812662975671,0.9140586189766517,0.7804347826086957,1.0032090368499342,0.2605288887847818,0.29250745451273213,0.394266793910245,,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,2236,2013,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.31763063894211435,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,2236,2013,,,
degree,Piecewise Linear Fit,0.9999999698832193,0.07275936980005308,0.04496620047697022,1.0,0.5021374547846104,1.0018048325065878,0.14551873959411016,-2.4270112126641283,4.103710944335476,,,,,glioma_mibitof:UCSF_TA4_R2C5_whole_cell.tiff,5849,3041,,,
pagerank,Piecewise Linear Fit,0.999997690819104,0.003177598263276939,-0.09969910316112898,1.0,0.040776060506412366,1.0041393241155772,0.0063551965939485,0.009429826181515638,0.00027058208094432194,,,,,glioma_mibitof:UCSF_TA4_R2C5_whole_cell.tiff,5849,3041,,,
betweenness,Piecewise Linear Fit,0.9999999985079894,0.20508140989186913,-0.5325032847989747,1.0,0.9664584018414996,1.005129899443457,0.41016282104637264,0.032484686174097464,0.0058487255167147525,,,,,glioma_mibitof:UCSF_TA4_R2C5_whole_cell.tiff,5849,3041,,,
closeness,Exponential Saturation Fit,0.9999999926727705,0.038818045281250275,0.46542952466146464,0.9868464320947057,0.5601466177940686,1.01121099421298,,,,,,,,glioma_mibitof:UCSF_TA4_R2C5_whole_cell.tiff,5849,3041,-0.09837489085767843,17.8526046295797,0.1548469810383625
clustering,Piecewise Linear Fit,0.9999997006696082,0.04680432562447682,0.13140323686113858,1.0,0.3479118710950345,1.0086516333564612,0.09360865124197888,-1.342116362344442,0.5408633038157529,,,,,glioma_mibitof:UCSF_TA4_R2C5_whole_cell.tiff,5849,3041,,,
degree,Piecewise Linear Fit,0.9999999272295105,0.043829577886815914,0.10586787989253835,1.0,0.36242038216560507,1.0041090960248147,0.08765915577181682,-4.829802094956348,2.2112388279875193,,,,,glioma_mibitof:UCSF_TA5_R3C5_whole_cell.tiff,1471,1570,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0006369426751592359,,,,glioma_mibitof:UCSF_TA5_R3C5_whole_cell.tiff,1471,1570,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,3.215014982622246e-06,,,,glioma_mibitof:UCSF_TA5_R3C5_whole_cell.tiff,1471,1570,,,
closeness,Michaelis-Menten Fit,0.9999998708952672,0.22912109194960972,-0.0594124270042179,0.8598726114649682,1.0,1.0011629502113022,,,,,3455.3672222507926,19838.06948093485,0.6317958945852331,glioma_mibitof:UCSF_TA5_R3C5_whole_cell.tiff,1471,1570,,,
clustering,Michaelis-Menten Fit,0.9999999270786435,0.006004714043188291,0.2634756977284714,1.0,0.44140127388535033,1.0046418580705077,,,,,-0.21976136174795138,0.006155332856626474,0.5203969555916613,glioma_mibitof:UCSF_TA5_R3C5_whole_cell.tiff,1471,1570,,,
degree,Exponential Saturation Fit,0.9999999667136084,0.031397773935248396,0.06940667514297813,1.0,0.47957078002476267,1.0015409703726499,,,,,,,,glioma_mibitof:UCSF_TA4_R6C5_whole_cell.tiff,4077,2423,-0.4878800125409505,22.0757061808349,3.7585156633084127
pagerank,Michaelis-Menten Fit,0.9999986496851925,0.00035502444625553974,-0.14628723014610562,1.0,0.0610813041683863,1.0030739741913706,,,,,0.00010605816012835404,0.00035553812937437484,0.0003092471582601904,glioma_mibitof:UCSF_TA4_R6C5_whole_cell.tiff,4077,2423,,,
betweenness,Piecewise Linear Fit,0.9999999285837604,0.03251894549910546,-0.3560536769345307,1.0,0.27073875361122574,1.0006077639437534,0.06503789344546443,0.0026575869909305334,0.00015629965285987124,,,,,glioma_mibitof:UCSF_TA4_R6C5_whole_cell.tiff,4077,2423,,,
closeness,Michaelis-Menten Fit,0.9999999885442639,0.24594786725732878,0.11598525834247837,0.9475856376392902,1.0,1.000831643616712,,,,,-90.6827281097999,617.9450653948442,0.3471367667823107,glioma_mibitof:UCSF_TA4_R6C5_whole_cell.tiff,4077,2423,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.47086926692787195,,,,glioma_mibitof:UCSF_TA4_R6C5_whole_cell.tiff,4077,2423,,,
degree,Piecewise Linear Fit,0.9999999999999736,0.24472511358878424,0.19828663672275074,1.0,0.9996025437201908,1.010858097752783,0.48945022715603603,-2.2730739935059567,3.3617033083493597,,,,,glioma_mibitof:UCSF_TA3_R6C5_whole_cell.tiff,3792,2516,,,
pagerank,Piecewise Linear Fit,0.9999971725421457,0.002026266279065395,-0.13687689814572354,1.0,0.04332273449920509,1.0052000910539758,0.004052532575176337,0.023774730138907664,0.0003037768185486061,,,,,glioma_mibitof:UCSF_TA3_R6C5_whole_cell.tiff,3792,2516,,,
betweenness,Michaelis-Menten Fit,0.99999991910014,0.24472469936481817,0.6377162299610665,1.0,1.0,1.0017120371174528,,,,,-495.68009859516053,144588.034751747,0.002154553929457211,glioma_mibitof:UCSF_TA3_R6C5_whole_cell.tiff,3792,2516,,,
closeness,Piecewise Linear Fit,0.9999999999999737,0.24472511349337553,-0.2832144808865232,0.9578696343402225,0.9995850622406639,1.0072026825971396,0.4894502271333831,0.3337946684494997,0.2067434226901089,,,,,glioma_mibitof:UCSF_TA3_R6C5_whole_cell.tiff,3792,2516,,,
clustering,Michaelis-Menten Fit,0.9999999943582963,0.24471799464450913,0.10601275777581955,1.0,1.0,1.0006298126281308,,,,,-1341.5856440810069,8412.585789110539,0.40714037515615614,glioma_mibitof:UCSF_TA3_R6C5_whole_cell.tiff,3792,2516,,,
degree,Michaelis-Menten Fit,0.9999999800284999,0.019238944546397917,-0.2614070094455288,1.0,0.9704049844236761,1.0181686828749485,,,,,2.0667300424631847,0.020883928309332406,2.8000186681967913,glioma_mibitof:UCSF_TA4_R98C2_whole_cell.tiff,4259,1926,,,
pagerank,Michaelis-Menten Fit,0.9999922079036055,0.00035641615063873626,-0.2419501819067258,1.0,0.05036344755970924,1.0111686183740285,,,,,0.00020427332773735306,0.0003569373557152319,0.0003197688673552441,glioma_mibitof:UCSF_TA4_R98C2_whole_cell.tiff,4259,1926,,,
betweenness,Piecewise Linear Fit,0.9999971208284422,0.04073286212043305,-0.9311911048981872,1.0,0.3047767393561786,1.0055524547740158,0.08146572748893026,0.0025081316177185437,7.549151766677715e-06,,,,,glioma_mibitof:UCSF_TA4_R98C2_whole_cell.tiff,4259,1926,,,
closeness,Piecewise Linear Fit,0.9999994805509441,0.05291192247331184,0.2304831906267457,0.9745586708203531,0.3947789025039957,1.0193823122059158,0.10582384493893565,-1.3764744586603652,0.3888285325341253,,,,,glioma_mibitof:UCSF_TA4_R98C2_whole_cell.tiff,4259,1926,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5405681949295656,,,,glioma_mibitof:UCSF_TA4_R98C2_whole_cell.tiff,4259,1926,,,
degree,Piecewise Linear Fit,0.9999999999999541,0.2478925166692192,-0.26697355734761996,1.0,0.9994425863991081,1.0259460576361472,0.4957850333556419,2.881904273034885,1.961527316168166,,,,,glioma_mibitof:UCSF_TA4_R1C2_whole_cell.tiff,2206,1794,,,
pagerank,Piecewise Linear Fit,0.9999999992367602,0.1597177359266085,-0.04580284387681823,1.0,0.8405797101449275,1.0021331852741169,0.3194356718919988,0.00015968677143541728,0.0005313344689865819,,,,,glioma_mibitof:UCSF_TA4_R1C2_whole_cell.tiff,2206,1794,,,
betweenness,Piecewise Linear Fit,0.999999855229746,0.1856929410946686,-0.840226597074199,1.0,0.9225195094760312,1.0213738944649424,0.371386571686293,5.386330992625741e-05,1.9018921311100536e-06,,,,,glioma_mibitof:UCSF_TA4_R1C2_whole_cell.tiff,2206,1794,,,
closeness,Piecewise Linear Fit,0.9999999963405001,0.18250857243780638,0.16581746360472613,0.9124860646599777,0.9102015882712279,1.016379976046457,0.3650171447934633,-0.4443331679858416,0.57015415019659,,,,,glioma_mibitof:UCSF_TA4_R1C2_whole_cell.tiff,2206,1794,,,
clustering,Michaelis-Menten Fit,0.9999998411912712,0.1760065925004195,-0.19948454676812089,1.0,1.0,1.0048360211094864,,,,,0.3460788425893178,0.6069438171956636,0.31219805330425743,glioma_mibitof:UCSF_TA4_R1C2_whole_cell.tiff,2206,1794,,,
