,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c
closeness,Piecewise Linear Fit,0.9999999999991622,0.2364258227885868,0.8382947836334778,0.8663697104677061,0.9948586118251928,1.0598486541187297,0.47285164552697406,-0.9419453720481729,0.48835879877167937,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,1819,1796,,,
clustering,Piecewise Linear Fit,0.999999999998403,0.2382352940121885,-0.4903365144657905,1.0,0.9961024498886414,1.0145496270060097,0.4764705881514651,0.37491313213293903,0.09283805618037785,,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,1819,1796,,,
degree,Exponential Saturation Fit,0.9998284653356856,0.011965975109161534,-0.3999418487927879,1.0,0.17061435973353073,1.5968299338788905,,,,,,,,sq_visium:V1_Adult_Mouse_Brain,5242,2702,2.287214231520305,57.9265103083144,1.7158263723525413
pagerank,Piecewise Linear Fit,0.9996932311204456,0.008683332272329147,-0.21080739305830234,1.0,0.050333086602516654,1.2058868929132367,0.017366664776614443,0.0074870464064651756,0.00024338512507374887,,,,,sq_visium:V1_Adult_Mouse_Brain,5242,2702,,,
betweenness,Piecewise Linear Fit,0.9999972296181457,0.15704582531666908,-1.0585633798825977,1.0,0.8923019985196151,1.2324721953702527,0.3140916506333632,1256.8587590833386,-10.919987463279769,,,,,sq_visium:V1_Adult_Mouse_Brain,5242,2702,,,
closeness,Piecewise Linear Fit,0.9998902025886481,0.010046420562895793,0.5786504233552452,0.9996299037749815,0.05516475379489078,1.0329613272395042,0.020092841125294345,-4.040868832492307,0.11075307754484055,,,,,sq_visium:V1_Adult_Mouse_Brain,5242,2702,,,
clustering,Piecewise Linear Fit,,0.0,0.0,1.0,0.31199111769059956,,0.08961922673865852,0.0,0.0,,,,,sq_visium:V1_Adult_Mouse_Brain,5242,2702,,,
degree,Piecewise Linear Fit,0.9999981629306122,0.057371705054535156,-0.3076687135977309,1.0,0.35119798234552335,1.0320881082862647,0.114743410109592,21.993457758549813,2.8393693673267237,,,,,TNBC_mibitof:p36_labeledcellData.tiff,7795,3172,,,
pagerank,Exponential Saturation Fit,0.999998124788891,0.002777061769859275,-0.1510015250688838,1.0,0.04665825977301387,1.00609503918718,,,,,,,,TNBC_mibitof:p36_labeledcellData.tiff,7795,3172,8.323313667017524e-05,249.59688928801398,0.00023398701094019938
betweenness,Piecewise Linear Fit,0.9999994038850358,0.07106487261041995,-0.9262945480706831,1.0,0.441046658259773,1.0114365174932654,0.142129748474808,0.004367889945406671,2.4698825703523577e-05,,,,,TNBC_mibitof:p36_labeledcellData.tiff,7795,3172,,,
closeness,Exponential Saturation Fit,0.9999993065700999,0.029444752299304117,0.40021050136174724,0.9766708701134931,0.3867010974822466,1.024347300063407,,,,,,,,TNBC_mibitof:p36_labeledcellData.tiff,7795,3172,-0.24843016535734863,23.540275354573435,0.4345852798998131
clustering,Michaelis-Menten Fit,0.999999894059829,0.010725366115484383,-0.22494448455134422,1.0,0.6661412358133669,1.0055858921435492,,,,,0.19948767655247934,0.011215560075613255,0.33599336693062637,TNBC_mibitof:p36_labeledcellData.tiff,7795,3172,,,
degree,Exponential Saturation Fit,0.9999999089983652,0.008627433234656008,-0.23349149691448398,1.0,0.15461465271170313,1.005725556314762,,,,,,,,tuberculosis_mibitof:segmentationmask_SampleID42.tif,2568,2102,0.9476793204578994,80.34222480796299,1.555526147429641
pagerank,Piecewise Linear Fit,0.9999981598877992,0.006339366334063278,-0.13237844467974433,1.0,0.06707897240723121,1.0035983604579255,0.012678732811294943,0.008855818801926388,0.00036794895670971074,,,,,tuberculosis_mibitof:segmentationmask_SampleID42.tif,2568,2102,,,
betweenness,Piecewise Linear Fit,0.9999998192656628,0.06052394681993271,-1.1323053740488171,1.0,0.46907706945765937,1.006043021390052,0.12104789571701512,0.005827596075023804,-4.1212706277971835e-05,,,,,tuberculosis_mibitof:segmentationmask_SampleID42.tif,2568,2102,,,
closeness,Piecewise Linear Fit,0.9999993665720229,0.03229166603864607,0.23081253965745893,0.9062797335870599,0.26246719160104987,1.010829762183169,0.06458333207455741,-2.361576667217047,0.4066539678105559,,,,,tuberculosis_mibitof:segmentationmask_SampleID42.tif,2568,2102,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.24389017262471116,,,,tuberculosis_mibitof:segmentationmask_SampleID42.tif,2568,2102,,,
degree,Piecewise Linear Fit,0.9999999641642083,0.1905010438830255,-0.29757983265744153,1.0,0.9248979591836735,1.0214759434470888,0.38100208778446365,2.0692470090590347,0.9304717089746531,,,,,tuberculosis_mibitof:segmentationmask_SampleID65.tif,796,1225,,,
pagerank,Michaelis-Menten Fit,0.9999999316955823,0.01592914722051407,-0.17653112304985896,1.0,0.8326530612244898,1.0048255510728326,,,,,0.0002652123351270228,0.0170436240181456,0.0005976636310047284,tuberculosis_mibitof:segmentationmask_SampleID65.tif,796,1225,,,
betweenness,Piecewise Linear Fit,0.9999993479407374,0.15115549140453144,-0.8914814802038848,1.0,0.7951020408163265,1.0123195796497921,0.30231166375156615,4.4395963152182214e-05,8.168331273076707e-07,,,,,tuberculosis_mibitof:segmentationmask_SampleID65.tif,796,1225,,,
closeness,Piecewise Linear Fit,0.9999999062503381,0.1544885174523028,0.16031863055156043,0.7216326530612245,0.7839366515837104,1.0197586670675782,0.30897703485840733,-0.6688061067810098,0.747807310393674,,,,,tuberculosis_mibitof:segmentationmask_SampleID65.tif,796,1225,,,
clustering,Piecewise Linear Fit,0.9999999966502007,0.19420265616374424,-0.3875817024824532,1.0,0.9314285714285714,1.0036614618110027,0.38840531249083315,0.2377827531768428,0.07296597809707167,,,,,tuberculosis_mibitof:segmentationmask_SampleID65.tif,796,1225,,,
degree,Michaelis-Menten Fit,0.9999999624181796,0.007565159543498691,-0.2588055431610882,1.0,0.4912109375,1.0046652075327829,,,,,0.8287390114188408,0.00780667201007192,1.1680699367898846,tuberculosis_mibitof:segmentationmask_SampleID61.tif,1944,2048,,,
pagerank,Exponential Saturation Fit,0.9999995873275861,0.003098934814223974,-0.1602077450593844,1.0,0.078125,1.0024232829695403,,,,,,,,tuberculosis_mibitof:segmentationmask_SampleID61.tif,1944,2048,0.00013624993459875046,223.67248366565673,0.00035710390826925603
betweenness,Piecewise Linear Fit,0.9999999110998513,0.070155840972784,-0.6842669212891644,1.0,0.47021484375,1.0100570450551147,0.14031172932701175,0.0002961321370595017,9.58609648002282e-06,,,,,tuberculosis_mibitof:segmentationmask_SampleID61.tif,1944,2048,,,
closeness,Piecewise Linear Fit,0.9999999250894543,0.06763787716470149,0.21603857074996705,0.81884765625,0.4394752534287418,1.0168494226739249,0.13527575431878153,-1.273613941889003,0.48489067021115373,,,,,tuberculosis_mibitof:segmentationmask_SampleID61.tif,1944,2048,,,
clustering,Piecewise Linear Fit,0.9999999948413381,0.18417958861445327,-0.22035574997381754,1.0,0.93212890625,1.0020640484011236,0.36835917741892343,0.1938561261808613,0.1263261095431763,,,,,tuberculosis_mibitof:segmentationmask_SampleID61.tif,1944,2048,,,
degree,Piecewise Linear Fit,0.9999988936265506,0.007564296396475521,-0.3274008868247939,1.0,0.0712041884816754,1.0180446127271168,0.015128592792957803,223.68582642143656,3.476029416425905,,,,,TNBC_mibitof:p38_labeledcellData.tiff,16038,4775,,,
pagerank,Piecewise Linear Fit,0.9999991788035475,0.004642285306024359,-0.15009543264869668,1.0,0.05109947643979058,1.0123796172107276,0.009284570768495367,0.00593465626629202,0.00015600192301752028,,,,,TNBC_mibitof:p38_labeledcellData.tiff,16038,4775,,,
betweenness,Piecewise Linear Fit,0.9999999999999517,0.24295065403387486,-0.8289887265802024,1.0,0.9997905759162303,1.0345393381748929,0.485901309164149,0.044317917174214586,0.0022211276655376556,,,,,TNBC_mibitof:p38_labeledcellData.tiff,16038,4775,,,
closeness,Piecewise Linear Fit,0.9999999945939203,0.16528079214084784,-0.1733762882471999,0.9966492146596858,0.8974574490439168,1.0005193445259,0.3305615852040895,0.03583736084219715,0.02824077192858029,,,,,TNBC_mibitof:p38_labeledcellData.tiff,16038,4775,,,
clustering,Piecewise Linear Fit,0.9999989948954271,0.00504286434803907,0.08945174612169685,1.0,0.05340314136125655,1.0027739951191947,0.010085728695981283,-10.412247528469754,0.6395005856954107,,,,,TNBC_mibitof:p38_labeledcellData.tiff,16038,4775,,,
degree,Michaelis-Menten Fit,0.9999991913989398,0.0015806670949244216,-0.2630608525139652,1.0,0.14150943396226415,1.0019376500912176,,,,,0.7725299101400451,0.0015910002188885555,1.078557972894993,tuberculosis_mibitof:segmentationmask_SampleID54.tif,1536,1696,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0005896226415094338,,,,tuberculosis_mibitof:segmentationmask_SampleID54.tif,1536,1696,,,
betweenness,Piecewise Linear Fit,0.999999713705576,0.04433171240332545,-0.7908070457723267,1.0,0.34846698113207547,1.004064694049329,0.08866343968184437,0.0005960488850314987,6.989882517150409e-06,,,,,tuberculosis_mibitof:segmentationmask_SampleID54.tif,1536,1696,,,
closeness,Michaelis-Menten Fit,0.9999999572839701,0.002327351257042133,0.29157613025328843,0.7995283018867925,0.19469026548672566,1.0088774503020344,,,,,-0.31795797061137315,0.0023498220214157226,0.700835727289471,tuberculosis_mibitof:segmentationmask_SampleID54.tif,1536,1696,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.15464398023360285,,,,tuberculosis_mibitof:segmentationmask_SampleID54.tif,1536,1696,,,
degree,Michaelis-Menten Fit,0.9999597442243261,0.007780396784948483,-0.34990905825882523,1.0,0.48021327014218007,1.0587702383274413,,,,,6.0033588936138775,0.008033926191622635,5.487371685779348,glioma_mibitof:UCSF_TA1_R99C1_whole_cell.tiff,45994,8440,,,
pagerank,Piecewise Linear Fit,0.9999927063320911,0.004967002396448407,-0.1796024603395902,1.0,0.03767772511848341,1.0435783451748069,0.00993400506453446,0.003657079489035779,8.297372495563336e-05,,,,,glioma_mibitof:UCSF_TA1_R99C1_whole_cell.tiff,45994,8440,,,
betweenness,Exponential Saturation Fit,0.9999999823784149,0.19059044205310408,-1.0156092914513952,1.0,1.0,1.1503057332224045,,,,,,,,glioma_mibitof:UCSF_TA1_R99C1_whole_cell.tiff,45994,8440,0.013129354142736013,1.9075671268167018,-6.150684976072261e-05
closeness,Piecewise Linear Fit,0.9999999999999539,0.23401569434088218,-0.21051287360418539,0.9992890995260664,0.9956129950201565,1.0080245032195745,0.46803139008790334,0.03328485442816855,0.02921178126325618,,,,,glioma_mibitof:UCSF_TA1_R99C1_whole_cell.tiff,45994,8440,,,
clustering,Piecewise Linear Fit,0.9999994410256421,0.0080803134122382,0.14398231370153614,1.0,0.057345971563981045,1.0491527443692712,0.016160626824324117,-10.612616432252,0.6813352150106036,,,,,glioma_mibitof:UCSF_TA1_R99C1_whole_cell.tiff,45994,8440,,,
degree,Piecewise Linear Fit,0.9999999999844134,0.23139457002024824,0.18837125450696218,1.0,0.9968911917098445,1.0076678160748203,0.46278914001606175,-1.8939657016455755,2.764794019750542,,,,,tuberculosis_mibitof:segmentationmask_SampleID21.tif,2385,1930,,,
pagerank,Piecewise Linear Fit,0.9999999999632281,0.22940579136559283,0.061194953173438406,1.0,0.9958549222797928,1.0013005667375818,0.45881124417311725,-0.00013551931749924593,0.0005391191909943697,,,,,tuberculosis_mibitof:segmentationmask_SampleID21.tif,2385,1930,,,
betweenness,Piecewise Linear Fit,0.9999987419261839,0.03185458865331928,-1.2269333208063553,1.0,0.2621761658031088,1.0079672025614366,0.06370917741091886,0.06109416014748062,-0.00035995571117461173,,,,,tuberculosis_mibitof:segmentationmask_SampleID21.tif,2385,1930,,,
closeness,Piecewise Linear Fit,0.9999999046635848,0.016202134858865402,0.2618309028597617,0.8844559585492228,0.1611013473930873,1.007596227560307,0.03240426971713913,-5.476841719760111,0.4276443009085518,,,,,tuberculosis_mibitof:segmentationmask_SampleID21.tif,2385,1930,,,
clustering,Piecewise Linear Fit,0.9999999753893549,0.12460896958283789,0.13837029995132977,1.0,0.7818652849740932,1.0018589818248378,0.24921793907154718,-0.26476317968692265,0.2714235752159537,,,,,tuberculosis_mibitof:segmentationmask_SampleID21.tif,2385,1930,,,
degree,Piecewise Linear Fit,0.9999999976905829,0.20443596020122243,-0.07352968752645982,1.0,0.9607783520826999,1.0033597186532384,0.4088719204287253,1.555786112144366,4.007522486791726,,,,,TNBC_mibitof:p22_labeledcellData.tiff,7024,3289,,,
pagerank,Exponential Saturation Fit,0.999997977462216,0.0022795701971088183,-0.115048270316309,1.0,0.06141684402553968,1.0046359974993775,,,,,,,,TNBC_mibitof:p22_labeledcellData.tiff,7024,3289,6.311337088698644e-05,304.068546339358,0.000242734093586205
betweenness,Piecewise Linear Fit,0.9999999930610558,0.2178517366678732,-0.9986256367773155,1.0,0.9808452417148069,1.0548148554284291,0.4357034743466721,0.04309945430797897,1.29220058250714e-05,,,,,TNBC_mibitof:p22_labeledcellData.tiff,7024,3289,,,
closeness,Michaelis-Menten Fit,0.9999999891967459,0.12885728603896943,0.673738270773206,0.9863180297962907,1.0,1.0188021733415518,,,,,-0.19355100404735837,0.26987980154246255,0.15538679352545892,TNBC_mibitof:p22_labeledcellData.tiff,7024,3289,,,
clustering,Piecewise Linear Fit,0.9999999913279509,0.037479810666472206,0.05519501018018474,1.0,0.28154454241410765,1.0009609941147641,0.07495962132272131,-0.7332297611744582,0.5253761862258879,,,,,TNBC_mibitof:p22_labeledcellData.tiff,7024,3289,,,
degree,Michaelis-Menten Fit,0.9999988935546533,0.026214795744883973,-0.367063717691064,1.0,1.0,1.0168517588664914,,,,,1.2746692207246701,0.029370028382799257,1.0365882324086877,tuberculosis_mibitof:segmentationmask_SampleID26.tif,2077,2074,,,
pagerank,Michaelis-Menten Fit,0.999999985025472,0.011462027705476566,-0.15372960861223628,1.0,0.6851494696239151,1.0042410745127257,,,,,0.0001360262263888463,0.01202698011056389,0.0003654023333856058,tuberculosis_mibitof:segmentationmask_SampleID26.tif,2077,2074,,,
