,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,constant_c
pagerank,Piecewise Linear Fit,0.999997932265847,0.010415857142365153,-0.04181411379081093,1.0,0.20222222222222222,1.0159210156066074,,,,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,2250,450,0.02083171452528516,0.008659861378539739,0.0020669635694588306,,,,
betweenness,Piecewise Linear Fit,0.9999967385466284,0.18333083251960558,-0.7609739127855224,1.0,0.94,1.1589325471125398,,,,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,2250,450,0.3666616653707731,0.1105861360458053,0.006368127129583835,,,,
closeness,Piecewise Linear Fit,0.9999900414546394,0.19260979575165602,-0.2140861651381727,1.0,0.9533333333333334,2.5951403827043444,,,,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,2250,450,0.38521959185832455,0.10850875476674131,0.07672368993324528,,,,
clustering,Piecewise Linear Fit,0.9999963159290417,0.031278480858374855,0.12238620023956281,1.0,0.3022222222222222,1.0630688139438775,,,,glioma_mibitof:CHOP_907_R10C2_whole_cell.tiff,2250,450,0.06255696171384849,-2.1562490135174057,0.6185209762823572,,,,
degree,Exponential Saturation Fit,0.9999587759814977,0.004644429623907758,-0.08515716792437035,1.0,0.13017031630170317,1.0244370429347265,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,4110,822,,,,1.5871617678711192,149.2426921335791,8.525433630921203,
pagerank,Piecewise Linear Fit,0.9999954083796475,0.007594469343278776,-0.06347159347275559,1.0,0.10948905109489052,1.0255047150605674,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,4110,822,0.015188938843969236,0.009649182556710587,0.0010812583992122473,,,,
betweenness,Piecewise Linear Fit,0.9999992199055454,0.12076293451383388,-0.7482297737006113,1.0,0.7141119221411192,1.1163219627219376,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,4110,822,0.2415258692989955,0.08901627244999788,0.003617199324191574,,,,
closeness,Exponential Saturation Fit,0.9999998576712079,0.0038657924963132664,0.36544743467855595,1.0,0.11678832116788321,1.0246335237728739,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,4110,822,,,,-0.08496306129066578,179.30273867466212,0.15872678672279547,
clustering,Michaelis-Menten Fit,0.9999979556663742,0.008731735313860678,0.2081331336393236,1.0,0.559610705596107,1.0832103717170312,-0.2431378910476995,0.009053653602956582,0.6928885957921531,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,4110,822,,,,,,,
degree,Piecewise Linear Fit,0.999993983543956,0.004580642055302074,-0.12092427236813433,1.0,0.13471502590673576,1.054589418653546,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,965,193,0.009161284110607938,241.5748647871078,8.044349059639828,,,,
pagerank,Piecewise Linear Fit,0.9999920834918352,0.004706573352883431,-0.10079192718879651,1.0,0.13989637305699482,1.0618243021622011,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,965,193,0.009413146714905543,0.10300335053900482,0.004325044964783993,,,,
betweenness,Piecewise Linear Fit,0.9999923272730437,0.16018018936489267,-0.7867927448463737,1.0,0.917098445595855,1.107406620299092,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,965,193,0.3203603788744906,0.2213881940266397,0.00960959071097808,,,,
closeness,Piecewise Linear Fit,0.9999984995169452,0.1601801889654788,-0.21975090642764747,1.0,0.917098445595855,1.7105275666800215,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,965,193,0.32036037809842394,0.19129850538342177,0.10879851715280202,,,,
clustering,Piecewise Linear Fit,0.9999999653835369,0.03250044609783858,0.12913022149170572,1.0,0.39896373056994816,1.065563640393109,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,965,193,0.06500089219310495,-2.5270113538741854,0.7181458429817442,,,,
degree,Exponential Saturation Fit,0.999997701945155,0.0030055360046315756,-0.06042820883369918,1.0,0.1078600114744693,1.0081074919490998,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,8715,1743,,,,1.146924703272254,230.62348260164018,8.916515304516091,
pagerank,Exponential Saturation Fit,0.9999922812104242,0.002909860292494935,-0.04945638303579314,1.0,0.10556511761331039,1.0085093577011086,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,8715,1743,,,,5.4353195598346086e-05,238.2057112963607,0.0005223297279401217,
betweenness,Piecewise Linear Fit,0.999999955281214,0.16964943252753004,-0.7922959510915717,1.0,0.9047619047619048,1.0812518166135878,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,8715,1743,0.33929886563980965,0.05802464542275954,0.0025806102915789594,,,,
closeness,Exponential Saturation Fit,0.999997463409811,0.21778712585714097,-0.2546349362712714,1.0,1.0,2.711032276278155,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,8715,1743,,,,0.0703500294706036,0.9885170062562704,0.03988606839805523,
clustering,Exponential Saturation Fit,0.9999936534117928,0.0070352167962639146,0.10581963278989244,1.0,0.16924842226047046,1.020252449106686,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,8715,1743,,,,-0.11705607589338918,98.5253477593378,0.6116204688910781,
degree,Piecewise Linear Fit,0.9999982197361873,0.005238221410295197,-0.0917113630245749,1.0,0.07835400225479143,1.0172818883525399,,,,glioma_mibitof:CHOP_1101_R9C1_whole_cell.tiff,8870,1774,0.010476442820596876,161.71687741621355,8.389574429406617,,,,
pagerank,Piecewise Linear Fit,0.99999813138957,0.005215361993934072,-0.0708503702624447,1.0,0.07835400225479143,1.0164643890435316,,,,glioma_mibitof:CHOP_1101_R9C1_whole_cell.tiff,8870,1774,0.010430724132777075,0.00719812338157896,0.0004923197294630782,,,,
betweenness,Michaelis-Menten Fit,0.9999999614315942,0.15797477034099355,-0.7138768617941532,1.0,1.0,1.0210047200101138,0.0374573693762793,0.4480877396701746,0.0039132469532386525,glioma_mibitof:CHOP_1101_R9C1_whole_cell.tiff,8870,1774,,,,,,,
closeness,Michaelis-Menten Fit,0.9999901930449024,0.19415440093603156,-0.2634131177223748,1.0,1.0,1.7730023510886512,0.07285886353436254,0.9504609956638423,0.03455863896860277,glioma_mibitof:CHOP_1101_R9C1_whole_cell.tiff,8870,1774,,,,,,,
clustering,Piecewise Linear Fit,0.9999996376242515,0.00954469156588056,0.14963370121086192,1.0,0.1104847801578354,1.0417502586695835,,,,glioma_mibitof:CHOP_1101_R9C1_whole_cell.tiff,8870,1774,0.01908938313156993,-9.984741300225261,0.7321984141936156,,,,
degree,Exponential Saturation Fit,0.999989591982233,0.0045893386363319065,-0.058007745086704594,1.0,0.12177777777777778,1.0104070747027787,,,,glioma_mibitof:CHOP_1101_R8C3_whole_cell.tiff,5625,1125,,,,1.1050480423292102,151.034219828995,8.972480275000384,
pagerank,Exponential Saturation Fit,0.9999877115337764,0.004172736407739973,-0.04772136567508462,1.0,0.11644444444444445,1.0106910586189937,,,,glioma_mibitof:CHOP_1101_R8C3_whole_cell.tiff,5625,1125,,,,8.147498357567077e-05,166.1130456038125,0.0008129155591146076,
betweenness,Piecewise Linear Fit,0.9999983164025028,0.14305842881874725,-0.7231232230934056,1.0,0.8044444444444444,1.0795237344120374,,,,glioma_mibitof:CHOP_1101_R8C3_whole_cell.tiff,5625,1125,0.28611685804412207,0.07036336976415791,0.003854200448434739,,,,
closeness,Exponential Saturation Fit,0.99999994282798,0.2272968017985041,-0.24396148301507764,1.0,1.0,2.647010581916582,,,,glioma_mibitof:CHOP_1101_R8C3_whole_cell.tiff,5625,1125,,,,0.1354184243862246,0.53352609772729,0.04792722782050231,
clustering,Exponential Saturation Fit,0.9999998580022257,0.008091559732016381,0.11348710526628948,1.0,0.17866666666666667,1.0278179598057027,,,,glioma_mibitof:CHOP_1101_R8C3_whole_cell.tiff,5625,1125,,,,-0.13098116849477368,85.66298764140555,0.6425656985349834,
