,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes
pagerank,Exponential Saturation Fit,0.9999984975376903,0.000883886336785836,0.059310395755723916,1.0,0.035147392290249435,1.001970578423889,,,,,-0.0001425690961521642,784.204770599269,0.001273174102213526,,,,glioma_mibitof:Stanford_TA552_R8C2_whole_cell.tiff,2627,882
betweenness,Michaelis-Menten Fit,0.9999998032073261,0.00016076880085523897,0.8609900301526847,1.0,0.030612244897959183,1.410484053801782,,-0.0997822270244674,0.00016088078006087645,0.10779978595645003,,,,,,,glioma_mibitof:Stanford_TA552_R8C2_whole_cell.tiff,2627,882
closeness,Michaelis-Menten Fit,0.9999793840066433,0.006118935464970271,0.08702725509070793,1.0,0.30385487528344673,1.1575971311633673,,-0.019247890979655194,0.0062854470967567974,0.11859572006864273,,,,,,,glioma_mibitof:Stanford_TA552_R8C2_whole_cell.tiff,2627,882
clustering,Constant Fit,,0,0,1.0,0.0,,0.43404608115492466,,,,,,,,,,glioma_mibitof:Stanford_TA552_R8C2_whole_cell.tiff,2627,882
degree,Constant Fit,,0,0,1.0,0.0,,5.970959595959596,,,,,,,,,,glioma_mibitof:UCSF_TA1_R6C4_whole_cell.tiff,4729,1584
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0006313131313131316,,,,,,,,,,glioma_mibitof:UCSF_TA1_R6C4_whole_cell.tiff,4729,1584
betweenness,Michaelis-Menten Fit,0.9999984751867359,7.958171056197648e-06,0.9175603673017638,1.0,0.013888888888888888,1.682664298986146,,-0.1239322867726543,7.958429912825877e-06,0.12949762467519763,,,,,,,glioma_mibitof:UCSF_TA1_R6C4_whole_cell.tiff,4729,1584
closeness,Exponential Saturation Fit,0.9999778064461603,0.01848999349112445,0.07857370351169411,1.0,0.36363636363636365,1.3244309947106836,,,,,-0.013483723954827241,37.48769178880275,0.09254489268117644,,,,glioma_mibitof:UCSF_TA1_R6C4_whole_cell.tiff,4729,1584
clustering,Piecewise Linear Fit,0.9999999905144871,0.05752970249463434,0.021302254924996676,1.0,0.4898989898989899,1.0002121295448796,,,,,,,,0.11505940491810372,-0.16167931328609952,0.4459388370271745,glioma_mibitof:UCSF_TA1_R6C4_whole_cell.tiff,4729,1584
degree,Constant Fit,,0,0,1.0,0.0,,5.910750507099391,,,,,,,,,,glioma_mibitof:UCSF_TA1_R2C3_whole_cell.tiff,1457,493
pagerank,Constant Fit,,0,0,1.0,0.0,,0.002028397565922921,,,,,,,,,,glioma_mibitof:UCSF_TA1_R2C3_whole_cell.tiff,1457,493
betweenness,Exponential Saturation Fit,0.9977274749423148,0.0006953213283665128,0.6956174527714107,1.0,0.0486815415821501,1.1615523820159386,,,,,-0.05619699616308973,996.8731779992705,0.06849210513498598,,,,glioma_mibitof:UCSF_TA1_R2C3_whole_cell.tiff,1457,493
closeness,Piecewise Linear Fit,0.9999999999999335,0.24245160158126425,-0.05711101918383565,1.0,0.9979716024340771,1.1504983715223163,,,,,,,,0.4849032048132821,0.029374652677603294,0.11758135176056728,glioma_mibitof:UCSF_TA1_R2C3_whole_cell.tiff,1457,493
clustering,Constant Fit,,0,0,1.0,0.0,,0.44073361842124514,,,,,,,,,,glioma_mibitof:UCSF_TA1_R2C3_whole_cell.tiff,1457,493
degree,Constant Fit,,0,0,1.0,0.0,,5.987721691678035,,,,,,,,,,glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,17556,5864
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00017053206002728513,,,,,,,,,,glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,17556,5864
betweenness,Michaelis-Menten Fit,0.9999955087783627,1.5765220500405297e-05,0.9492719116479117,1.0,0.00665075034106412,1.46993283496027,,-0.11195022312120356,1.5766224037438813e-05,0.11493781561994272,,,,,,,glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,17556,5864
closeness,Exponential Saturation Fit,0.9999901887568939,0.051249035764932754,0.10835770802985986,1.0,0.642394270122783,1.6722108145210282,,,,,-0.010189057263333487,13.500775116479561,0.05204542524693954,,,,glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,17556,5864
clustering,Piecewise Linear Fit,0.9999999860778687,0.02373755269959677,0.024065558643253028,1.0,0.19236016371077763,1.0011308347358696,,,,,,,,0.04747510538827944,-0.43499473886878454,0.43939160871130073,glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,17556,5864
degree,Constant Fit,,0,0,1.0,0.0,,5.994165375148145,,,,,,,,,,glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,32875,10969
pagerank,Constant Fit,,0,0,1.0,0.0,,9.116601331023796e-05,,,,,,,,,,glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,32875,10969
betweenness,Michaelis-Menten Fit,0.9999988221624129,4.803120541263464e-06,0.9721057827751722,1.0,0.003008478439237852,1.9500942466779758,,-0.15729644794048048,4.803213373969347e-06,0.15955168772057504,,,,,,,glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,32875,10969
closeness,Exponential Saturation Fit,0.9962530127081374,0.07009201271397256,0.17978556975151336,1.0,0.8520375603974838,4.198185983853797,,,,,-0.012706694287417579,9.77896973168288,0.041368731946387356,,,,glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,32875,10969
clustering,Piecewise Linear Fit,0.99999995280163,0.01077891676471714,0.034407825544730694,1.0,0.10247059896070745,1.0021458433616934,,,,,,,,0.02155783352786302,-1.3720107084961464,0.4445976768919803,glioma_mibitof:CHOP_907_R98C3_whole_cell.tiff,32875,10969
degree,Constant Fit,,0,0,1.0,0.0,,5.9796875,,,,,,,,,,glioma_mibitof:Stanford_TA552_R9C3_whole_cell.tiff,7654,2560
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00039062499999999997,,,,,,,,,,glioma_mibitof:Stanford_TA552_R9C3_whole_cell.tiff,7654,2560
betweenness,Michaelis-Menten Fit,0.9999802606479351,5.1162566044701856e-05,0.9200641689184172,1.0,0.01796875,1.4057898020337591,,-0.10422026823891137,5.1173253255013375e-05,0.10873627688225207,,,,,,,glioma_mibitof:Stanford_TA552_R9C3_whole_cell.tiff,7654,2560
closeness,Exponential Saturation Fit,0.9999161406421258,0.0407950734460897,0.10584070223998612,1.0,0.5953125,1.9254626120326555,,,,,-0.014341646186720881,16.98499413359347,0.07490369840403178,,,,glioma_mibitof:Stanford_TA552_R9C3_whole_cell.tiff,7654,2560
clustering,Piecewise Linear Fit,0.9999999701441459,0.0319377692966593,0.032041879551906044,1.0,0.260546875,1.0019513240077567,,,,,,,,0.0638755385787584,-0.4386960501980536,0.45128161509072656,glioma_mibitof:Stanford_TA552_R9C3_whole_cell.tiff,7654,2560
