,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
clustering,Piecewise Linear Fit,0.9999997674533851,0.017169524143395634,-0.09851890332678336,1.0,0.16611295681063123,1.0000848209942672,0.034339048288211826,2.4173166720848522,0.3797771767533451,,,,,glioma_mibitof:UCSF_TA3_R4C5_whole_cell.tiff,1811,1204,,,
degree,Exponential Saturation Fit,0.9999998761805924,0.05527982109520045,-0.23840728070623968,1.0,0.7379002233804914,1.037617085552937,,,,,3.200237970375874,12.499810019141107,5.1005319948063645,glioma_mibitof:UCSF_TA3_R4C2_whole_cell.tiff,9960,2686,,,
pagerank,Piecewise Linear Fit,0.9999983736650556,0.005793432171293882,-0.13430883211458064,1.0,0.06999255398361877,1.0228745404190738,0.011586864493183243,0.007694031656286528,0.00028730834441348716,,,,,glioma_mibitof:UCSF_TA3_R4C2_whole_cell.tiff,9960,2686,,,
betweenness,Piecewise Linear Fit,0.9999999998121147,0.23517883260263356,-0.9000639839768652,1.0,0.9951600893521966,1.0923850870571221,0.47035766622259106,0.046234796888678424,0.0012073017098703511,,,,,glioma_mibitof:UCSF_TA3_R4C2_whole_cell.tiff,9960,2686,,,
closeness,Piecewise Linear Fit,0.9999977626293229,0.02991388911243527,0.1663567391146713,1.0,0.2282204020848846,1.0044860857191469,0.05982777820387273,-0.2849240613118788,0.059757581060388566,,,,,glioma_mibitof:UCSF_TA3_R4C2_whole_cell.tiff,9960,2686,,,
clustering,Piecewise Linear Fit,0.9999983394346934,0.011441427341818217,0.059923482186710286,1.0,0.10722263588979895,1.0037320976183555,0.02288285468288639,-3.051089400957822,0.6174653784342347,,,,,glioma_mibitof:UCSF_TA3_R4C2_whole_cell.tiff,9960,2686,,,
degree,Michaelis-Menten Fit,0.9999962832614635,0.09480732014027428,-0.2624041919832976,1.0,1.0,1.1150062738510105,,,,,,,,glioma_mibitof:UCSF_TA2_R6C1_whole_cell.tiff,38554,5280,9.544795913192942,0.15389100542636636,10.227825914321597
pagerank,Piecewise Linear Fit,0.999995651431946,0.006246928198325991,-0.13274841631220968,1.0,0.06837121212121212,1.0411772784130249,0.012493856744741075,0.0035892696778754714,0.00014648333568486626,,,,,glioma_mibitof:UCSF_TA2_R6C1_whole_cell.tiff,38554,5280,,,
betweenness,Exponential Saturation Fit,0.999999991320429,0.17858035502164232,-0.9593384916316088,1.0,1.0,1.1810450734250177,,,,,0.011521613811723216,2.365440753920718,0.00016825467434320249,glioma_mibitof:UCSF_TA2_R6C1_whole_cell.tiff,38554,5280,,,
closeness,Piecewise Linear Fit,0.9999922831795443,0.1988163703289443,-0.2571869356121652,1.0,0.9528409090909091,3.1577310067873094,0.39763274125728787,0.0663385416432053,0.03809330820020644,,,,,glioma_mibitof:UCSF_TA2_R6C1_whole_cell.tiff,38554,5280,,,
clustering,Piecewise Linear Fit,0.9999949836942764,0.009360939580449219,0.1274474290254827,1.0,0.09223484848484849,1.09185186723906,0.018721879160680053,-8.573221770979458,0.7099515666643802,,,,,glioma_mibitof:UCSF_TA2_R6C1_whole_cell.tiff,38554,5280,,,
degree,Piecewise Linear Fit,0.9999997424440396,0.05631733247659831,0.06997197043235386,1.0,0.45050215208034433,1.0004072826356196,0.11263466494799036,-2.163402475339486,1.8630636608238027,,,,,glioma_mibitof:UCSF_TA4_R2C2_whole_cell.tiff,588,697,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0014347202295552364,,,,glioma_mibitof:UCSF_TA4_R2C2_whole_cell.tiff,588,697,,,
betweenness,Piecewise Linear Fit,0.9999992424988345,0.05190989663796521,0.48025707449993116,1.0,0.43185078909612623,1.0129258121697098,0.10381976239600291,-0.0003362047829294495,5.379190108044168e-05,,,,,glioma_mibitof:UCSF_TA4_R2C2_whole_cell.tiff,588,697,,,
closeness,Constant Fit,,0,0,0.8651362984218077,0.0,,,,,0.5630063829838128,,,,glioma_mibitof:UCSF_TA4_R2C2_whole_cell.tiff,588,697,,,
clustering,Piecewise Linear Fit,0.9999994016875622,0.06430563538755442,0.24415207682618847,1.0,0.49928263988522237,1.0040940056955703,0.12861127075965811,-0.8323955749006342,0.2727670095476073,,,,,glioma_mibitof:UCSF_TA4_R2C2_whole_cell.tiff,588,697,,,
degree,Exponential Saturation Fit,0.999999057679973,0.0029469188902994828,-0.12637685614434366,1.0,0.09253731343283582,1.0058041967760891,,,,,1.3494666855658253,235.2108104391705,4.664324482851985,glioma_mibitof:UCSF_TA4_R3C4_whole_cell.tiff,6972,2345,,,
pagerank,Piecewise Linear Fit,0.9999992629057879,0.0046715719940031465,-0.08740407967243496,1.0,0.08571428571428572,1.0106665894499087,0.009343144114190273,0.007404382016052873,0.00036115915478340224,,,,,glioma_mibitof:UCSF_TA4_R3C4_whole_cell.tiff,6972,2345,,,
betweenness,Piecewise Linear Fit,0.9999999908216369,0.21694417048440676,-0.8882044047054332,1.0,0.9872068230277186,1.1373352434330903,0.43388834171604135,0.05806641218114407,0.0015855674973646258,,,,,glioma_mibitof:UCSF_TA4_R3C4_whole_cell.tiff,6972,2345,,,
closeness,Constant Fit,,0,0,0.9982942430703625,0.0,,,,,0.04354135630091303,,,,glioma_mibitof:UCSF_TA4_R3C4_whole_cell.tiff,6972,2345,,,
clustering,Piecewise Linear Fit,0.9999995592716411,0.011573649988406676,0.13685069452320575,1.0,0.13432835820895522,1.023524082028278,0.023147299976494916,-7.26875339098543,0.6988544010813466,,,,,glioma_mibitof:UCSF_TA4_R3C4_whole_cell.tiff,6972,2345,,,
degree,Michaelis-Menten Fit,0.9999879923792204,0.22336358103234458,0.17926281208764913,1.0,1.0,1.014103293796133,,,,,,,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,14427,2632,-2953021.278475971,352705.1369734135,12.30232733888071
pagerank,Piecewise Linear Fit,0.9999998161698496,0.008252615600872053,-0.13159813581420743,1.0,0.06041033434650456,1.0177488836611515,0.01650523150734101,0.005400981074632466,0.0002941272186240902,,,,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,14427,2632,,,
betweenness,Michaelis-Menten Fit,0.9999999999432766,0.22336333410857137,-1.16094747743445,1.0,1.0,1.081159333071841,,,,,,,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,14427,2632,8381.610628266737,128460.87982396834,-0.0020204091690566384
closeness,Piecewise Linear Fit,0.9999812446794183,0.022641938030791744,0.42050442641371977,0.996580547112462,0.14449104079298514,1.0138626917848501,0.04528387605867122,-1.5549362513761755,0.11893185851985491,,,,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,14427,2632,,,
clustering,Exponential Saturation Fit,0.9999999223840431,0.041647366179397974,0.073196612821227,1.0,0.6242401215805471,1.0116194535756557,,,,,-0.09061379998213316,16.628983216997828,0.6638876760946102,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,14427,2632,,,
degree,Piecewise Linear Fit,0.9999991476752327,0.008892573235012082,-0.18913502098214424,1.0,0.09388971684053651,1.0155194085314971,0.017785146470042826,95.29073016406933,3.632910485931502,,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,5257,2013,,,
pagerank,Piecewise Linear Fit,0.9999984200238131,0.006089772976824053,-0.12090452740439928,1.0,0.07451564828614009,1.0162475048624873,0.012179546090523791,0.008898254302584068,0.0003940028337081018,,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,5257,2013,,,
betweenness,Piecewise Linear Fit,0.9999999999976068,0.24617142844883547,-0.9238304814391715,1.0,0.9995032290114257,1.1004923058744909,0.4923428575549162,0.07491005941468361,0.001520430932704564,,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,5257,2013,,,
closeness,Piecewise Linear Fit,0.9999999582969933,0.07018998030957561,0.2426669569141022,0.9960258320914058,0.5047381546134664,1.0032361355903312,0.1403799605437905,-0.18627739525900708,0.06695444013694635,,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,5257,2013,,,
clustering,Piecewise Linear Fit,0.9999998953173145,0.008892670935941519,0.14083691521721445,1.0,0.09388971684053651,1.0121169975974125,0.017785341871695896,-9.50374114266917,0.6845952512439829,,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,5257,2013,,,
degree,Piecewise Linear Fit,0.9999995204141428,0.01431165531309342,-0.22985533277612857,1.0,0.11376404494382023,1.0120221080263347,0.02862331062623524,59.15882298940085,2.8367895682316786,,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,3141,1424,,,
pagerank,Piecewise Linear Fit,0.9999999881944677,0.004164625313347182,-0.1369721211961624,1.0,0.056179775280898875,1.0095095741657,0.008329250667323566,0.020500649139404033,0.0005379428665859224,,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,3141,1424,,,
betweenness,Piecewise Linear Fit,0.9999999978909611,0.19946795821620245,-0.5695024250253208,1.0,0.9557584269662921,1.0094850126285542,0.3989359179684451,0.02597171179812927,0.003916055561107683,,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,3141,1424,,,
closeness,Piecewise Linear Fit,0.9999999978278864,0.047173589883742706,0.23108080579865412,0.9810393258426966,0.33070866141732286,1.0049977797034535,0.09434717975723783,-0.920676414100717,0.23138149952359063,,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,3141,1424,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5330224706629201,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,3141,1424,,,
degree,Piecewise Linear Fit,0.9999718188021539,0.006747246949406232,-0.2166206995857773,1.0,0.08644222020018198,1.0179954071491693,0.013494493898818074,240.53562208422838,5.869189685027187,,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,9819,2198,,,
pagerank,Piecewise Linear Fit,0.9999978992275671,0.005630335068019724,-0.14012551373640428,1.0,0.07870791628753412,1.0233159026476875,0.011260670248027417,0.01005524943068828,0.0003474120486058059,,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,9819,2198,,,
betweenness,Piecewise Linear Fit,0.9999996392097998,0.020567707592772228,-0.8821468414444428,1.0,0.20928116469517744,1.0037658561864113,0.04113541529255516,0.038440468063508454,0.00010562693916349152,,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,9819,2198,,,
closeness,Piecewise Linear Fit,0.9999999999999369,0.23611555005965462,-0.4819373086673882,0.9977252047315741,0.9995440036479708,1.0310305474642367,0.47223110026809334,0.31739369336264567,0.08055910858446744,,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,9819,2198,,,
clustering,Piecewise Linear Fit,0.9999706437903497,0.007835173680467931,0.10510871336518941,1.0,0.10282074613284804,1.016896466594042,0.015670347360770935,-9.502162524456049,0.782775754248029,,,,,glioma_mibitof:UCSF_TA3_R98C2_whole_cell.tiff,9819,2198,,,
degree,Piecewise Linear Fit,0.9999995554413698,0.01090768595499169,-0.19270776844856116,1.0,0.11836896278701504,1.017981468309937,0.021815371910004773,101.99239513718572,4.660494151296226,,,,,glioma_mibitof:UCSF_TA4_R2C4_whole_cell.tiff,8497,2526,,,
pagerank,Piecewise Linear Fit,0.9999980884174315,0.006447070165415803,-0.11872440570673798,1.0,0.08155186064924783,1.0180233686762854,0.012894140526520097,0.006589115158500763,0.0003153270088076833,,,,,glioma_mibitof:UCSF_TA4_R2C4_whole_cell.tiff,8497,2526,,,
betweenness,Michaelis-Menten Fit,0.999998950841225,0.15470180960458096,-0.992217474609114,1.0,1.0,1.0903441559246505,,,,,,,,glioma_mibitof:UCSF_TA4_R2C4_whole_cell.tiff,8497,2526,0.040484335257169574,0.41836281199823766,8.572198737929764e-05
closeness,Piecewise Linear Fit,0.9999997140888255,0.1495542899415001,-0.2664547959173234,1.0,0.8416468725257323,1.022570330188485,0.2991085803075621,0.0704510918404195,0.029006140329475225,,,,,glioma_mibitof:UCSF_TA4_R2C4_whole_cell.tiff,8497,2526,,,
clustering,Exponential Saturation Fit,0.9999999777979984,0.004217010195118193,0.11676637457453604,1.0,0.10015835312747427,1.0089015023743433,,,,,-0.14500599499157027,164.36933969284485,0.6934265960414062,glioma_mibitof:UCSF_TA4_R2C4_whole_cell.tiff,8497,2526,,,
degree,Piecewise Linear Fit,0.9999993987010931,0.060962038408051394,0.07445787319289865,1.0,0.3608597285067873,1.0022973042420982,0.12192407681380732,-5.311252898482637,4.6723484848738694,,,,,glioma_mibitof:UCSF_TA4_R3C1_whole_cell.tiff,1840,884,,,
pagerank,Michaelis-Menten Fit,0.9999992080326185,0.001311058394634409,-0.15708101140391928,1.0,0.12104072398190045,1.0092505625154056,,,,,,,,glioma_mibitof:UCSF_TA4_R3C1_whole_cell.tiff,1840,884,0.0003119205682780132,0.001318402165900888,0.0008345678483226643
betweenness,Piecewise Linear Fit,0.9999990706013115,0.05749441779488956,-0.9973639009084551,1.0,0.3438914027149321,1.0075955508168544,0.11498883617042457,0.019803623103504014,3.009339639434302e-06,,,,,glioma_mibitof:UCSF_TA4_R3C1_whole_cell.tiff,1840,884,,,
closeness,Piecewise Linear Fit,0.9999998835858198,0.1270681679617396,0.36074772661700644,0.9694570135746606,0.6511085180863477,1.0421070045137104,0.25413633589648055,-0.9412910026008112,0.4511642616479405,,,,,glioma_mibitof:UCSF_TA4_R3C1_whole_cell.tiff,1840,884,,,
clustering,Michaelis-Menten Fit,0.9999999847761498,0.23539058298467067,0.13509267952417817,1.0,1.0,1.0043536984152,,,,,,,,glioma_mibitof:UCSF_TA4_R3C1_whole_cell.tiff,1840,884,-2675.8889499679813,8833.674356563346,0.5991060698121805
degree,Michaelis-Menten Fit,0.9999987361993653,0.0027681846383759774,-0.28399761097835924,1.0,0.21205357142857142,1.0043987384721749,,,,,,,,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,1112,896,1.1352284091823435,0.0028000584116000256,1.422852581353445
pagerank,Exponential Saturation Fit,0.9999926040054627,0.0019233533944505987,-0.25461186838331873,1.0,0.05915178571428571,1.0117989634956908,,,,,0.0004589908936934649,360.3846098645672,0.0006718585849717417,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,1112,896,,,
betweenness,Piecewise Linear Fit,0.9999986466892365,0.17350748954904516,-1.176678634088726,1.0,0.9029017857142857,1.024329609390651,0.3470150425153071,0.0005471936436016436,-1.4255650450238604e-05,,,,,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,1112,896,,,
closeness,Piecewise Linear Fit,0.9999999543676193,0.04830579577595909,0.16439656202033265,0.9118303571428571,0.33414932680538556,1.0169069986470347,0.09661159154669333,-1.8490708017384136,0.6326462893955972,,,,,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,1112,896,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.38034385629251705,,,,glioma_mibitof:UCSF_TA3_R1C3_whole_cell.tiff,1112,896,,,
degree,Piecewise Linear Fit,0.9999995823527751,0.01688704714525063,-0.21821086944483273,1.0,0.15062020082693445,1.0179579394733904,0.03377409429056746,51.02509429796787,3.0871005855750715,,,,,glioma_mibitof:UCSF_TA4_R5C3_whole_cell.tiff,3945,1693,,,
pagerank,Piecewise Linear Fit,0.9999999262002032,0.005426919742309753,-0.08587712857141931,1.0,0.06556408741878322,1.0051285496776785,0.01085383960986225,0.0086662422427987,0.000500623515324147,,,,,glioma_mibitof:UCSF_TA4_R5C3_whole_cell.tiff,3945,1693,,,
betweenness,Piecewise Linear Fit,0.9999988772371642,0.08008708476762248,-1.2129635642820684,1.0,0.5327820437093916,1.0303239448278008,0.16017416976875365,0.06859451758793132,-0.0009645160655496165,,,,,glioma_mibitof:UCSF_TA4_R5C3_whole_cell.tiff,3945,1693,,,
closeness,Piecewise Linear Fit,0.9999999408770496,0.03996160569511018,0.4773773631372931,0.9911399881866509,0.31525625744934443,1.0362116257251746,0.0799232113865424,-2.1730277133547298,0.2687434043181021,,,,,glioma_mibitof:UCSF_TA4_R5C3_whole_cell.tiff,3945,1693,,,
clustering,Piecewise Linear Fit,0.9999998976224391,0.006525378446163784,0.09177585936739371,1.0,0.07383343177790903,1.0016116545229714,0.013050756892173816,-8.487288824340439,0.6588396276137943,,,,,glioma_mibitof:UCSF_TA4_R5C3_whole_cell.tiff,3945,1693,,,
degree,Michaelis-Menten Fit,0.9999967079407446,0.007532832003494982,-0.3453198947169973,1.0,0.4997206183646862,1.1785542584813695,,,,,,,,glioma_mibitof:CHOP_1101_R99C2_whole_cell.tiff,155470,10738,15.892304271316728,0.0077686914419711,14.832625274839833
pagerank,Piecewise Linear Fit,0.9998455673012419,0.007586916027877078,-0.15350628078596348,1.0,0.07366362451108213,1.1825404548217229,0.015173832973874259,0.0016527066584017412,6.914461405428285e-05,,,,,glioma_mibitof:CHOP_1101_R99C2_whole_cell.tiff,155470,10738,,,
betweenness,Exponential Saturation Fit,0.9999998916240518,0.19274013024826064,-0.9867468888707334,1.0,1.0,1.2931552858328972,,,,,0.0068554616711034395,1.8616852835894682,2.7761101477115733e-05,glioma_mibitof:CHOP_1101_R99C2_whole_cell.tiff,155470,10738,,,
closeness,Piecewise Linear Fit,0.9999961105088904,0.1950842093813783,-0.24414974248284846,1.0,0.9510150866083069,3.168560636988366,0.39016841933775137,0.06785598242971622,0.040981679776840994,,,,,glioma_mibitof:CHOP_1101_R99C2_whole_cell.tiff,155470,10738,,,
clustering,Piecewise Linear Fit,0.9998159189879513,0.01123433050416211,0.13446734918289188,1.0,0.10085677034829577,1.4659255859638267,0.022468661008032364,-7.697924831654774,0.7296188066313721,,,,,glioma_mibitof:CHOP_1101_R99C2_whole_cell.tiff,155470,10738,,,
degree,Piecewise Linear Fit,0.999999253318473,0.1359627983017063,-0.12033950762538259,1.0,0.802491103202847,1.0128377397884956,0.27192559661003274,4.107600067269804,4.082395754530445,,,,,glioma_mibitof:UCSF_TA4_R6C3_whole_cell.tiff,3952,1686,,,
pagerank,Piecewise Linear Fit,0.9999998892478659,0.00619883293437908,-0.09962966796064143,1.0,0.08600237247924081,1.0090330481240206,0.012397666010296746,0.00875921304455412,0.0004906903026804696,,,,,glioma_mibitof:UCSF_TA4_R6C3_whole_cell.tiff,3952,1686,,,
betweenness,Piecewise Linear Fit,0.999997608237627,0.13424791474106273,-1.0376634452421363,1.0,0.7906287069988137,1.0291500573886563,0.268495832614152,0.008572591116049527,-4.17718500127919e-05,,,,,glioma_mibitof:UCSF_TA4_R6C3_whole_cell.tiff,3952,1686,,,
closeness,Piecewise Linear Fit,0.9999992669495155,0.047349600790411756,0.3430718953894581,0.9899169632265717,0.34931096464949074,1.0274582292346723,0.09469920157470932,-1.5488481283300795,0.2871040218998451,,,,,glioma_mibitof:UCSF_TA4_R6C3_whole_cell.tiff,3952,1686,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5723030838008858,,,,glioma_mibitof:UCSF_TA4_R6C3_whole_cell.tiff,3952,1686,,,
degree,Exponential Saturation Fit,0.9999991374987254,0.002974108075041428,-0.28480726638986925,1.0,0.08078231292517007,1.0055751643439366,,,,,1.7653753053837322,233.0605220167209,2.2165578962939705,glioma_mibitof:UCSF_TA4_R5C1_whole_cell.tiff,2300,1176,,,
pagerank,Piecewise Linear Fit,0.999999792507399,0.006409320178596007,-0.11263453109470783,1.0,0.07993197278911565,1.0057262531814355,0.01281864045163801,0.013572456326311332,0.0006853325525904974,,,,,glioma_mibitof:UCSF_TA4_R5C1_whole_cell.tiff,2300,1176,,,
betweenness,Piecewise Linear Fit,0.9999999446621421,0.03744196827272112,-0.7527405925124055,1.0,0.29846938775510207,1.0075097339766974,0.07488393665585037,0.06782466286051482,0.0008341684825709555,,,,,glioma_mibitof:UCSF_TA4_R5C1_whole_cell.tiff,2300,1176,,,
closeness,Piecewise Linear Fit,0.9999981873822695,0.039575563715749225,0.30949807907625365,0.95578231292517,0.304270462633452,1.0158895226444504,0.07915112742799676,-2.260377643588669,0.37849053253684617,,,,,glioma_mibitof:UCSF_TA4_R5C1_whole_cell.tiff,2300,1176,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.4829914794200508,,,,glioma_mibitof:UCSF_TA4_R5C1_whole_cell.tiff,2300,1176,,,
degree,Michaelis-Menten Fit,0.9999970734002808,0.005949657253706422,-0.2235471252776145,1.0,0.4222531293463143,1.0208025766090874,,,,,,,,glioma_mibitof:UCSF_TA4_R5C2_whole_cell.tiff,17266,3595,3.6968694079400195,0.006096843033968599,6.3417800375355275
pagerank,Piecewise Linear Fit,0.9999985635399247,0.004489332160058173,-0.0991291234775906,1.0,0.08011126564673157,1.0200253171106293,0.008978664479170522,0.005645035026883606,0.0002303082922805429,,,,,glioma_mibitof:UCSF_TA4_R5C2_whole_cell.tiff,17266,3595,,,
betweenness,Exponential Saturation Fit,0.9999999909783057,0.19378838873222656,-0.9159884088537864,1.0,1.0,1.1366020587553647,,,,,0.0239022097262074,1.7892393016250154,0.0006423393113467712,glioma_mibitof:UCSF_TA4_R5C2_whole_cell.tiff,17266,3595,,,
closeness,Piecewise Linear Fit,0.9999984105900415,0.1902786659888975,-0.23622768215894413,1.0,0.9485396383866481,2.71256495564228,0.3805573326517838,0.05646343447760222,0.0347368564899997,,,,,glioma_mibitof:UCSF_TA4_R5C2_whole_cell.tiff,17266,3595,,,
clustering,Exponential Saturation Fit,0.9999999627827524,0.00437867027712377,0.1442663243361024,1.0,0.11376912378303199,1.0456223456462745,,,,,-0.18715856965015085,158.30083957579055,0.7422357557548201,glioma_mibitof:UCSF_TA4_R5C2_whole_cell.tiff,17266,3595,,,
degree,Piecewise Linear Fit,0.9999999979551923,0.21426312776731365,-0.114128201270015,1.0,0.9783549783549783,1.0035650420941984,0.4285262555636291,1.4775688873978514,2.457384314983294,,,,,glioma_mibitof:UCSF_TA4_R6C1_whole_cell.tiff,1247,924,,,
pagerank,Michaelis-Menten Fit,0.9999973908743715,7.306211407133392e-05,-0.17273293427014566,1.0,0.04220779220779221,1.0061403003580085,,,,,,,,glioma_mibitof:UCSF_TA4_R6C1_whole_cell.tiff,1247,924,0.0003216278283682073,7.308380848978356e-05,0.0007700693550709641
betweenness,Piecewise Linear Fit,0.9999970284006493,0.13122817968131198,-1.0455178296155325,1.0,0.7748917748917749,1.015965239246813,0.2624564143477379,0.0004773225704478604,-2.72707593770841e-06,,,,,glioma_mibitof:UCSF_TA4_R6C1_whole_cell.tiff,1247,924,,,
closeness,Piecewise Linear Fit,0.9999999959088589,0.1716405199365077,0.1423775500160437,0.9134199134199135,0.9028436018957346,1.0091631739586553,0.34328103979124175,-0.41979479737108294,0.5781293495958183,,,,,glioma_mibitof:UCSF_TA4_R6C1_whole_cell.tiff,1247,924,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.4745001030715316,,,,glioma_mibitof:UCSF_TA4_R6C1_whole_cell.tiff,1247,924,,,
degree,Exponential Saturation Fit,0.9997884842241824,0.15323236949532865,0.5450229145243718,1.0,1.0,1.045077170704558,,,,,-8.243919333702067,3.3958496097963633,9.480868391173374,glioma_mibitof:UCSF_TA4_R6C4_whole_cell.tiff,3036,887,,,
pagerank,Piecewise Linear Fit,0.9999998764309377,0.06045852176977019,0.040106601650198026,1.0,0.5558060879368658,1.001540434426108,0.12091702757820404,-0.0007575621507461074,0.0011877846417285124,,,,,glioma_mibitof:UCSF_TA4_R6C4_whole_cell.tiff,3036,887,,,
betweenness,Piecewise Linear Fit,0.9999994460416471,0.13453161864391494,0.9200982903174066,1.0,0.8354002254791432,1.0338658457152825,0.26906322939594207,-0.003409364718783278,0.0009571654898056788,,,,,glioma_mibitof:UCSF_TA4_R6C4_whole_cell.tiff,3036,887,,,
closeness,Piecewise Linear Fit,0.9999997832309434,0.13013698154470554,-0.21130015502715682,0.9075535512965051,0.8298136645962733,1.0231252390951857,0.260273963121194,0.8189160148967737,0.3977883258168929,,,,,glioma_mibitof:UCSF_TA4_R6C4_whole_cell.tiff,3036,887,,,
clustering,Piecewise Linear Fit,0.9999999507118565,0.021543106594908188,0.066816375203678,1.0,0.27846674182638104,1.0000879731717536,0.04308621318737785,-1.7669353351787382,0.6077650863918292,,,,,glioma_mibitof:UCSF_TA4_R6C4_whole_cell.tiff,3036,887,,,
degree,Exponential Saturation Fit,0.9999787559638973,0.004001602407094731,-0.29344673097444174,1.0,0.08560436037191407,1.0172919759110464,,,,,5.5721763021750865,173.2174039362501,6.708269280740622,glioma_mibitof:UCSF_TA3_R4C4_whole_cell.tiff,18834,3119,,,
pagerank,Piecewise Linear Fit,0.9999971024525094,0.006717275758303496,-0.13301882315613328,1.0,0.07053542802180186,1.0215617604511682,0.013434551754044276,0.005658147271594506,0.0002477216202480953,,,,,glioma_mibitof:UCSF_TA3_R4C4_whole_cell.tiff,18834,3119,,,
betweenness,Piecewise Linear Fit,0.9999998812931294,0.1874756312662566,-0.8171282683641881,1.0,0.9374799615261302,1.0680961082530558,0.37495126374501897,0.03092366859077537,0.0012974545751234501,,,,,glioma_mibitof:UCSF_TA3_R4C4_whole_cell.tiff,18834,3119,,,
closeness,Piecewise Linear Fit,0.9999997173644009,0.005139500589344321,0.38801681850132974,0.9993587688361655,0.05518126403593199,1.0106936933144142,0.010279001178532381,-6.578243955146591,0.12094142277085239,,,,,glioma_mibitof:UCSF_TA3_R4C4_whole_cell.tiff,18834,3119,,,
clustering,Michaelis-Menten Fit,0.9999997437589149,0.008967183183692504,0.13788217813942383,1.0,0.5674895799935877,1.0340003092592194,,,,,,,,glioma_mibitof:UCSF_TA3_R4C4_whole_cell.tiff,18834,3119,-0.1878270606794399,0.009314323580326704,0.7603111793809002
degree,Piecewise Linear Fit,0.9999987435448857,0.003964973531322886,-0.2793957655881094,1.0,0.05039073026138507,1.0217317996174964,0.007929947062647054,618.5878801581264,6.3258470802342694,,,,,glioma_mibitof:UCSF_TA3_R5C4_whole_cell.tiff,20567,3711,,,
pagerank,Exponential Saturation Fit,0.9999500008926832,0.0030370024809384232,-0.16456120867893878,1.0,0.07302613850714093,1.0251704723764163,,,,,7.682534494950437e-05,228.23355702183557,0.00019501210943503194,glioma_mibitof:UCSF_TA3_R5C4_whole_cell.tiff,20567,3711,,,
betweenness,Michaelis-Menten Fit,0.9999999389701635,0.19921376235010904,-0.9570334220320932,1.0,1.0,1.146519754100966,,,,,,,,glioma_mibitof:UCSF_TA3_R5C4_whole_cell.tiff,20567,3711,0.04134359780322551,1.0710681375681725,0.0002910925446929215
closeness,Piecewise Linear Fit,0.9999971550711702,0.013217735368922082,0.22840230167749953,0.9994610617084344,0.12483149096791588,1.005142643656592,0.026435470735456303,-1.1070751936771275,0.07869992479440423,,,,,glioma_mibitof:UCSF_TA3_R5C4_whole_cell.tiff,20567,3711,,,
clustering,Piecewise Linear Fit,0.99999915673675,0.013820505158322666,0.14371994029226706,1.0,0.12907572082996496,1.065505806488517,0.02764101031623226,-6.691600631238865,0.7359640414645229,,,,,glioma_mibitof:UCSF_TA3_R5C4_whole_cell.tiff,20567,3711,,,
degree,Piecewise Linear Fit,0.9999990704503795,0.010768469667977686,-0.27644076870469203,1.0,0.09195844555598306,1.030490202002497,0.02153693933597029,144.36031234208647,4.068869854493084,,,,,glioma_mibitof:UCSF_TA4_R2C3_whole_cell.tiff,9089,2599,,,
